city,material,available_quantity,processing_capacity,imports,exports,future_availability
Coimbatore,paper,258.98,768.77,171.11,84.11,344.33
Erode,textile,1187.6,308.39,189.08,11.21,1381.49
Chennai,battery,130.5,756.31,125.6,107.46,83.26
Chennai,metal,452.44,936.36,82.05,125.55,346.07
Tiruppur,plastic,56.11,824.05,156.83,84.52,191.27
Erode,metal,922.28,113.17,49.38,108.42,881.89
Chennai,paper,274.22,901.37,152.5,136.69,314.39
Coimbatore,paper,1030.47,587.48,154.07,49.5,1199.92
Erode,textile,869.69,447.59,121.82,31.88,1006.16
Salem,metal,633.12,269.13,24.62,105.94,564.64
Salem,battery,995.11,693.56,161.29,44.43,1062.82
Chennai,textile,423.19,342.56,46.28,105.72,403.8
Erode,battery,734.6,338.17,135.77,123.17,779.27
Salem,metal,853.79,431.51,92.15,9.52,970.6
Erode,textile,1071.73,841.89,129.71,129.43,1056.02
Chennai,textile,551.88,700.09,27.92,113.46,530.27
Tiruppur,textile,127.34,185.43,199.79,52.36,308.83
Coimbatore,battery,1197.27,317.35,17.67,64.62,1177.88
Tiruppur,battery,75.79,424.38,158.91,87.1,196.28
Chennai,metal,862.08,378.06,35.2,79.19,759.05
Coimbatore,battery,1129.18,473.33,86.44,61.64,1162.69
Chennai,battery,827.54,224.59,119.98,87.58,832.83
Chennai,metal,443.19,574.91,50.21,149.37,372.18
Tiruppur,battery,1141.58,849.55,78.86,130.23,1130.05
Chennai,textile,776.39,148.95,132.41,146.27,766.81
Tiruppur,paper,525.9,283.75,18.05,89.06,421.2
Tiruppur,textile,1141.06,154.54,140.23,8.62,1264.6
Salem,battery,784.89,958.18,177.51,89.75,815.58
Tiruppur,metal,1109.5,624.87,122.64,56.46,1139.34
Salem,paper,333.23,721.61,123.39,77.73,372.18
Chennai,battery,898.04,357.87,162.5,149.6,923.93
Erode,paper,449.63,491.85,85.23,102.05,436.18
Coimbatore,textile,147.87,447.04,23.5,35.56,127.85
Coimbatore,paper,554.23,576.89,197.21,29.07,652.67
Salem,battery,425.19,369.45,54.18,23.8,420.91
Erode,textile,121.95,289.46,163.71,26.3,201.04
Coimbatore,battery,697.92,823.42,36.06,89.2,592.32
Chennai,paper,364.69,539.05,25.63,71.64,319.49
Coimbatore,plastic,872.46,353.73,79.12,32.66,947.28
Salem,plastic,1041.53,382.49,112.22,126.82,935.17
Tiruppur,plastic,1131.48,114.24,109.32,73.28,1201.14
Chennai,paper,465.61,873.82,87.29,52.59,588.35
Salem,battery,926.81,213.4,47.32,142.96,842.96
Tiruppur,paper,613.07,680.27,53.67,85.14,525.12
Tiruppur,textile,810.92,227.1,118.47,31.86,856.63
Erode,metal,1088.67,643.47,119.56,86.02,1090.03
Tiruppur,battery,1129.73,904.59,74.12,110.77,1009.72
Salem,plastic,79.02,327.38,108.81,80.68,144.75
Salem,textile,767.0,640.25,20.17,59.6,693.04
Tiruppur,textile,157.84,537.52,184.94,10.81,292.54
Chennai,metal,953.68,630.95,11.22,117.01,886.8
Coimbatore,plastic,859.7,941.65,81.4,107.68,901.77
Coimbatore,textile,825.56,786.6,18.64,98.76,777.0
Salem,metal,939.59,211.06,129.0,45.38,972.49
Tiruppur,paper,1117.64,996.76,161.24,114.29,1135.45
Salem,plastic,939.39,923.47,45.94,138.74,796.02
Salem,plastic,752.39,279.86,20.55,87.43,633.46
Coimbatore,textile,1034.97,851.56,186.2,58.05,1190.38
Erode,textile,1000.89,572.26,157.3,38.99,1110.43
Chennai,metal,818.05,939.88,60.44,93.66,781.94
Chennai,paper,1025.33,952.45,178.12,112.16,1047.96
Coimbatore,textile,61.83,744.44,144.19,95.29,66.58
Chennai,metal,369.85,228.03,69.5,128.18,325.96
Coimbatore,paper,278.26,248.4,55.6,107.97,227.14
Erode,plastic,1100.22,270.45,10.96,13.71,1109.35
Coimbatore,battery,1090.01,835.67,153.84,13.06,1263.42
Chennai,paper,1044.71,324.51,146.25,129.14,1119.02
Salem,plastic,556.07,756.74,188.64,92.55,620.34
Salem,plastic,995.87,256.01,102.31,21.95,1090.59
Salem,plastic,239.07,204.92,113.87,135.85,222.91
Salem,paper,718.63,195.27,175.87,80.86,780.28
Coimbatore,plastic,1134.06,174.46,58.25,118.1,1148.94
Coimbatore,textile,137.01,425.39,27.51,89.84,89.2
Coimbatore,plastic,854.66,655.25,174.06,37.34,981.34
Coimbatore,textile,703.17,366.72,188.28,123.72,764.76
Coimbatore,paper,81.34,571.23,51.47,148.47,10.0
Tiruppur,plastic,208.57,719.89,180.57,113.05,254.11
Tiruppur,plastic,690.91,240.43,168.57,56.96,821.43
Erode,battery,304.42,442.89,163.6,124.43,307.95
Erode,battery,69.27,711.28,24.55,66.01,10.0
Coimbatore,metal,1127.68,380.62,57.46,99.85,1016.17
Tiruppur,textile,307.58,315.23,107.34,117.17,346.83
Salem,battery,138.32,419.2,114.63,63.47,207.63
Erode,textile,479.48,329.8,30.12,56.46,472.38
Erode,metal,668.45,350.29,51.22,46.76,652.34
Salem,textile,303.1,566.45,144.92,18.88,431.6
Chennai,plastic,410.01,852.85,19.54,72.37,288.89
Chennai,metal,412.05,138.75,158.38,62.74,462.87
Coimbatore,battery,1077.63,692.25,11.53,141.76,929.55
Erode,metal,1020.84,535.62,107.68,49.73,1066.83
Salem,battery,693.32,845.64,145.44,106.02,682.36
Chennai,textile,1035.77,838.38,93.71,24.2,1072.02
Chennai,textile,1188.88,123.19,124.67,100.63,1180.09
Tiruppur,plastic,258.36,660.48,52.31,49.55,277.39
Tiruppur,paper,200.08,608.88,94.03,120.6,215.94
Tiruppur,plastic,810.98,642.2,40.97,38.9,863.01
Chennai,textile,1010.19,977.22,35.74,38.56,980.64
Chennai,plastic,61.14,872.16,148.92,142.28,63.0
Tiruppur,paper,410.76,323.09,142.57,57.8,490.12
Coimbatore,battery,665.67,609.46,152.78,24.13,795.04
Salem,paper,522.07,247.0,52.14,51.05,506.47
Coimbatore,paper,567.57,403.71,175.43,17.11,716.15
Coimbatore,textile,1051.23,783.18,148.23,75.24,1146.8
Erode,metal,289.88,366.75,183.05,84.38,471.48
Tiruppur,paper,518.87,213.01,42.55,124.97,356.53
Coimbatore,textile,333.5,978.43,75.52,53.91,396.84
Salem,plastic,314.49,470.17,55.7,102.5,290.94
Salem,metal,506.54,240.69,150.21,57.27,643.27
Coimbatore,paper,361.24,173.11,198.59,27.65,559.42
Tiruppur,textile,1046.02,360.5,98.86,94.81,1100.26
Salem,metal,541.61,397.26,117.2,128.33,572.24
Erode,paper,743.67,571.24,58.18,73.29,752.99
Chennai,paper,274.26,686.88,158.37,119.76,325.63
Chennai,metal,381.01,183.94,193.13,24.59,661.9
Chennai,metal,1073.01,949.54,155.51,5.78,1253.5
Tiruppur,textile,810.31,687.01,57.71,99.31,766.21
Erode,plastic,1026.86,140.5,149.49,54.49,1156.93
Tiruppur,paper,82.02,660.46,163.28,127.09,116.46
Salem,metal,540.36,593.33,43.18,47.91,545.49
Erode,paper,730.82,249.31,14.69,57.6,691.38
Erode,metal,196.61,820.19,173.97,26.85,383.38
Erode,paper,746.3,377.1,169.13,94.1,852.92
Chennai,textile,362.75,296.1,135.75,96.89,390.89
Salem,plastic,814.81,600.92,75.12,24.51,867.49
Salem,plastic,1006.25,926.56,133.46,20.0,1188.79
Chennai,battery,50.04,740.92,77.75,41.9,56.33
Erode,battery,997.15,908.91,115.09,122.78,1059.6
Erode,paper,309.59,450.91,101.21,25.01,336.87
Chennai,battery,661.65,886.26,199.16,89.49,746.03
Tiruppur,plastic,612.39,873.6,122.54,105.72,674.86
Tiruppur,battery,899.28,699.96,32.72,88.03,879.1
Chennai,battery,889.79,657.26,45.46,8.72,898.42
Salem,paper,615.86,816.86,54.18,37.77,688.03
Chennai,metal,392.79,350.06,156.59,99.53,570.64
Chennai,paper,595.29,160.02,19.14,47.87,568.38
Chennai,paper,403.94,652.27,180.61,122.44,496.15
Chennai,paper,889.75,428.34,131.78,72.6,975.89
Salem,battery,1132.81,576.74,149.15,139.0,1101.56
Erode,plastic,1008.19,372.72,193.64,96.08,1114.89
Coimbatore,battery,475.53,595.42,160.1,51.11,606.88
Chennai,plastic,484.52,155.83,74.47,78.36,501.24
Tiruppur,battery,569.5,419.26,86.13,21.7,589.85
Tiruppur,battery,50.21,652.58,127.12,71.33,62.31
Tiruppur,metal,890.07,221.82,47.55,31.18,805.51
Tiruppur,textile,177.89,881.35,66.5,28.57,206.71
Salem,battery,852.93,293.42,17.97,57.73,816.64
Erode,battery,183.95,328.84,66.14,81.85,207.87
Tiruppur,metal,247.9,890.89,116.09,131.14,309.05
Salem,textile,142.71,945.61,153.48,90.06,308.34
Salem,metal,403.02,275.68,138.91,51.85,471.88
Coimbatore,metal,253.73,749.86,17.65,63.79,326.1
Erode,plastic,1079.33,234.23,159.33,94.6,1167.98
Tiruppur,textile,64.84,304.02,117.71,55.97,113.22
Salem,metal,739.38,912.16,82.81,36.37,788.92
Tiruppur,paper,105.62,838.44,167.0,90.26,233.73
Coimbatore,paper,1125.68,519.5,94.62,7.11,1188.03
Chennai,paper,527.39,112.9,100.88,8.05,639.77
Erode,metal,375.87,853.51,113.17,59.2,449.06
Erode,battery,237.87,266.01,48.44,61.07,219.49
Erode,textile,605.79,444.51,169.44,26.07,723.93
Salem,battery,121.35,164.04,119.03,87.07,160.36
Erode,textile,106.0,188.21,18.37,31.87,138.57
Tiruppur,textile,568.87,397.35,121.95,70.87,652.05
Tiruppur,plastic,965.96,781.08,139.31,29.08,1072.62
Chennai,textile,1141.33,228.3,82.61,85.44,1190.41
Chennai,plastic,527.76,121.6,73.72,30.68,633.19
Coimbatore,battery,1162.97,594.88,193.0,21.64,1276.48
Salem,metal,967.14,709.79,113.92,73.89,1005.49
Salem,textile,372.69,414.94,158.66,148.91,405.06
Erode,paper,613.35,667.65,150.54,93.78,654.44
Chennai,metal,982.04,345.39,149.0,58.96,1037.87
Tiruppur,textile,845.86,225.99,89.01,84.55,852.05
Erode,paper,1196.01,221.7,138.34,62.42,1245.74
Chennai,battery,531.15,422.03,122.82,88.46,512.68
Tiruppur,textile,592.5,598.12,118.35,35.47,729.6
Salem,battery,350.34,725.46,117.8,120.46,319.6
Coimbatore,textile,611.4,219.86,59.65,65.77,620.89
Tiruppur,metal,57.43,546.62,64.27,111.52,123.2
Erode,battery,722.55,947.33,43.14,73.39,702.78
Tiruppur,paper,518.47,569.24,180.35,33.46,631.3
Erode,plastic,1040.91,619.41,179.23,91.56,1115.2
Chennai,plastic,707.94,262.71,61.07,33.8,794.25
Coimbatore,metal,551.39,634.64,122.03,14.77,641.17
Coimbatore,metal,645.79,292.6,63.82,63.05,664.54
Tiruppur,paper,796.79,701.99,161.74,140.25,813.45
Salem,metal,1068.8,834.47,13.6,111.71,1015.67
Erode,plastic,1061.72,144.3,53.91,135.12,943.42
Erode,metal,1037.98,550.05,138.23,39.66,1104.18
Tiruppur,paper,639.05,712.43,187.02,94.95,661.8
Erode,plastic,224.67,395.7,20.35,31.46,150.84
Tiruppur,textile,542.41,668.82,147.96,58.21,615.3
Salem,textile,317.06,464.79,61.14,33.8,324.12
Tiruppur,paper,964.32,391.36,155.39,25.76,1149.64
Chennai,plastic,121.8,537.56,30.71,41.04,173.52
Salem,paper,608.49,591.33,185.98,131.34,631.6
Coimbatore,textile,427.38,148.4,137.18,38.54,565.75
Chennai,metal,123.24,259.41,10.98,69.58,75.86
Chennai,battery,1137.61,381.63,173.12,24.09,1261.06
Tiruppur,textile,903.27,709.95,57.94,131.59,820.46
Salem,plastic,993.63,708.98,130.85,63.26,1142.52
Erode,plastic,404.06,529.48,160.68,147.28,383.02
Erode,textile,467.43,891.35,147.82,21.33,486.04
Coimbatore,metal,104.28,965.27,139.04,96.55,105.53
Erode,plastic,202.13,979.83,120.7,149.34,135.83
Salem,plastic,304.74,150.55,58.57,81.5,265.18
Erode,textile,528.24,156.82,85.38,73.73,523.46
Erode,plastic,734.67,473.63,90.22,118.83,729.01
Coimbatore,plastic,207.97,349.18,18.75,139.97,64.93
Coimbatore,plastic,1195.09,491.74,184.93,55.03,1261.59
Tiruppur,battery,1102.25,859.49,151.04,29.33,1205.57
Chennai,plastic,882.63,935.93,91.8,22.28,854.19
Chennai,battery,764.53,746.85,31.01,10.16,793.42
Coimbatore,metal,268.36,135.06,84.44,121.35,200.3
Erode,metal,1059.07,795.87,137.6,9.6,1098.47
Coimbatore,metal,93.35,827.26,70.94,86.55,118.67
Salem,plastic,1036.16,187.63,144.21,55.11,1093.3
Chennai,paper,1147.15,209.69,13.47,136.1,964.26
Tiruppur,paper,530.0,439.18,176.42,136.27,577.35
Erode,battery,429.68,196.12,191.15,13.73,559.56
Tiruppur,battery,780.14,211.46,23.4,136.87,619.04
Erode,plastic,994.44,590.17,24.79,143.54,902.07
Salem,battery,1032.03,111.91,107.24,116.57,1004.14
Coimbatore,battery,66.54,822.68,196.35,92.86,217.53
Erode,paper,917.72,500.91,122.52,106.64,934.07
Coimbatore,textile,564.28,846.84,134.4,64.62,598.4
Coimbatore,battery,483.97,472.16,17.56,44.73,472.06
Salem,battery,455.18,138.79,44.03,61.87,419.34
Erode,metal,933.17,665.71,130.32,70.29,1005.31
Tiruppur,battery,999.83,726.91,185.57,123.95,1146.51
Coimbatore,metal,735.94,832.95,82.6,24.18,825.06
Coimbatore,battery,323.11,369.91,132.13,92.14,318.77
Chennai,paper,284.7,522.14,162.18,31.12,478.98
Salem,metal,1066.24,408.64,139.94,8.68,1147.55
Coimbatore,plastic,751.28,316.72,83.49,16.68,869.71
Tiruppur,plastic,316.34,864.03,85.48,40.6,337.02
Tiruppur,textile,705.97,623.41,145.79,39.83,860.01
Coimbatore,textile,687.09,581.1,47.14,29.1,694.05
Tiruppur,plastic,182.14,103.45,105.38,89.55,224.78
Chennai,paper,107.05,331.36,98.36,37.91,181.07
Tiruppur,metal,443.45,965.4,94.52,75.91,469.96
Coimbatore,plastic,1095.98,612.06,154.81,122.71,1092.08
Coimbatore,battery,1183.63,812.16,124.26,54.19,1167.85
Salem,textile,906.55,501.36,13.8,14.06,966.75
Salem,paper,264.38,774.43,113.68,34.59,261.92
Tiruppur,metal,80.9,442.43,30.16,82.05,100.89
Salem,plastic,1082.65,572.54,144.38,41.57,1119.27
Coimbatore,paper,191.97,285.38,10.18,10.69,234.67
Salem,metal,226.12,755.3,124.05,111.03,259.94
Coimbatore,paper,531.03,378.47,187.98,79.77,579.45
Coimbatore,paper,1018.42,652.72,71.91,32.8,1057.02
Chennai,paper,1050.1,179.32,157.59,127.89,1067.19
Coimbatore,textile,862.59,581.81,130.71,33.49,902.26
Tiruppur,metal,97.72,389.86,116.35,129.4,51.75
Coimbatore,paper,271.8,183.44,111.12,124.14,343.86
Tiruppur,plastic,960.68,830.41,101.63,13.31,1073.62
Erode,plastic,1165.29,754.87,185.29,115.52,1196.44
Coimbatore,textile,816.69,661.04,124.47,76.02,772.53
Erode,paper,277.19,824.66,45.3,17.32,321.2
Salem,textile,807.05,493.95,62.58,85.93,808.49
Tiruppur,plastic,883.4,852.77,173.87,50.82,997.69
Coimbatore,metal,107.11,661.17,21.99,52.07,23.76
Erode,plastic,322.1,535.15,91.54,15.86,454.33
Tiruppur,paper,1013.09,315.84,47.04,78.21,937.6
Coimbatore,plastic,110.66,850.75,32.41,11.55,140.46
Tiruppur,textile,338.52,190.51,84.72,94.42,311.43
Coimbatore,textile,1067.53,308.22,86.81,149.02,1046.11
Coimbatore,metal,699.34,564.96,64.07,80.0,704.0
Chennai,metal,921.44,353.73,70.43,139.07,891.51
Erode,plastic,608.48,921.52,125.97,84.23,615.55
Coimbatore,battery,167.72,776.59,182.18,112.8,181.75
Coimbatore,textile,1039.77,725.43,12.0,62.14,970.97
Salem,plastic,517.38,891.85,133.25,135.39,557.72
Erode,plastic,200.98,378.72,48.34,136.78,146.91
Salem,textile,478.95,288.13,142.2,141.91,529.97
Erode,textile,588.84,233.16,197.08,35.32,737.55
Erode,paper,1014.4,827.71,70.4,6.27,1062.26
Coimbatore,textile,397.08,133.66,106.02,63.44,500.36
Chennai,textile,1173.51,268.24,94.6,75.78,1259.73
Coimbatore,battery,1128.91,348.01,73.11,106.62,1122.2
Erode,textile,495.31,354.49,67.85,147.53,389.09
Coimbatore,paper,1173.11,439.48,162.35,68.01,1258.44
Chennai,plastic,425.15,780.57,84.81,93.19,427.21
Erode,metal,903.73,305.5,21.11,48.49,819.13
Coimbatore,plastic,509.98,151.65,120.83,133.23,493.15
Coimbatore,plastic,439.79,816.09,24.72,45.94,349.5
Tiruppur,battery,641.66,871.15,98.71,57.16,707.4
Tiruppur,textile,1044.02,511.2,100.27,60.98,1048.85
Erode,paper,1059.41,283.6,167.03,85.86,1139.02
Salem,textile,511.95,552.48,169.5,99.37,530.23
Salem,paper,872.69,975.93,48.27,6.38,932.96
Erode,paper,482.23,838.49,11.36,71.23,404.94
Coimbatore,metal,342.96,416.7,144.07,80.62,399.76
Tiruppur,paper,1155.63,672.32,155.52,16.49,1278.87
Chennai,battery,951.03,109.46,154.76,134.53,913.85
Erode,battery,665.87,529.29,83.95,133.68,602.37
Erode,paper,1115.94,965.85,106.7,70.66,1185.04
Tiruppur,paper,352.13,525.02,71.62,143.06,305.62
Erode,battery,993.68,453.04,95.03,110.85,1016.47
Erode,textile,347.61,384.81,26.52,48.97,361.07
Tiruppur,plastic,769.0,943.88,139.14,87.68,736.8
Coimbatore,metal,1133.73,809.38,14.57,82.45,1115.12
Erode,metal,380.64,584.4,111.33,63.82,465.47
Erode,paper,1174.08,867.99,104.68,92.47,1197.28
Erode,metal,154.14,701.2,35.33,128.52,10.0
Chennai,battery,65.71,906.15,15.5,39.75,38.66
Chennai,battery,443.38,828.98,55.28,37.54,453.12
Tiruppur,metal,349.98,108.18,133.18,79.11,426.23
Chennai,paper,1042.95,225.51,118.15,130.86,1027.65
Coimbatore,paper,156.32,512.11,84.95,130.72,144.72
Salem,plastic,1072.36,244.57,42.87,43.68,1058.43
Salem,textile,109.41,144.37,83.39,56.25,132.18
Erode,paper,271.1,378.52,195.23,64.61,311.98
Coimbatore,paper,1180.84,317.44,139.44,108.82,1176.41
Coimbatore,metal,735.56,765.62,50.08,127.04,667.76
Coimbatore,textile,579.38,295.83,35.42,143.23,525.86
Coimbatore,paper,153.0,743.83,61.52,115.25,30.55
Coimbatore,plastic,300.07,430.01,84.27,146.59,186.59
Salem,plastic,944.39,872.49,170.52,57.15,1017.58
Tiruppur,paper,409.76,154.81,143.3,6.42,469.18
Chennai,battery,931.18,373.69,164.21,47.62,1006.55
Coimbatore,paper,886.07,723.63,197.6,37.65,1094.8
Coimbatore,plastic,506.31,488.09,118.17,5.3,691.36
Erode,metal,716.21,900.1,118.17,96.6,708.35
Chennai,textile,615.8,379.21,44.54,78.1,583.47
Tiruppur,metal,346.82,517.59,35.32,139.52,260.81
Chennai,metal,1084.7,665.57,93.34,10.62,1199.64
Erode,plastic,793.37,512.53,110.45,9.98,863.58
Chennai,metal,354.88,488.81,199.82,36.95,527.8
Chennai,metal,1058.7,575.37,98.78,20.47,1177.0
Erode,paper,769.96,167.75,31.36,12.15,805.42
Coimbatore,textile,203.56,448.03,166.02,145.58,244.83
Chennai,plastic,1122.2,872.39,42.41,68.33,959.22
Chennai,textile,1120.27,122.18,142.37,110.17,1174.4
Tiruppur,battery,670.07,329.58,155.9,114.01,760.19
Salem,battery,294.56,187.32,22.21,90.94,237.93
Coimbatore,paper,951.91,952.19,62.28,62.7,962.47
Erode,plastic,438.97,922.49,196.4,100.96,560.21
Coimbatore,paper,115.66,408.75,136.72,19.87,265.28
Erode,battery,1050.15,901.75,95.32,71.6,1084.07
Coimbatore,metal,708.67,223.5,188.16,56.03,815.53
Tiruppur,textile,822.41,400.51,58.31,96.5,895.11
Coimbatore,plastic,656.11,624.28,139.92,114.2,696.53
Salem,paper,267.86,461.03,190.08,62.51,398.69
Erode,plastic,672.57,355.65,199.01,145.15,678.48
Erode,battery,349.46,854.56,145.97,104.61,405.24
Tiruppur,battery,847.94,375.23,154.26,94.86,937.25
Coimbatore,metal,261.72,195.09,164.44,88.92,395.51
Coimbatore,metal,1009.63,150.59,152.03,128.37,1057.77
Salem,plastic,72.04,488.79,16.27,143.32,10.0
Chennai,paper,105.29,535.22,12.78,138.57,10.0
Salem,paper,1098.55,231.95,132.73,38.77,1213.75
Chennai,plastic,918.05,378.52,95.11,63.79,909.64
Coimbatore,battery,386.09,365.34,77.36,86.87,390.73
Tiruppur,metal,276.17,952.57,49.07,93.98,222.82
Salem,paper,570.82,951.14,138.6,48.73,634.17
Salem,plastic,710.77,563.31,107.52,20.55,755.64
Chennai,battery,893.69,856.02,113.55,17.58,961.34
Tiruppur,metal,667.87,709.41,139.71,96.17,689.17
Erode,metal,573.9,901.88,118.2,125.7,615.48
Chennai,plastic,1183.44,718.01,56.29,120.79,1172.93
Chennai,plastic,947.8,919.18,82.74,96.44,856.59
Chennai,textile,926.45,942.56,188.74,30.34,997.85
Erode,metal,898.05,327.55,22.78,43.86,887.45
Tiruppur,metal,82.34,437.79,129.08,26.18,217.67
Salem,battery,800.12,464.68,123.25,20.58,938.42
Tiruppur,plastic,293.15,338.65,135.94,144.99,258.42
Erode,paper,935.52,667.16,197.81,54.92,1081.73
Chennai,metal,362.48,834.36,81.88,17.82,420.34
Coimbatore,metal,1178.59,666.72,89.07,29.15,1223.27
Tiruppur,paper,188.43,622.69,186.47,77.03,290.13
Erode,metal,122.66,650.03,196.91,57.32,262.26
Chennai,textile,89.56,671.44,173.2,54.99,282.08
Salem,metal,1074.67,832.25,145.84,41.08,1165.87
Salem,textile,321.95,290.36,149.85,51.4,424.04
Coimbatore,plastic,1152.95,273.11,146.3,101.33,1212.74
Coimbatore,battery,573.7,566.21,11.42,66.29,525.15
Tiruppur,plastic,559.1,759.0,54.27,122.91,429.44
Erode,metal,772.24,846.95,88.97,42.45,837.41
Erode,paper,819.66,503.28,102.7,34.62,821.83
Tiruppur,metal,557.73,217.61,65.29,131.0,551.19
Coimbatore,metal,876.5,627.61,103.55,32.89,874.42
Coimbatore,paper,776.28,588.65,34.58,59.49,741.04
Coimbatore,plastic,766.4,502.19,157.82,36.97,872.69
Erode,metal,866.99,477.03,108.28,17.21,905.93
Chennai,plastic,872.13,486.86,68.22,144.52,816.91
Salem,textile,1076.34,170.76,72.87,41.0,1107.3
Chennai,paper,1195.39,820.48,170.67,97.11,1259.78
Tiruppur,battery,439.28,106.38,139.25,124.69,482.96
Coimbatore,textile,233.62,811.07,127.1,11.5,281.89
Tiruppur,textile,982.58,460.32,189.96,63.94,1151.77
Salem,paper,142.77,705.11,140.94,54.51,256.39
Coimbatore,textile,382.52,957.03,19.47,26.74,350.61
Tiruppur,textile,1180.29,582.82,105.5,42.38,1248.91
Coimbatore,textile,1146.31,912.87,145.6,123.63,1143.35
Salem,metal,194.42,788.99,49.94,51.9,199.26
Erode,textile,294.99,647.0,25.92,98.24,282.13
Erode,metal,770.86,327.88,162.7,123.58,810.05
Tiruppur,metal,819.66,833.51,59.53,48.05,849.8
Coimbatore,plastic,164.12,181.65,59.91,131.84,109.82
Coimbatore,textile,1154.95,912.58,142.38,19.01,1248.59
Erode,plastic,927.62,822.02,83.17,65.59,899.81
Erode,textile,171.67,555.53,164.78,140.74,189.93
Tiruppur,battery,1142.82,582.12,84.9,127.99,952.35
Tiruppur,metal,726.09,941.09,147.95,138.08,699.16
Chennai,textile,656.93,601.7,195.88,117.11,745.58
Erode,textile,564.45,289.41,141.02,132.21,559.29
Salem,battery,564.4,968.97,81.7,42.44,591.83
Salem,plastic,286.89,738.37,14.02,65.75,163.34
Tiruppur,plastic,1137.1,925.37,120.85,72.08,1210.82
Coimbatore,battery,1091.8,213.97,43.92,76.49,1102.54
Coimbatore,textile,720.77,761.28,71.09,10.02,644.68
Salem,metal,657.28,281.87,30.91,60.59,608.53
Chennai,plastic,954.73,558.75,67.01,26.93,957.25
Erode,metal,274.25,382.13,127.91,97.56,239.38
Coimbatore,battery,972.1,519.74,78.72,20.72,1043.42
Coimbatore,metal,768.86,951.57,120.16,83.33,823.36
Erode,paper,831.97,282.59,151.67,149.36,830.55
Salem,paper,68.23,756.93,178.86,13.94,327.64
Tiruppur,plastic,1184.55,150.33,37.01,12.66,1184.87
Chennai,metal,1068.39,109.01,177.66,87.89,1164.95
Coimbatore,metal,881.52,556.98,104.83,20.97,902.64
Chennai,battery,217.47,727.69,132.13,118.5,204.34
Chennai,plastic,1108.72,184.27,191.46,93.58,1129.45
Salem,textile,1115.67,535.32,69.96,119.4,1073.28
Coimbatore,textile,846.39,319.18,187.02,20.2,1020.02
Coimbatore,plastic,947.66,425.45,87.22,122.36,834.16
Salem,textile,189.58,987.34,158.33,61.58,323.54
Chennai,paper,250.67,440.83,170.2,98.41,329.57
Chennai,battery,499.3,699.25,50.95,37.06,513.29
Chennai,metal,244.58,268.77,12.0,18.26,317.82
Tiruppur,battery,1075.65,358.45,72.27,21.76,1106.75
Salem,textile,824.08,991.67,177.74,73.58,923.56
Chennai,textile,1170.97,858.28,105.17,147.31,1115.76
Erode,battery,452.51,935.54,22.47,84.66,363.58
Coimbatore,paper,800.64,330.1,79.27,127.33,774.57
Chennai,battery,121.81,445.55,94.44,25.53,170.19
Tiruppur,plastic,147.92,372.65,151.47,144.84,106.08
Coimbatore,battery,858.68,119.53,129.93,28.72,1006.5
