budget,primary_material,equipment_name,cost,roi,priority_score
387592.52,paper,AI Optical Sorter,313076.43,23.48,3.18
500805.63,paper,IoT Weighbridge Scales,436753.21,25.48,5.75
175145.15,textile,IoT Weighbridge Scales,124562.29,39.43,4.73
437929.54,metal,IoT Weighbridge Scales,307285.34,25.89,5.04
643790.19,battery,AI Optical Sorter,466950.67,42.5,8.2
485166.14,plastic,IoT Weighbridge Scales,359915.62,46.99,7.19
221365.06,battery,High-Shear Pelletizer Extruder,208305.48,25.83,3.03
67514.07,battery,Solar Decanter Centrifuge,54999.04,22.41,2.36
725062.39,textile,Solar Decanter Centrifuge,680818.87,23.3,6.1
670030.52,plastic,Solar Decanter Centrifuge,517331.48,46.6,8.55
342111.42,textile,IoT Weighbridge Scales,323304.61,29.2,3.87
235180.57,battery,High-Shear Pelletizer Extruder,182402.13,21.34,3.38
195967.88,plastic,Solar Decanter Centrifuge,153954.72,21.73,3.19
310457.78,paper,Solar Decanter Centrifuge,251784.65,34.54,5.3
416673.37,battery,Solar Decanter Centrifuge,395198.9,43.69,7.11
515495.36,textile,Solar Decanter Centrifuge,379918.04,42.69,8.02
583163.54,battery,High-Shear Pelletizer Extruder,540804.67,38.0,7.37
147989.26,battery,IoT Weighbridge Scales,105728.74,36.51,4.45
400086.56,metal,IoT Weighbridge Scales,377042.35,46.17,6.07
615965.92,metal,IoT Weighbridge Scales,475184.37,19.32,5.03
621348.64,battery,High-Shear Pelletizer Extruder,577657.69,25.04,5.93
391984.46,paper,High-Shear Pelletizer Extruder,333394.24,33.29,5.47
654942.01,battery,AI Optical Sorter,468197.01,12.11,3.65
230286.79,battery,High-Shear Pelletizer Extruder,162973.39,46.98,6.43
215559.12,metal,Solar Decanter Centrifuge,152537.68,43.39,6.76
533352.71,paper,Automated Compactor Baler,417802.82,38.39,6.78
446433.58,battery,High-Shear Pelletizer Extruder,334897.85,47.81,6.94
524679.75,textile,Solar Decanter Centrifuge,466102.92,39.68,6.38
543905.39,plastic,IoT Weighbridge Scales,475921.87,15.76,5.22
260250.85,paper,High-Shear Pelletizer Extruder,204870.8,16.0,2.48
656176.41,textile,Automated Compactor Baler,460322.31,15.63,5.08
134698.73,metal,Automated Compactor Baler,102446.17,29.22,4.07
158897.38,metal,Solar Decanter Centrifuge,137718.53,19.6,2.59
269386.32,battery,Solar Decanter Centrifuge,227850.82,42.32,6.2
461735.34,textile,Solar Decanter Centrifuge,392878.26,24.88,4.28
716494.31,metal,Automated Compactor Baler,648683.85,31.97,6.98
527818.13,metal,Automated Compactor Baler,463681.97,41.61,6.94
440127.42,textile,High-Shear Pelletizer Extruder,393401.97,21.77,5.2
422521.57,metal,Automated Compactor Baler,382781.1,37.98,5.52
127061.19,plastic,Automated Compactor Baler,113815.59,37.74,3.49
495114.32,plastic,Automated Compactor Baler,404380.66,24.25,5.01
699910.99,paper,IoT Weighbridge Scales,648677.47,45.95,7.46
366788.39,paper,High-Shear Pelletizer Extruder,264939.46,36.73,4.04
524533.91,metal,Solar Decanter Centrifuge,460677.94,35.99,6.14
774535.63,paper,High-Shear Pelletizer Extruder,726276.77,37.29,7.23
636367.9,paper,Solar Decanter Centrifuge,453123.54,24.96,5.49
767599.86,paper,AI Optical Sorter,628658.09,16.0,6.2
52160.94,plastic,Solar Decanter Centrifuge,41943.97,41.6,4.8
687761.0,plastic,AI Optical Sorter,630980.0,38.3,7.96
615517.28,textile,Automated Compactor Baler,491603.55,45.51,7.97
144293.2,battery,IoT Weighbridge Scales,136161.98,13.88,1.9
484381.44,textile,IoT Weighbridge Scales,344274.95,36.01,7.2
667482.07,metal,Solar Decanter Centrifuge,511890.78,42.08,7.41
419648.44,plastic,IoT Weighbridge Scales,356190.43,12.36,2.74
398071.37,paper,Automated Compactor Baler,330302.93,36.39,6.26
629691.11,paper,Automated Compactor Baler,575715.49,32.71,5.99
107288.71,plastic,Automated Compactor Baler,79976.74,27.68,2.58
604269.92,paper,AI Optical Sorter,479146.66,12.05,3.46
274850.4,paper,Solar Decanter Centrifuge,259334.71,42.49,6.03
393496.82,battery,IoT Weighbridge Scales,363930.96,37.56,6.13
753033.83,metal,IoT Weighbridge Scales,616245.4,14.15,5.69
792656.67,textile,IoT Weighbridge Scales,662756.56,46.66,9.69
106703.78,plastic,AI Optical Sorter,80704.9,19.05,2.64
635991.39,textile,High-Shear Pelletizer Extruder,468560.73,41.2,6.7
526966.03,paper,High-Shear Pelletizer Extruder,403116.5,24.43,4.94
402491.2,plastic,Automated Compactor Baler,351183.29,45.5,6.84
422984.33,plastic,High-Shear Pelletizer Extruder,300801.48,26.96,5.43
315700.82,metal,Solar Decanter Centrifuge,296941.11,34.35,4.54
746495.22,metal,Automated Compactor Baler,556196.4,28.51,7.24
411000.03,textile,High-Shear Pelletizer Extruder,356989.39,16.93,3.86
796236.03,metal,High-Shear Pelletizer Extruder,635368.14,35.73,7.73
423677.0,battery,Automated Compactor Baler,351920.92,19.89,3.62
394222.61,metal,High-Shear Pelletizer Extruder,293311.03,19.7,4.26
316280.79,plastic,High-Shear Pelletizer Extruder,252645.57,46.3,6.67
775289.51,textile,Automated Compactor Baler,635136.57,37.86,8.09
549950.36,battery,IoT Weighbridge Scales,462657.47,39.78,5.95
424171.75,plastic,Solar Decanter Centrifuge,297878.69,24.85,3.86
291252.49,metal,High-Shear Pelletizer Extruder,222358.25,20.85,3.9
352073.3,paper,Solar Decanter Centrifuge,246490.28,44.45,6.2
434540.19,plastic,High-Shear Pelletizer Extruder,346812.84,39.15,6.46
738819.82,plastic,High-Shear Pelletizer Extruder,568068.95,34.39,6.03
685453.75,plastic,Automated Compactor Baler,630164.3,47.08,9.1
70639.39,battery,High-Shear Pelletizer Extruder,62723.75,20.23,1.72
373535.49,battery,High-Shear Pelletizer Extruder,301396.62,23.75,4.67
679744.74,textile,IoT Weighbridge Scales,548911.36,44.54,7.66
622331.27,metal,IoT Weighbridge Scales,513040.54,19.37,5.71
493347.73,plastic,High-Shear Pelletizer Extruder,418581.19,13.18,2.96
271431.35,battery,Solar Decanter Centrifuge,221216.71,15.42,3.73
670060.08,textile,IoT Weighbridge Scales,585233.5,39.76,6.75
706912.31,textile,IoT Weighbridge Scales,569988.38,13.35,5.12
145900.1,plastic,AI Optical Sorter,123666.06,14.21,2.97
200420.19,textile,Solar Decanter Centrifuge,162214.18,43.78,4.87
88925.71,paper,IoT Weighbridge Scales,69141.62,38.34,3.63
619301.7,metal,Automated Compactor Baler,572241.09,41.45,8.33
239610.2,battery,AI Optical Sorter,189947.46,44.47,5.29
492978.38,plastic,High-Shear Pelletizer Extruder,396166.01,39.14,7.23
65503.53,metal,AI Optical Sorter,50255.07,34.62,2.45
761906.47,plastic,High-Shear Pelletizer Extruder,677907.29,15.69,5.2
435390.85,plastic,High-Shear Pelletizer Extruder,344968.96,45.59,7.06
585744.98,battery,AI Optical Sorter,427891.17,16.5,5.11
687853.71,plastic,AI Optical Sorter,486804.03,13.87,4.61
548859.65,textile,High-Shear Pelletizer Extruder,400513.09,39.53,6.42
553291.46,textile,AI Optical Sorter,430458.55,29.37,4.24
729929.16,plastic,High-Shear Pelletizer Extruder,653682.81,16.48,5.38
648160.52,plastic,Automated Compactor Baler,524631.06,20.46,5.82
459822.74,plastic,High-Shear Pelletizer Extruder,371260.41,23.12,4.96
411698.27,textile,High-Shear Pelletizer Extruder,386221.06,20.16,4.19
557864.31,paper,Automated Compactor Baler,512037.71,36.22,6.55
647511.05,battery,Automated Compactor Baler,588074.45,44.62,7.74
265724.55,battery,Solar Decanter Centrifuge,209454.62,34.37,4.38
300537.47,plastic,IoT Weighbridge Scales,240770.14,14.46,2.53
374575.16,battery,Solar Decanter Centrifuge,268955.37,19.39,4.37
336080.78,plastic,Solar Decanter Centrifuge,301200.79,38.41,5.68
638951.61,textile,IoT Weighbridge Scales,491649.75,21.95,5.17
374014.2,plastic,Automated Compactor Baler,303897.43,47.18,6.66
784218.13,plastic,Solar Decanter Centrifuge,586166.84,32.96,6.65
203330.43,plastic,IoT Weighbridge Scales,146095.06,33.8,5.42
523025.35,metal,Automated Compactor Baler,445047.14,14.77,4.16
106687.71,paper,High-Shear Pelletizer Extruder,86160.32,37.05,3.71
465034.26,textile,Automated Compactor Baler,407345.87,25.44,4.81
472744.98,plastic,AI Optical Sorter,410349.26,33.01,4.68
51513.89,paper,AI Optical Sorter,37567.35,28.17,3.18
509193.61,battery,High-Shear Pelletizer Extruder,468839.23,19.29,5.47
560083.91,paper,AI Optical Sorter,394214.35,32.99,6.53
239826.15,paper,High-Shear Pelletizer Extruder,225291.55,26.37,3.6
554345.37,plastic,Automated Compactor Baler,389194.79,27.61,5.78
119469.11,battery,Solar Decanter Centrifuge,110943.46,27.62,3.1
592585.86,metal,High-Shear Pelletizer Extruder,502135.63,34.08,5.41
528266.19,metal,Automated Compactor Baler,464088.81,15.29,4.35
604042.36,plastic,AI Optical Sorter,425217.61,14.78,4.36
733376.21,battery,Solar Decanter Centrifuge,591242.68,19.75,6.6
329150.29,metal,Automated Compactor Baler,296654.13,41.63,6.79
749532.88,textile,High-Shear Pelletizer Extruder,640247.92,38.74,7.71
101344.04,metal,AI Optical Sorter,94269.38,33.04,4.84
453748.96,plastic,IoT Weighbridge Scales,359420.1,44.23,7.36
390759.07,textile,Automated Compactor Baler,297795.88,37.4,6.08
370701.0,paper,Automated Compactor Baler,319666.81,45.71,6.14
66435.0,paper,Solar Decanter Centrifuge,54302.73,13.02,0.57
207522.01,plastic,High-Shear Pelletizer Extruder,166519.35,35.59,4.18
170346.96,textile,AI Optical Sorter,127148.96,35.91,4.15
711267.96,textile,IoT Weighbridge Scales,577229.73,41.01,8.78
241161.69,textile,Automated Compactor Baler,218767.15,40.41,4.06
280846.87,textile,IoT Weighbridge Scales,240981.83,25.45,3.41
288956.72,textile,AI Optical Sorter,207878.41,41.84,5.17
311667.56,plastic,Solar Decanter Centrifuge,270912.41,42.16,6.03
379407.95,plastic,Solar Decanter Centrifuge,309140.58,26.8,4.94
591446.92,paper,Solar Decanter Centrifuge,438452.1,12.07,4.75
436200.01,plastic,AI Optical Sorter,350508.62,38.37,6.57
711246.86,metal,Automated Compactor Baler,610719.1,32.96,6.7
283251.87,battery,IoT Weighbridge Scales,238775.11,47.5,5.96
361051.87,plastic,AI Optical Sorter,301560.0,37.07,4.99
425084.56,battery,Solar Decanter Centrifuge,390071.09,34.73,5.92
449378.05,textile,AI Optical Sorter,370254.23,45.59,7.02
434213.57,textile,Solar Decanter Centrifuge,386971.24,36.44,5.79
629740.04,textile,AI Optical Sorter,443671.39,40.54,7.18
470508.72,textile,High-Shear Pelletizer Extruder,410357.9,21.12,4.01
57484.08,paper,AI Optical Sorter,47936.79,42.1,4.71
413820.99,battery,AI Optical Sorter,344669.17,30.38,5.31
665449.07,plastic,Solar Decanter Centrifuge,546390.98,12.48,5.63
61631.25,metal,IoT Weighbridge Scales,45941.83,38.75,3.54
685945.91,paper,AI Optical Sorter,648511.67,28.22,6.43
223661.33,textile,High-Shear Pelletizer Extruder,158958.2,28.07,3.93
102502.63,battery,IoT Weighbridge Scales,83648.26,38.02,5.09
56272.76,battery,Automated Compactor Baler,48699.63,29.42,3.8
53985.11,paper,Automated Compactor Baler,48219.63,31.74,4.28
613810.24,metal,IoT Weighbridge Scales,451200.33,36.16,6.93
515355.34,textile,High-Shear Pelletizer Extruder,382636.01,19.02,4.66
731171.37,battery,Solar Decanter Centrifuge,631390.74,44.01,8.33
484105.07,metal,IoT Weighbridge Scales,396230.46,37.79,5.69
285370.11,textile,High-Shear Pelletizer Extruder,261221.64,43.27,5.36
593258.3,battery,AI Optical Sorter,501995.61,16.81,3.56
768873.38,plastic,AI Optical Sorter,588968.92,45.81,7.18
527280.71,plastic,Solar Decanter Centrifuge,477969.12,28.67,6.04
667825.55,metal,Solar Decanter Centrifuge,603537.28,40.01,6.57
620638.5,paper,Automated Compactor Baler,542895.59,25.26,5.35
244682.34,textile,Solar Decanter Centrifuge,225625.5,41.68,5.35
522529.91,metal,AI Optical Sorter,483068.34,43.97,7.41
797118.26,metal,Automated Compactor Baler,707044.84,41.26,7.94
580128.39,battery,IoT Weighbridge Scales,537067.45,45.61,7.82
54288.94,battery,High-Shear Pelletizer Extruder,45754.2,22.95,3.19
288578.34,battery,IoT Weighbridge Scales,266336.94,42.57,5.59
110166.68,textile,High-Shear Pelletizer Extruder,77550.27,12.62,1.79
737452.48,plastic,IoT Weighbridge Scales,523395.47,42.14,8.54
518460.54,textile,Solar Decanter Centrifuge,438998.23,32.91,7.1
793009.37,battery,High-Shear Pelletizer Extruder,689150.0,16.98,6.65
701308.09,battery,Automated Compactor Baler,550860.9,31.0,7.73
208726.92,battery,Solar Decanter Centrifuge,197305.28,35.38,4.96
494868.66,battery,High-Shear Pelletizer Extruder,449443.67,25.05,5.51
697731.07,battery,Solar Decanter Centrifuge,598591.07,13.96,4.99
102350.49,battery,AI Optical Sorter,87917.54,33.57,3.9
184517.01,paper,Automated Compactor Baler,159965.2,42.15,5.45
574729.68,paper,IoT Weighbridge Scales,540378.11,31.29,6.8
416371.72,textile,Solar Decanter Centrifuge,352302.5,42.02,5.9
605423.54,paper,High-Shear Pelletizer Extruder,431665.37,13.14,4.47
367501.36,plastic,IoT Weighbridge Scales,338190.64,43.78,5.54
697247.62,battery,Solar Decanter Centrifuge,627535.66,43.84,8.24
143915.42,battery,IoT Weighbridge Scales,108520.39,36.88,5.38
755579.97,textile,IoT Weighbridge Scales,594548.33,27.67,7.39
346971.19,plastic,Automated Compactor Baler,324241.56,15.06,2.84
208094.83,metal,High-Shear Pelletizer Extruder,170071.07,21.67,3.1
125733.58,paper,Solar Decanter Centrifuge,104669.47,47.47,5.7
214780.09,paper,Automated Compactor Baler,164116.85,24.79,2.82
555495.66,paper,Solar Decanter Centrifuge,412471.55,44.34,7.72
166985.65,metal,High-Shear Pelletizer Extruder,117021.07,18.27,3.56
706554.22,plastic,Automated Compactor Baler,639852.18,14.05,4.23
593754.56,metal,High-Shear Pelletizer Extruder,562845.61,35.91,5.17
199434.47,textile,AI Optical Sorter,177753.96,45.86,5.59
403150.52,plastic,IoT Weighbridge Scales,330904.02,42.18,6.02
321052.83,battery,Automated Compactor Baler,234628.03,37.15,5.58
727473.51,textile,AI Optical Sorter,657973.66,30.37,5.1
602179.86,paper,Automated Compactor Baler,552440.72,26.5,5.13
148740.19,paper,Solar Decanter Centrifuge,114479.49,19.87,3.31
187128.33,metal,Solar Decanter Centrifuge,157965.04,32.12,4.9
239598.83,metal,High-Shear Pelletizer Extruder,221268.64,24.15,3.28
597097.83,textile,Solar Decanter Centrifuge,444109.89,36.22,6.2
705553.83,paper,Solar Decanter Centrifuge,603861.97,33.61,6.48
90135.85,paper,Solar Decanter Centrifuge,68324.23,21.55,1.78
270461.83,metal,High-Shear Pelletizer Extruder,192031.89,22.49,3.75
205655.7,metal,High-Shear Pelletizer Extruder,174290.53,12.23,2.7
511440.24,metal,AI Optical Sorter,448032.3,45.67,7.72
331853.76,metal,Solar Decanter Centrifuge,288248.15,39.46,5.68
220055.89,plastic,IoT Weighbridge Scales,182088.22,30.05,3.86
87682.26,paper,AI Optical Sorter,80075.43,45.42,4.51
302005.29,paper,AI Optical Sorter,269795.0,44.94,6.42
191854.33,battery,IoT Weighbridge Scales,152512.27,40.85,5.9
144114.72,plastic,AI Optical Sorter,109416.7,36.39,3.99
474336.17,metal,Solar Decanter Centrifuge,420905.28,27.52,4.98
363936.71,plastic,Solar Decanter Centrifuge,342236.29,36.04,5.14
749903.82,paper,High-Shear Pelletizer Extruder,639567.39,36.43,7.91
760371.1,battery,IoT Weighbridge Scales,672751.06,21.99,5.73
261212.03,metal,Solar Decanter Centrifuge,183520.03,37.78,5.61
792581.63,metal,IoT Weighbridge Scales,622171.01,14.84,6.33
382098.6,plastic,Automated Compactor Baler,300270.92,42.04,6.5
96356.35,plastic,IoT Weighbridge Scales,74024.56,24.29,2.8
386584.1,metal,High-Shear Pelletizer Extruder,294447.45,28.95,5.55
615401.06,metal,High-Shear Pelletizer Extruder,569916.73,41.43,7.69
617786.09,plastic,High-Shear Pelletizer Extruder,465262.0,35.89,5.65
713440.17,paper,IoT Weighbridge Scales,661568.65,23.3,4.97
568291.86,plastic,AI Optical Sorter,501476.64,45.85,8.04
666870.99,textile,Solar Decanter Centrifuge,555412.66,22.37,5.75
419614.69,metal,IoT Weighbridge Scales,370717.32,34.76,4.49
316348.74,battery,IoT Weighbridge Scales,279415.03,35.71,5.98
748666.19,paper,High-Shear Pelletizer Extruder,630115.88,35.65,7.18
295096.03,plastic,High-Shear Pelletizer Extruder,265658.78,15.76,3.57
482643.04,textile,High-Shear Pelletizer Extruder,456166.23,19.73,4.48
604150.01,paper,High-Shear Pelletizer Extruder,522396.07,31.16,5.73
127448.76,metal,Solar Decanter Centrifuge,107311.03,22.67,2.86
310639.1,paper,AI Optical Sorter,271188.81,28.49,4.67
219891.22,plastic,AI Optical Sorter,161503.79,36.8,4.94
107329.9,battery,Solar Decanter Centrifuge,96434.02,17.7,2.57
88839.42,metal,Solar Decanter Centrifuge,64068.51,28.8,4.06
215929.02,textile,Solar Decanter Centrifuge,171912.49,28.53,3.89
277464.42,battery,IoT Weighbridge Scales,202454.95,45.61,6.15
74494.3,textile,Automated Compactor Baler,59739.73,17.8,3.33
542307.2,metal,IoT Weighbridge Scales,455834.8,37.73,6.4
137268.86,battery,High-Shear Pelletizer Extruder,97599.55,36.96,3.96
536176.92,paper,IoT Weighbridge Scales,466655.29,45.85,7.2
378632.54,battery,Automated Compactor Baler,275064.64,24.78,4.2
359879.39,metal,Solar Decanter Centrifuge,258223.19,26.23,4.2
670476.61,paper,Solar Decanter Centrifuge,506224.71,30.66,6.21
582586.07,battery,High-Shear Pelletizer Extruder,446019.59,23.27,3.89
287440.07,battery,Automated Compactor Baler,223831.44,13.55,2.39
635722.9,paper,Automated Compactor Baler,576039.88,17.27,5.0
683499.43,paper,IoT Weighbridge Scales,609703.4,30.02,7.17
375327.92,metal,AI Optical Sorter,291673.74,32.63,5.0
253998.95,battery,High-Shear Pelletizer Extruder,239924.54,46.77,5.9
346366.47,plastic,High-Shear Pelletizer Extruder,272400.44,36.16,6.16
249446.34,battery,Automated Compactor Baler,176219.47,33.73,4.34
544629.49,plastic,Automated Compactor Baler,397632.3,45.79,7.57
217007.06,paper,AI Optical Sorter,160597.46,18.15,2.21
363608.59,plastic,Automated Compactor Baler,336152.93,15.03,2.82
62444.36,battery,IoT Weighbridge Scales,48950.5,14.77,1.65
226245.71,textile,Solar Decanter Centrifuge,212006.46,22.97,2.89
258289.32,plastic,Automated Compactor Baler,240655.67,19.69,2.68
365003.06,battery,Automated Compactor Baler,333791.2,38.32,5.0
573287.23,paper,Solar Decanter Centrifuge,482452.02,12.23,3.6
96414.28,battery,High-Shear Pelletizer Extruder,81134.34,39.05,4.41
195835.73,paper,IoT Weighbridge Scales,157182.45,17.88,2.1
216336.48,plastic,IoT Weighbridge Scales,195638.78,45.49,5.56
303090.71,paper,Solar Decanter Centrifuge,218492.4,19.6,2.94
614351.25,textile,IoT Weighbridge Scales,505693.31,27.92,5.24
447455.44,battery,Solar Decanter Centrifuge,377204.48,41.0,5.36
620120.7,paper,Solar Decanter Centrifuge,457222.66,21.65,4.57
559772.91,textile,IoT Weighbridge Scales,473685.24,24.15,4.16
652138.41,battery,Solar Decanter Centrifuge,512714.09,24.14,5.23
133352.86,paper,AI Optical Sorter,98051.28,31.64,3.61
129193.66,textile,IoT Weighbridge Scales,111635.78,31.27,3.92
137960.11,metal,High-Shear Pelletizer Extruder,116500.66,43.18,3.24
267079.64,textile,Automated Compactor Baler,215958.03,28.07,5.07
425533.19,textile,High-Shear Pelletizer Extruder,327547.59,16.65,4.46
124659.88,metal,Automated Compactor Baler,95164.86,28.95,2.68
539069.8,textile,Automated Compactor Baler,484012.38,33.69,6.04
433728.94,battery,Automated Compactor Baler,334820.45,15.36,3.1
63789.61,metal,IoT Weighbridge Scales,59692.11,23.66,2.48
545855.51,metal,Solar Decanter Centrifuge,470858.41,19.64,4.92
135080.61,metal,Automated Compactor Baler,114620.69,26.81,2.94
144789.82,metal,AI Optical Sorter,123894.2,41.04,4.79
633091.6,battery,IoT Weighbridge Scales,557793.98,29.73,6.88
525058.81,plastic,Automated Compactor Baler,374159.11,44.05,8.0
425208.9,metal,Solar Decanter Centrifuge,361524.51,24.27,5.72
737951.05,paper,IoT Weighbridge Scales,699476.79,38.17,6.55
678148.13,paper,Automated Compactor Baler,573237.83,21.13,6.03
617250.7,battery,Solar Decanter Centrifuge,534204.96,34.81,6.42
596583.54,plastic,Solar Decanter Centrifuge,542482.81,16.59,4.67
144703.35,paper,AI Optical Sorter,131373.22,45.06,4.77
351520.41,battery,High-Shear Pelletizer Extruder,246066.99,37.64,5.69
317447.13,battery,Solar Decanter Centrifuge,298212.35,32.37,4.31
461654.6,metal,Solar Decanter Centrifuge,437283.34,20.13,4.34
342424.81,plastic,IoT Weighbridge Scales,251512.35,14.92,2.73
