investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
792926.68,360197.45,2771.86,3170.66,-20.0,-983095.6,0.74
299956.94,192865.48,5294.49,9382.19,2.77,-88375.57,4.11
576112.13,166651.67,20452.09,4582.58,35.53,61121.7,5.42
620564.62,267526.13,46050.21,5070.24,137.5,796226.84,9.5
992550.11,428683.98,11217.02,9319.83,-20.0,-817282.29,2.13
160548.08,412375.86,19650.54,8804.15,91.87,304891.3,7.67
874653.86,406844.19,39711.49,3185.86,39.16,142553.13,5.57
126873.32,213430.49,9502.7,7010.52,80.48,150145.06,7.22
378794.74,488292.9,32407.63,8260.31,87.42,430649.84,7.5
175898.44,433766.95,46215.1,4973.21,150.0,1077923.82,13.87
625940.29,387108.7,9567.09,5125.15,-20.0,-565581.3,2.21
428729.88,90259.52,19009.19,868.09,60.68,146941.21,6.43
74521.31,84879.82,48192.64,5585.39,150.0,1609967.45,45.0
967531.05,227598.98,16278.99,5160.19,-20.0,-519034.22,2.83
467536.1,70719.05,32400.49,2317.17,150.0,616864.63,10.75
638608.56,332096.52,8449.22,801.23,-20.0,-664760.84,1.58
791723.51,240704.2,3850.03,9949.69,-20.0,-663408.03,1.79
104891.53,353616.91,49200.27,2543.97,150.0,1272195.86,18.91
185136.9,78264.77,15860.48,1190.25,150.0,303385.85,10.78
707553.27,49900.06,25961.68,9967.63,85.15,362422.34,7.41
823271.76,315305.33,16006.43,6314.18,-20.0,-444086.27,3.06
550689.39,224520.02,7404.81,8888.72,-20.0,-310964.24,3.0
477295.42,113418.81,19020.21,4258.47,58.47,156811.33,6.34
836161.0,372134.9,38695.94,308.11,36.87,112349.34,5.47
445346.3,251045.19,1940.42,2746.17,-20.0,-564749.45,0.95
772275.33,85812.66,27230.2,2308.98,42.94,121365.86,5.72
61514.74,135776.7,48817.81,8055.06,150.0,1652458.46,45.0
961597.81,254169.94,6377.07,5570.0,-20.0,-865905.96,1.44
481658.47,425291.4,5806.05,4984.76,-20.0,-590487.77,1.75
192546.23,175844.44,37130.5,4864.98,150.0,1008292.11,18.72
407093.87,209348.61,23512.89,7893.16,100.52,370629.51,8.02
897480.45,478560.65,39558.27,3290.99,29.35,45328.48,5.17
703727.97,230049.5,13478.86,8440.54,-11.53,-274127.62,3.54
86505.03,452845.76,23612.4,6444.57,121.91,416395.44,8.88
676386.23,449656.52,32196.81,6216.55,38.08,115579.15,5.52
113319.44,268835.85,8358.28,7426.85,51.26,79427.92,6.05
536610.82,346509.33,3041.97,1030.96,-20.0,-755183.61,0.73
730507.22,54600.48,4491.58,318.66,-20.0,-625038.34,1.02
958676.33,374004.01,18309.32,3106.05,-20.0,-636888.71,2.62
382218.07,391833.69,33407.16,2014.92,91.23,407991.48,7.65
215403.87,67229.91,33354.83,7690.85,150.0,1033607.78,23.33
301794.11,30053.58,5026.41,9685.03,51.93,70755.91,6.08
330672.54,389227.11,31608.51,3943.01,103.04,447290.98,8.12
245402.9,78265.48,31135.64,7791.41,150.0,919666.99,19.24
661709.04,274545.02,3055.61,9691.19,-20.0,-600388.0,1.8
808778.48,160554.58,49018.55,6098.44,133.79,840355.9,9.35
603301.53,379075.13,40776.72,6633.49,96.67,560418.72,7.87
171690.96,182368.4,46476.1,2401.23,150.0,1280772.67,23.13
403558.67,227396.9,22530.84,6206.81,81.28,282388.93,7.25
945922.05,135532.5,6953.57,2135.21,-20.0,-794312.46,1.33
892578.66,329989.19,15009.43,8196.28,-20.0,-516824.97,2.89
868301.5,426326.88,46027.4,2671.96,57.29,331461.37,6.29
767289.83,241058.96,42257.93,7339.21,99.94,601622.29,8.0
787625.07,334957.68,9694.01,5541.26,-20.0,-660839.15,2.06
985436.25,469946.27,3115.51,1815.19,-20.0,-1306163.08,0.51
175142.33,368470.36,41071.48,2292.41,150.0,905190.29,13.35
530560.06,423537.45,36907.28,5513.92,81.74,430555.93,7.27
610830.31,264013.06,15579.87,5737.22,-4.64,-208650.82,3.81
704441.04,439195.0,32178.28,7658.99,39.67,131912.23,5.59
202068.05,241547.59,1457.25,2617.45,-20.0,-331455.08,1.27
740138.63,496068.78,5859.73,4134.64,-20.0,-938289.17,1.21
810067.42,117937.1,28199.16,7384.1,53.02,205915.04,6.12
635186.18,110251.87,18413.84,7881.16,36.7,68294.74,5.47
576515.19,22510.21,38288.55,546.05,150.0,713494.01,10.98
758447.09,117190.67,47945.6,3805.82,145.75,842714.92,9.83
360585.04,91466.26,15974.61,8791.18,108.53,300699.2,8.34
996517.62,196788.57,22981.92,7276.3,0.14,-239032.13,4.01
891885.99,304661.28,20184.76,4243.69,-17.67,-409853.16,3.29
710837.24,21544.77,31359.88,3683.83,97.07,420161.45,7.88
804487.46,64635.51,29821.91,4913.53,62.79,260684.01,6.51
660209.25,51129.73,29419.21,5702.55,99.82,423702.81,7.99
582627.09,309674.08,34146.93,8088.89,89.84,460358.12,7.59
306329.68,416023.72,25414.53,955.17,53.49,163048.09,6.14
105623.38,180434.39,39459.95,7135.27,150.0,1224069.93,26.44
799184.22,268289.15,22569.75,1645.03,-5.52,-262091.48,3.78
361783.12,228329.3,5341.42,2362.0,-20.0,-352250.46,2.02
618314.03,373118.29,49919.03,9344.51,142.27,926580.94,9.69
660436.94,222199.07,32172.69,7899.39,81.76,398481.66,7.27
162419.38,216754.35,42150.31,3961.56,150.0,1146229.28,20.15
593278.66,302129.29,10039.34,3749.91,-20.0,-464858.84,2.41
367785.72,32574.42,2185.4,8350.63,-14.23,-126142.19,3.43
309417.27,268677.81,15637.55,9418.66,63.84,178248.54,6.55
296331.92,226235.27,43763.78,8450.95,150.0,1165142.73,16.18
226796.35,405268.79,23451.16,4933.09,81.1,281999.58,7.24
176805.97,58688.73,36669.03,5065.32,150.0,1130326.11,29.05
465008.17,370163.95,38510.13,1757.3,102.28,513884.44,8.09
629713.89,84969.96,37817.38,6638.16,150.0,727789.2,10.11
958783.89,53099.85,3795.68,2965.43,-20.0,-812025.08,0.99
298620.4,138549.82,45406.47,2645.55,150.0,1167213.86,18.38
308352.24,384511.17,23037.25,7811.76,75.13,276116.31,7.01
112097.85,254034.17,2647.07,814.0,-20.0,-256795.36,1.5
911115.58,86837.78,27088.61,4228.74,28.07,22685.68,5.12
379976.16,451920.01,2069.35,6705.14,-20.0,-601036.56,1.39
965224.71,288880.73,46904.3,712.13,60.66,354794.28,6.43
447853.65,144875.74,36810.23,9816.71,150.0,891709.1,12.54
293703.56,334003.81,10706.78,5740.24,-0.07,-126825.56,4.0
490735.86,486562.56,30817.84,3625.16,45.15,155443.73,5.81
158391.0,92598.48,12040.53,2659.47,135.67,221353.48,9.43
858085.25,289386.94,26646.15,1324.73,2.16,-211418.36,4.09
867132.71,366950.87,4315.75,7136.78,-20.0,-916644.85,1.29
566361.31,59228.17,23456.73,4950.02,83.09,289069.96,7.32
207485.81,473935.11,42648.79,6756.42,150.0,927853.86,11.83
489180.78,217647.46,32897.7,5545.23,121.34,542498.09,8.85
109159.45,266001.27,40513.78,4700.55,150.0,1112404.9,19.86
99358.75,397413.54,10866.83,2734.48,9.48,-62465.57,4.38
206471.04,178503.23,38080.82,5289.98,150.0,1034142.25,18.46
244637.21,441358.44,44099.51,8731.67,150.0,1019833.23,12.46
276856.4,236594.89,49264.49,7765.72,150.0,1344526.49,18.13
75809.05,51298.2,23732.64,9110.36,150.0,896581.94,40.34
561766.71,258950.0,6168.21,6636.45,-20.0,-452395.34,2.25
830998.0,202601.6,39004.98,9651.87,88.4,521375.54,7.54
243578.14,271198.22,15069.76,7969.97,70.86,187592.44,6.83
598713.7,324599.56,40097.79,4080.51,97.83,535280.86,7.91
919335.56,275853.86,8739.79,7019.81,-20.0,-730409.82,1.95
803598.28,172045.6,43001.78,9080.2,115.24,701279.89,8.61
313059.26,492090.31,7894.86,2179.75,-20.0,-484994.62,1.99
225013.6,449115.06,33060.34,1690.62,115.95,488375.14,8.64
468307.25,315343.05,5089.74,8847.68,-20.0,-398957.18,2.46
813423.36,262499.25,48389.2,4294.06,103.12,669181.47,8.12
984904.8,340601.6,32098.89,1826.36,7.05,-192380.35,4.28
887831.37,225195.05,8949.44,323.55,-20.0,-801548.98,1.4
581767.9,273151.82,36248.33,8924.53,111.52,589075.64,8.46
125436.26,371118.32,10183.19,8610.14,39.18,55309.37,5.57
828110.34,279581.0,35801.9,3280.63,46.25,185946.36,5.85
497609.5,414385.71,23503.99,3706.42,21.72,-25523.78,4.87
519501.82,417559.64,17425.19,1902.86,-14.88,-300099.11,3.4
726413.32,416469.54,5931.24,2550.77,-20.0,-880481.53,1.15
184873.39,187011.88,23067.2,7538.5,150.0,591564.33,12.98
668590.21,318045.71,18266.37,8446.19,4.37,-164372.1,4.17
497722.81,489970.37,32072.96,1437.39,42.37,135234.83,5.69
692368.68,176049.93,34630.03,882.48,72.53,327997.66,6.9
216137.37,430753.88,12131.8,8403.0,18.67,-33857.32,4.75
315312.28,328583.32,35013.38,5224.02,150.0,669537.56,10.22
340045.14,122069.3,2626.28,3178.67,-20.0,-296834.56,1.79
670504.65,470386.31,43689.02,7707.43,83.02,526469.84,7.32
799024.98,339192.75,13754.06,9090.51,-20.0,-453657.44,3.01
687195.7,289011.5,6438.48,4581.14,-20.0,-647950.62,1.68
487340.36,434990.53,27785.76,3927.93,40.81,114761.71,5.63
977960.31,73145.88,21704.87,611.84,-10.49,-299828.01,3.58
752908.91,460676.75,14721.83,8611.75,-20.0,-507650.42,2.91
327607.32,457169.68,37944.13,8088.09,136.41,696732.64,9.46
67106.23,482148.97,36606.88,3186.56,150.0,769448.42,12.03
837924.93,155130.18,43764.94,1303.29,91.24,523462.81,7.65
718501.68,279535.27,5730.19,2570.56,-20.0,-741984.6,1.29
61783.83,245008.62,15762.0,6063.9,150.0,373407.23,11.11
332375.92,163961.17,37416.47,671.8,150.0,789598.09,12.98
907750.25,429086.66,33722.43,6013.57,20.7,-48301.22,4.83
897687.37,108958.49,4869.49,2547.2,-20.0,-780363.59,1.13
804849.36,36641.73,29557.53,9955.29,84.77,400125.03,7.39
862911.29,270293.93,4118.4,8347.46,-20.0,-793460.73,1.5
619029.58,75167.84,5599.01,9114.34,-20.0,-285832.56,2.95
685740.25,418057.66,44069.97,5803.37,85.46,530877.17,7.42
541574.03,226605.16,16530.38,4459.04,8.87,-100348.54,4.35
785185.67,308923.25,44733.64,4545.12,86.23,532947.15,7.45
626735.1,323027.63,29993.16,7085.81,56.6,237895.76,6.26
275561.79,265934.61,6107.02,3968.21,-20.0,-239172.81,2.8
513283.72,333067.64,47576.02,6086.38,150.0,914092.25,10.42
756414.22,263007.71,32071.1,895.14,36.34,90452.22,5.45
291672.0,193689.48,24152.17,647.36,115.49,349824.13,8.62
183022.89,152870.87,48605.1,3447.2,150.0,1396249.94,25.83
507939.01,114126.9,30928.22,2950.7,125.53,498264.86,9.02
246642.95,267954.86,1269.78,275.11,-20.0,-464913.28,0.48
258115.37,37626.25,6293.26,3520.83,26.15,2185.35,5.05
812456.4,294583.35,26120.72,3076.19,8.62,-146859.86,4.34
935166.03,210567.22,5267.55,6247.25,-20.0,-817302.31,1.44
158146.47,185707.11,25863.18,8767.38,150.0,743925.76,15.85
518869.25,357084.21,49648.03,1488.59,145.98,844664.1,9.84
310994.95,209396.52,21669.58,4228.01,101.35,316318.76,8.05
912230.45,362735.67,30787.36,3231.85,10.23,-152680.66,4.41
832600.87,478429.05,41238.72,215.34,34.18,93689.78,5.37
654581.3,44544.98,13622.75,783.34,-13.83,-218030.84,3.45
623605.68,349563.16,6609.89,3961.62,-20.0,-653936.39,1.64
483424.68,197145.45,6930.23,4305.69,-20.0,-342223.72,2.49
763619.15,54083.68,4928.82,3676.76,-20.0,-562346.95,1.56
944639.43,340914.87,34254.83,3746.82,21.99,-33253.04,4.88
613977.75,24862.97,32168.71,9150.21,150.0,672106.83,10.28
631944.79,439375.32,36474.68,1381.47,48.57,199653.76,5.94
907330.64,51893.05,27164.41,1592.94,25.34,843.86,5.01
61121.28,222576.44,15456.99,4962.8,150.0,359772.55,11.36
598339.89,40994.75,7027.16,5674.7,-20.0,-264902.11,2.93
376008.99,370003.27,32962.29,8486.92,121.91,575978.06,8.88
707868.19,226366.92,33975.36,2898.74,63.87,288264.88,6.55
340997.82,398712.88,22874.56,8024.13,63.97,228834.88,6.56
831301.25,431629.92,45915.13,4423.66,65.02,401312.24,6.6
352923.48,299455.4,19187.45,6090.53,53.01,144711.68,6.12
720306.57,350434.41,19353.09,1835.23,-18.04,-369969.83,3.28
459002.87,88445.19,44614.75,3589.6,150.0,1052682.43,14.64
196736.76,32214.92,32645.3,6441.64,150.0,1033283.22,27.62
373573.96,54421.71,21071.82,3249.93,132.02,364996.57,9.28
693264.61,310774.04,18865.09,2335.35,-13.17,-307848.28,3.47
988634.17,237920.78,34725.44,1577.42,24.18,-10252.76,4.97
511310.21,33217.63,25767.3,9647.37,150.0,561078.64,10.17
414996.38,38718.09,2516.83,4002.27,-20.0,-272418.64,2.0
202023.69,31209.01,38054.47,4693.53,150.0,1170700.47,30.15
324782.53,452039.93,6690.81,9568.0,-20.0,-320535.94,2.94
348268.38,446433.76,30544.2,8301.73,94.69,440786.48,7.79
984812.51,158434.61,48095.64,4016.92,89.34,585254.81,7.57
416236.31,183385.81,27528.97,1710.62,103.68,375637.22,8.15
576025.91,280018.31,38333.19,8369.77,119.64,645417.27,8.79
468419.28,165119.96,13707.41,2107.31,1.93,-117853.33,4.08
104765.2,184375.03,14242.14,9670.89,150.0,425888.28,12.39
579823.38,186692.98,29442.91,1564.13,69.37,270188.89,6.77
471841.56,320592.47,24955.99,4137.43,49.51,153640.77,5.98
994155.97,442551.09,31546.89,5779.9,5.39,-227602.78,4.22
639627.46,116629.81,20361.75,586.7,16.76,-51164.28,4.67
501768.74,280651.8,12159.74,9647.48,3.04,-138625.34,4.12
913981.88,366628.75,27135.94,8725.7,10.5,-150634.89,4.42
174119.73,399444.7,7116.22,7983.26,-5.51,-140804.74,3.78
311979.19,441003.48,47258.06,1658.2,150.0,890587.41,10.93
489541.82,490873.94,24686.96,8662.77,33.52,64938.77,5.34
609294.95,200158.36,15003.39,2191.59,-13.1,-247765.37,3.48
773708.28,205539.44,26052.5,5024.79,28.46,25298.03,5.14
598415.08,435477.03,49056.23,4194.33,113.82,731460.23,8.55
836142.98,386973.34,29102.92,9569.26,24.6,-6176.71,4.98
240450.79,72446.82,42844.14,4503.67,150.0,1249039.25,25.0
854620.41,448683.3,4060.42,8857.95,-20.0,-953297.49,1.35
475903.1,265007.59,31703.03,9278.55,119.42,557307.31,8.78
68160.29,248884.86,34698.38,7282.53,150.0,1035011.83,21.36
707905.81,84528.86,15670.38,3715.41,-1.89,-171605.25,3.92
814215.35,153804.74,11324.54,9582.99,-20.0,-354114.72,3.18
58420.12,498954.01,34164.24,8319.0,150.0,801385.28,12.21
329888.43,26871.33,37155.61,8374.62,150.0,1104853.03,20.52
753452.33,88568.14,37917.97,7735.44,118.95,630153.17,8.76
675613.49,387735.65,42450.15,6213.32,87.19,526173.49,7.49
134174.48,254061.35,4804.82,4193.92,-14.99,-124699.08,3.4
436751.16,51684.73,18092.21,1287.78,65.33,156428.47,6.61
817823.45,474890.25,4543.51,9560.13,-20.0,-909491.05,1.48
546447.77,163791.53,4766.24,5106.12,-20.0,-426158.93,2.0
804789.77,359401.51,3461.07,914.44,-20.0,-1024822.69,0.6
432729.62,161739.44,12386.83,2953.84,3.46,-103321.26,4.14
813308.61,466029.47,20850.03,9079.89,-9.44,-354208.79,3.62
355420.92,248689.75,12075.42,6476.67,17.12,-39137.93,4.68
980032.06,309676.69,18532.89,6548.61,-20.0,-503858.64,3.05
166774.64,446556.36,25651.11,4603.63,100.26,367503.09,8.01
606571.55,319896.25,4517.01,6889.65,-20.0,-608118.99,1.72
279835.1,362697.26,41304.2,8078.79,150.0,952788.88,12.44
574875.92,269681.55,8000.92,7798.39,-20.0,-386201.58,2.72
307838.91,258413.8,14929.43,1511.52,20.06,-23366.86,4.8
648079.81,46079.38,37683.62,3312.35,145.03,664100.25,9.8
50127.96,265341.99,3295.74,2906.46,-20.0,-133990.93,2.88
721627.66,50091.02,42127.59,237.44,132.93,663696.88,9.32
284482.68,375633.95,16497.24,1198.55,11.66,-71520.13,4.47
392222.22,149788.78,42292.88,3270.81,150.0,971682.73,13.99
799485.85,448098.63,22257.05,9117.44,-2.26,-273803.98,3.91
408452.15,482757.64,5375.19,6932.79,-20.0,-542702.82,1.96
519123.34,206071.43,32002.88,7097.8,116.92,530956.91,8.68
54145.11,100137.48,35939.26,6730.58,150.0,1226664.62,44.84
967745.13,385298.14,47587.86,7084.9,65.19,431722.93,6.61
333149.6,70575.16,39309.37,6512.66,150.0,1086377.04,18.49
95776.71,192824.22,47883.19,5103.93,150.0,1458731.6,30.33
461092.68,239695.81,11235.25,3813.33,-15.54,-228132.93,3.38
401322.59,45130.41,38610.81,4281.74,150.0,966496.72,15.85
831070.89,428167.04,11387.71,6642.06,-20.0,-713642.46,2.17
498667.71,442475.23,11571.29,6842.57,-20.0,-384513.62,2.96
627364.52,161744.71,7693.44,6586.07,-20.0,-370231.24,2.66
751667.59,171501.13,32596.8,4072.28,63.3,280659.23,6.53
727546.54,115623.33,44620.54,3016.61,135.64,743430.22,9.43
399396.69,47884.14,6464.1,5255.45,-3.33,-102001.18,3.87
304213.04,421030.51,1719.98,3915.12,-20.0,-573079.27,1.05
370478.27,29277.26,7094.05,4253.7,7.34,-57094.66,4.29
518221.36,214059.08,27015.95,6032.29,81.51,329098.82,7.26
59427.63,242765.68,48211.46,5286.52,150.0,1460654.18,29.22
693665.15,169694.65,38925.58,7774.63,118.63,643948.89,8.75
545231.25,488486.64,7151.96,366.09,-20.0,-782224.31,1.22
781650.3,407434.66,6890.15,2802.71,-20.0,-888104.17,1.27
66674.75,160788.13,38883.95,5276.01,150.0,1218575.6,31.84
380690.81,198434.86,1066.33,3138.05,-20.0,-467760.78,0.96
664135.8,487613.33,42505.98,431.23,57.97,301151.0,6.32
903632.57,395935.24,39238.43,4688.36,39.15,144422.95,5.57
428105.03,165399.55,4219.05,2436.71,-20.0,-391944.0,1.7
284273.45,252356.99,37624.78,4843.34,150.0,856308.75,13.0
104952.23,479739.1,47193.49,7894.86,150.0,1206094.32,15.34
991761.51,281351.52,48175.65,940.93,63.04,384415.01,6.52
397396.71,128183.01,10595.82,1579.87,-5.3,-128130.62,3.79
641292.96,395034.49,29336.62,1640.23,25.06,-1406.27,5.0
820567.58,325258.26,20020.12,6806.48,-7.92,-303324.58,3.68
296909.73,185692.26,45956.81,3046.94,150.0,1150075.11,16.95
496488.85,447267.75,35678.35,809.59,63.24,286491.16,6.53
189937.89,23763.96,31915.17,4587.2,150.0,979328.38,27.96
177561.11,479808.38,26953.33,2570.55,85.99,318954.33,7.44
525573.39,346217.76,4735.72,2892.1,-20.0,-641786.23,1.32
816617.22,240639.14,27782.28,4441.6,24.28,-7976.31,4.97
91704.95,99559.89,22831.54,2250.02,150.0,637494.79,21.7
97480.08,424951.84,49078.43,7972.8,150.0,1334192.18,17.8
861095.68,136149.02,48070.72,2129.87,111.27,685204.92,8.45
953858.32,497513.26,35874.42,9815.21,25.34,1271.36,5.01
591062.79,144580.06,22412.8,6016.9,54.02,169145.85,6.16
119427.48,318724.77,49077.71,2063.05,150.0,1276872.02,19.61
802965.36,455791.42,47241.38,9609.33,82.41,574726.36,7.3
545386.66,489107.8,38108.2,1784.38,61.73,301570.06,6.47
503055.1,364798.96,13119.68,6478.03,-13.36,-267408.71,3.47
683270.46,98095.88,28689.18,7761.94,85.85,378235.23,7.43
523950.88,25809.5,1442.88,3698.89,-20.0,-412180.18,1.25
929884.37,129764.85,32083.82,2376.34,35.41,86140.93,5.42
355586.49,427060.2,36714.21,1134.91,103.72,490549.75,8.15
457266.92,34001.49,24563.62,6691.85,150.0,502684.28,10.13
162577.49,158664.77,20493.99,9211.4,150.0,594954.44,14.29
993592.26,41557.42,38289.39,3842.9,68.34,356378.34,6.73
422835.28,382047.19,46002.9,9519.1,150.0,984407.46,11.14
598266.46,191418.16,39589.91,2659.81,123.17,617638.17,8.93
585870.33,192117.66,33174.92,2555.91,91.08,409133.74,7.64
232013.3,460754.76,5988.38,5158.39,-20.0,-365958.52,2.36
259810.14,38686.38,2764.92,1917.17,-20.0,-158732.2,2.35
873431.84,155589.8,47572.5,5899.9,113.68,726835.03,8.55
464783.48,298442.64,26318.22,7636.01,76.57,312892.77,7.06
318371.26,189464.19,44810.62,9475.27,150.0,1239941.11,17.24
897930.32,221335.04,39237.91,4868.09,62.04,329013.45,6.48
522662.86,118246.45,29965.38,2024.13,108.18,424547.61,8.33
364986.46,430414.5,11146.71,897.35,-20.0,-395606.19,2.52
115557.21,471576.57,25839.1,4212.24,108.56,390704.03,8.34
820334.65,421196.45,17277.36,6997.46,-20.0,-487538.52,3.04
782566.68,334232.33,8428.16,8783.65,-20.0,-620340.35,2.23
562139.83,155586.76,21836.18,568.2,31.68,36962.36,5.27
171473.46,387462.44,1000.57,4282.35,-20.0,-422389.54,1.22
546384.67,46224.52,48680.83,2416.03,150.0,1117401.53,14.45
338988.78,165892.41,12290.42,214.44,4.73,-82631.34,4.19
742877.55,484085.84,11990.38,6697.86,-20.0,-659577.69,2.32
754801.51,427244.18,21708.83,3168.72,-13.9,-369379.88,3.44
359030.38,362058.24,41022.19,1979.82,150.0,718553.06,10.0
402393.96,452931.29,40527.98,9851.61,135.93,756122.64,9.44
766535.85,208733.7,29941.25,6677.94,51.02,200856.25,6.04
124533.03,281358.54,35756.72,1839.75,150.0,851694.78,15.52
791600.13,300210.93,47658.87,615.74,87.21,540388.05,7.49
302059.83,308745.86,15531.44,7201.36,43.44,88818.3,5.74
771055.02,69207.66,26178.87,5187.13,50.93,172460.87,6.04
400816.73,467803.93,41547.81,7032.65,127.57,709906.41,9.1
728610.3,241623.75,46128.73,7007.04,123.73,763146.83,8.95
742532.01,433611.63,14429.51,8109.29,-20.0,-492166.12,2.91
235478.57,185764.14,17444.91,9789.55,145.72,405324.34,9.83
863710.36,356561.53,36625.78,5708.31,41.6,159485.0,5.66
949736.13,258204.2,19645.37,1797.75,-20.0,-498147.87,2.94
796895.37,372533.09,19833.4,446.9,-20.0,-485615.99,2.93
847047.46,25480.63,35481.29,9708.52,106.21,564216.98,8.25
465778.26,132787.23,35538.68,8207.86,150.0,804176.99,11.74
569108.8,484176.93,3531.77,5147.0,-20.0,-810121.69,1.16
732531.25,434067.43,9783.52,8040.03,-20.0,-641955.91,2.25
575071.72,210345.77,7454.04,8679.9,-20.0,-324504.23,2.94
199409.55,168698.17,15212.23,8739.86,146.86,357539.82,9.87
689067.84,402407.07,13272.93,6323.77,-20.0,-489524.06,2.76
593158.68,419758.58,45398.27,319.14,91.43,535456.0,7.66
690318.92,44881.18,27894.07,3018.8,73.57,283789.16,6.94
341437.77,189420.08,31443.33,3473.69,150.0,619483.61,10.85
746064.1,214173.15,4349.31,7880.85,-20.0,-623834.71,1.75
321470.41,227728.1,34586.75,3458.07,150.0,707450.27,11.46
103756.37,199482.1,47277.98,6489.0,150.0,1456735.4,29.07
687905.19,323495.43,10750.61,4299.67,-20.0,-543541.82,2.32
763392.81,68658.99,14614.79,2907.93,-14.87,-266391.61,3.41
460417.98,490577.0,4307.62,5283.27,-20.0,-678235.27,1.44
220396.45,485924.74,6551.87,4155.29,-20.0,-384418.33,2.28
750990.74,358186.13,21713.7,3595.94,-7.07,-286111.24,3.72
427731.76,146852.61,11061.31,4933.79,7.58,-80989.97,4.3
305107.07,157981.6,33181.05,9691.67,150.0,895186.95,14.69
623455.34,56950.14,4703.6,9523.95,-20.0,-292616.47,2.85
332426.25,64192.15,30353.18,6311.76,150.0,784715.17,14.92
666079.58,148352.97,1740.42,9657.15,-20.0,-524016.78,1.79
288348.39,344492.62,35624.86,6178.07,150.0,724200.39,10.74
347262.02,150126.2,30285.75,8687.74,150.0,738576.18,12.45
949397.04,70834.79,8586.6,9458.42,-20.0,-502231.17,2.54
749708.47,443837.04,10929.0,5958.34,-20.0,-679897.17,2.16
716082.61,346453.71,20999.43,350.87,-15.01,-341451.29,3.4
603779.75,141488.74,23062.46,9584.29,70.1,267029.86,6.8
429083.55,423104.77,10238.49,6790.11,-20.0,-342048.39,3.0
978156.61,68908.69,1407.68,4449.11,-20.0,-892707.43,0.74
137994.21,379224.49,45812.88,4453.41,150.0,1144267.54,16.09
295776.06,228513.59,36448.94,288.73,150.0,719632.77,11.88
609981.29,314380.01,32246.72,2571.82,56.61,231640.27,6.26
728350.09,63867.91,10764.25,8799.21,-8.93,-216104.54,3.64
751786.99,26597.87,13170.44,2301.18,-19.22,-276278.36,3.23
307266.01,138828.69,4063.79,4697.62,-20.0,-195640.37,2.81
