material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
battery,32,2161.37,5.59,3.91
textile,16,4135.67,1.43,1.17
metal,17,4697.23,1.51,1.08
battery,26,2487.08,7.1,5.53
plastic,9,3631.68,3.76,2.32
metal,2,4396.28,2.64,1.84
plastic,1,4337.19,2.2,1.6
paper,21,4580.36,2.76,2.35
battery,14,3151.36,5.28,3.63
paper,15,4858.74,1.45,1.3
paper,22,4223.24,3.33,3.2
battery,21,2137.82,8.82,5.74
battery,14,2994.77,5.46,4.25
paper,34,4946.39,0.83,0.85
plastic,7,3881.8,3.56,3.06
metal,23,3960.67,2.42,2.4
plastic,12,3745.46,3.43,3.0
textile,34,4700.44,1.14,0.49
metal,15,4403.07,1.17,0.77
paper,27,4013.07,1.91,1.27
plastic,8,4177.07,3.44,2.76
textile,5,3526.77,3.09,2.11
paper,13,4855.71,1.5,1.1
metal,27,4889.96,2.56,1.32
textile,4,3662.86,3.03,2.5
plastic,8,3635.92,3.46,2.57
plastic,10,4244.01,2.38,2.31
battery,25,2776.26,7.19,6.23
plastic,35,3598.19,2.71,2.2
textile,12,4102.94,1.94,1.42
plastic,10,3914.28,3.23,2.77
textile,4,3421.9,3.07,2.36
plastic,18,3790.38,2.75,2.36
metal,29,4619.22,1.95,1.21
paper,30,4657.77,1.35,1.1
metal,14,4970.77,0.0,0.69
textile,30,4527.91,1.67,0.53
battery,3,1949.9,7.42,5.74
metal,7,3870.08,2.47,1.17
textile,24,3808.63,2.91,2.08
metal,21,4340.18,2.71,2.46
battery,6,2259.16,6.9,5.21
paper,19,4570.74,2.34,1.96
textile,27,4156.16,3.18,2.55
paper,10,4919.95,0.91,0.75
plastic,24,3611.27,4.0,2.79
plastic,7,3813.85,2.91,2.84
textile,19,4321.72,2.37,1.8
paper,23,3620.26,3.07,2.01
battery,11,2537.37,6.3,4.48
metal,29,4273.4,0.72,0.26
paper,2,4040.35,2.36,2.62
plastic,21,3544.44,4.04,3.44
plastic,13,4347.21,1.58,1.12
battery,28,2293.76,7.12,5.09
metal,8,3994.72,3.14,2.0
textile,17,4722.92,1.45,1.38
battery,13,2723.54,5.34,4.03
plastic,30,4731.54,2.05,1.29
battery,3,2605.88,7.2,5.04
metal,32,4896.18,1.0,1.06
paper,4,4492.43,2.66,2.17
paper,27,4386.93,1.52,0.05
battery,33,3089.94,4.85,3.81
textile,9,4244.43,0.86,0.12
paper,30,4918.19,1.14,1.8
battery,7,2578.9,7.24,6.13
metal,14,4969.39,0.7,0.59
textile,20,3897.27,2.87,1.79
textile,17,4062.25,2.25,1.05
battery,35,2662.65,6.1,5.06
plastic,6,3788.3,4.79,3.6
paper,1,3913.48,3.1,3.04
paper,7,4344.22,2.62,1.82
plastic,33,4076.17,2.04,1.88
metal,23,4124.38,3.44,2.31
paper,5,3590.36,3.4,3.32
plastic,35,4462.06,1.79,1.63
textile,35,4208.88,1.67,0.66
metal,32,5154.84,1.01,0.42
battery,29,2528.91,6.05,4.79
paper,26,4529.77,2.11,1.39
textile,22,3537.66,3.42,2.41
plastic,2,3322.05,4.22,2.99
plastic,19,3793.46,4.21,2.44
metal,21,4273.11,2.06,1.09
plastic,19,3868.69,3.03,2.14
paper,25,4119.56,2.87,2.31
metal,25,3625.95,3.85,2.14
paper,12,4794.21,0.43,0.0
battery,19,2072.73,6.33,5.02
textile,32,4574.42,1.39,0.82
battery,8,2658.15,6.52,4.87
metal,9,4375.56,1.95,1.57
plastic,26,2674.68,4.48,3.16
battery,32,2900.17,5.91,5.19
metal,12,4380.36,1.41,0.84
metal,16,5238.46,0.94,0.41
textile,20,3916.39,2.3,1.77
metal,1,4378.52,2.26,1.63
paper,9,4343.17,1.82,1.07
battery,21,2096.23,7.78,5.72
textile,11,5074.83,0.49,0.25
paper,29,4010.76,1.9,1.55
metal,33,4933.09,1.32,0.87
plastic,18,5154.12,1.33,0.81
textile,17,4188.75,2.64,1.9
plastic,7,3957.29,4.5,2.63
plastic,34,3720.76,3.41,2.14
textile,5,3368.98,3.37,2.0
battery,25,3587.38,6.35,4.38
metal,18,4103.98,2.3,1.81
plastic,11,5025.39,1.84,1.43
battery,17,2203.85,6.07,4.68
battery,32,3335.43,6.28,4.56
plastic,5,3392.77,4.58,2.53
metal,31,4815.54,1.8,1.08
metal,11,4524.41,1.0,0.8
plastic,16,4516.95,2.21,2.51
battery,4,2358.63,7.79,5.46
metal,12,4244.25,1.38,0.99
metal,24,4078.82,3.02,2.51
textile,15,4370.01,0.81,0.26
paper,7,4659.86,1.71,0.75
plastic,13,4903.28,2.49,1.84
plastic,4,3541.78,3.93,3.14
metal,35,4239.87,1.46,1.23
metal,12,5122.46,1.08,0.83
battery,27,2950.86,7.03,4.96
plastic,10,4592.15,2.38,2.43
metal,20,4674.72,1.4,1.1
textile,6,4057.92,1.45,1.4
paper,16,4224.91,2.2,2.32
plastic,23,3308.12,3.91,2.79
textile,27,3944.47,2.63,1.7
textile,34,4169.83,1.55,0.99
metal,25,3203.18,2.6,1.74
plastic,1,3718.12,3.46,3.01
battery,13,3260.73,5.62,4.66
metal,31,4527.34,1.64,1.76
battery,3,2715.16,6.46,4.25
battery,33,3240.76,5.87,4.49
paper,28,4523.06,1.61,1.74
battery,24,2444.07,7.64,5.62
textile,31,4444.93,0.77,0.41
textile,1,4116.21,2.06,1.5
paper,4,4038.77,3.59,2.4
battery,8,2487.09,7.37,5.15
textile,21,4104.41,2.37,1.69
textile,11,5261.94,1.29,0.48
plastic,14,4271.4,2.19,0.78
paper,20,3800.59,2.0,1.33
paper,7,4156.18,3.22,2.8
paper,5,4756.74,2.08,1.42
plastic,31,4083.84,1.83,1.48
paper,34,4661.54,1.42,1.16
battery,6,2139.95,8.0,6.14
textile,9,3565.71,3.17,2.5
plastic,35,4877.44,1.46,0.78
battery,1,2464.06,7.46,5.88
battery,20,2493.78,7.1,4.71
textile,22,3972.44,2.8,2.22
battery,34,3368.25,4.96,3.07
battery,2,2437.56,6.68,4.99
metal,33,4857.73,1.29,1.2
plastic,24,3726.66,3.95,3.78
plastic,30,4288.58,2.12,0.89
paper,18,4049.58,2.15,1.56
battery,13,2206.59,5.8,3.95
plastic,22,3572.91,3.54,1.77
metal,2,3960.61,3.08,2.1
plastic,24,3819.04,4.14,3.04
metal,29,5199.13,0.99,0.93
paper,23,3796.85,2.72,2.2
paper,34,4642.34,0.82,0.42
battery,5,3035.01,7.01,4.87
paper,6,3873.87,2.88,2.15
battery,8,2635.99,7.33,5.3
paper,11,4851.28,1.02,1.05
paper,24,3938.75,3.16,1.97
metal,22,4417.6,3.05,1.77
metal,30,4175.54,0.94,0.63
paper,23,3691.76,3.16,3.07
battery,32,3242.62,5.6,3.72
plastic,23,3348.17,4.7,3.24
metal,10,4789.71,1.59,1.0
battery,1,2941.72,6.84,5.43
paper,30,4689.85,1.62,1.77
paper,19,4307.59,1.29,0.31
plastic,13,4409.79,1.27,1.03
metal,4,3939.0,3.77,2.71
plastic,21,3589.44,3.88,2.13
paper,4,4262.64,2.51,2.05
metal,28,4398.2,1.53,1.2
plastic,35,3881.54,2.0,1.57
plastic,33,4594.72,1.64,0.88
paper,31,4423.92,1.4,0.93
battery,5,2133.4,7.85,5.9
paper,5,4419.01,2.81,2.36
textile,32,4868.47,1.3,0.69
plastic,23,4081.49,2.77,2.05
textile,10,3634.06,1.74,1.34
textile,30,4105.76,2.62,2.39
plastic,20,3846.21,3.14,1.66
battery,29,3376.11,6.17,4.95
paper,2,3770.75,3.0,2.23
paper,29,3853.85,2.08,1.66
metal,30,4588.26,1.11,1.01
paper,15,4520.95,1.5,1.46
paper,3,3852.0,1.92,1.11
plastic,35,4539.47,2.16,1.98
textile,27,4788.18,2.06,1.76
metal,4,3433.74,3.12,2.91
battery,17,2929.88,5.2,4.2
paper,31,3925.34,1.21,0.53
paper,13,4274.07,1.69,1.25
paper,13,4409.12,1.18,0.0
plastic,29,3781.73,2.83,2.71
metal,1,4090.8,1.6,1.09
textile,34,4439.07,1.07,0.65
battery,6,2994.91,7.29,5.9
paper,18,4495.93,1.69,0.71
textile,20,4261.09,2.41,2.32
plastic,15,4679.94,1.59,0.74
plastic,30,4087.95,2.35,2.06
paper,21,3631.94,3.85,3.61
paper,2,4286.05,2.79,2.05
textile,17,4108.64,1.95,1.94
textile,14,4310.73,1.44,1.82
paper,13,4960.16,0.39,0.7
plastic,6,3755.66,3.36,2.69
battery,33,3080.64,5.19,4.48
plastic,33,4626.51,1.44,0.48
textile,25,4117.45,2.34,1.72
textile,25,4312.72,2.39,1.6
textile,12,4306.11,0.99,0.78
paper,10,4442.19,1.06,1.07
battery,13,2675.71,5.7,3.96
textile,24,4188.02,2.88,1.74
textile,28,4207.96,1.76,1.93
plastic,4,3450.6,4.26,3.15
paper,1,4494.34,2.17,1.62
textile,2,4352.15,2.68,1.5
battery,8,2790.08,6.45,4.62
paper,17,4425.44,1.18,1.2
metal,22,3830.95,2.65,1.68
textile,33,4094.08,1.52,1.03
textile,11,4708.07,0.98,0.61
textile,3,4399.83,2.68,2.49
plastic,35,4250.74,2.04,1.37
battery,2,2597.41,7.01,5.71
textile,35,4700.4,0.16,0.62
metal,7,4322.14,2.65,2.83
metal,22,4509.07,1.8,1.24
metal,10,4406.82,1.73,1.7
paper,34,4352.8,1.54,0.56
paper,33,4421.63,0.92,0.89
battery,29,2634.49,5.83,3.9
paper,20,4431.3,2.55,2.19
paper,35,4159.04,0.73,0.73
metal,2,4768.34,2.56,2.27
plastic,9,3700.47,3.73,3.11
paper,22,3597.36,3.23,2.05
metal,19,4075.84,2.14,1.61
plastic,13,5096.4,1.49,1.03
paper,17,4348.76,1.27,0.49
plastic,7,4314.8,3.1,2.7
metal,3,3986.93,3.72,2.59
plastic,3,2948.74,3.93,3.2
paper,18,4629.69,1.76,1.11
battery,1,2900.17,6.95,4.76
metal,6,4293.4,2.41,2.59
textile,20,3789.14,2.79,2.16
plastic,4,3244.86,4.74,3.36
plastic,17,4501.78,2.15,2.21
paper,31,4856.2,1.14,0.96
textile,34,4756.74,0.82,0.12
textile,16,3869.28,1.85,1.98
plastic,30,4363.73,2.33,1.85
paper,11,4755.9,1.51,1.4
metal,6,4615.6,2.76,2.34
textile,28,4312.61,2.14,1.55
metal,28,4103.43,2.28,2.11
textile,8,3956.22,2.01,1.23
plastic,18,4169.33,2.51,2.16
plastic,16,4473.41,1.89,1.39
battery,30,2210.3,6.07,3.68
battery,21,2877.05,6.86,4.66
metal,5,3492.23,3.42,3.15
paper,4,3916.79,3.62,3.45
textile,13,4234.79,2.19,1.0
metal,4,4377.28,2.75,1.77
paper,30,4158.66,2.23,1.46
paper,27,4241.91,2.36,1.7
metal,33,5213.28,1.14,0.95
plastic,22,3375.47,3.72,2.93
battery,8,2209.77,7.14,4.9
plastic,34,4089.86,2.96,2.29
textile,15,4473.55,0.99,0.45
metal,3,3842.94,2.72,2.08
metal,31,4531.6,1.64,1.14
battery,20,2689.89,7.29,5.51
plastic,24,2967.55,5.08,3.65
textile,22,3453.01,2.88,2.87
textile,18,4539.43,2.32,1.32
paper,21,3879.06,2.64,1.69
paper,28,4503.14,1.37,0.75
battery,15,2685.19,6.14,4.72
plastic,35,3982.25,2.29,1.54
metal,2,3803.13,2.76,2.51
plastic,7,4388.97,3.0,1.55
battery,11,2428.99,6.23,5.23
textile,27,4259.63,2.17,1.88
metal,30,4112.67,0.27,0.32
metal,15,4125.01,0.89,0.41
battery,14,3825.57,5.33,4.15
metal,9,4135.47,2.33,1.49
metal,12,4491.05,1.2,1.15
textile,29,4247.25,1.48,1.34
textile,19,4387.55,2.29,1.91
battery,30,2735.5,6.01,4.52
plastic,11,4708.45,1.69,0.79
metal,19,4550.99,2.18,1.12
plastic,6,3435.9,4.07,3.5
textile,21,4339.76,2.56,1.82
textile,35,4351.69,1.38,0.99
battery,35,3249.16,5.15,4.65
plastic,7,3283.88,4.16,3.52
paper,33,4683.58,0.8,0.4
paper,25,3861.71,2.81,1.93
metal,7,4011.06,2.54,2.53
textile,19,3823.92,2.06,1.81
paper,16,4921.46,1.28,1.21
metal,34,4630.76,1.12,0.5
plastic,19,3709.69,3.6,3.04
metal,6,4135.67,2.39,1.45
plastic,18,3868.96,2.84,2.26
plastic,22,3552.76,4.63,3.71
plastic,31,4207.94,1.77,0.89
textile,4,4370.2,2.88,2.01
plastic,11,4217.68,2.67,2.13
battery,8,1801.63,7.95,6.25
textile,30,4400.81,1.88,1.03
plastic,18,4172.71,2.73,1.94
metal,4,3877.48,3.58,2.73
paper,22,3910.58,2.99,1.0
paper,14,4438.51,1.17,1.69
plastic,26,3711.81,3.59,1.9
battery,29,2806.99,6.36,5.18
plastic,1,3729.18,3.1,2.12
plastic,13,4489.61,1.51,1.14
paper,31,4267.63,1.14,1.37
textile,19,3879.66,1.79,1.13
paper,32,3998.97,1.38,0.91
battery,34,3217.05,5.59,3.93
battery,13,2373.61,6.45,5.22
metal,5,4059.4,2.76,2.09
metal,22,3490.64,2.69,3.27
plastic,14,4680.64,1.93,1.99
battery,23,3018.23,7.43,5.56
plastic,25,3552.21,4.64,3.27
textile,1,4782.95,2.28,2.16
battery,23,2520.73,7.23,5.78
plastic,13,3810.46,2.72,1.85
plastic,29,4261.1,2.76,2.0
paper,7,4112.32,2.84,2.45
plastic,23,3535.08,3.99,2.36
textile,29,4834.79,1.21,0.85
metal,10,4327.01,2.25,2.09
battery,21,2174.87,6.97,5.3
paper,33,4409.77,0.27,0.21
battery,35,2754.95,6.14,5.15
metal,28,4171.89,2.55,2.01
metal,4,3915.66,3.43,2.49
plastic,8,4337.48,2.91,2.22
textile,5,3596.41,3.61,2.21
battery,35,2752.11,5.47,3.62
battery,17,2988.2,5.58,3.79
textile,4,4201.89,2.87,2.2
metal,32,5003.0,0.53,0.02
paper,11,4905.79,1.65,1.11
textile,23,3988.71,2.36,1.91
plastic,12,3526.47,2.81,1.44
textile,29,4348.0,1.86,1.19
metal,7,4077.85,2.82,2.4
textile,8,4240.45,1.98,1.4
battery,16,3799.79,5.07,3.43
metal,12,4125.21,2.09,1.17
battery,26,1708.33,7.42,5.24
textile,5,3705.85,3.92,2.76
plastic,13,3983.14,2.37,1.38
textile,8,4366.08,2.02,1.75
paper,25,3793.84,3.0,1.43
paper,34,4766.0,0.32,0.03
battery,31,2575.26,6.45,3.98
textile,31,4683.77,0.9,0.89
metal,9,4053.08,2.62,2.27
battery,14,3013.47,4.99,3.22
textile,9,3550.49,2.89,2.47
metal,25,3183.16,3.37,2.6
paper,18,4305.65,1.98,1.64
textile,11,4435.66,2.27,2.17
plastic,23,3511.29,3.45,2.34
battery,18,2974.91,5.96,3.92
battery,8,2288.69,7.19,5.32
metal,33,4650.93,1.23,0.82
textile,27,4547.4,1.63,0.31
paper,13,5096.51,1.25,0.72
metal,20,4125.28,2.76,2.59
plastic,8,3636.85,4.78,3.89
textile,10,4115.72,2.07,1.16
metal,35,4187.65,1.97,1.71
textile,6,4043.61,2.86,2.69
textile,16,4640.43,0.07,0.01
plastic,4,3681.61,3.78,2.33
paper,34,4544.09,1.78,1.61
paper,6,3823.78,3.1,2.71
textile,16,4693.99,1.29,0.98
plastic,14,4736.67,1.82,1.55
plastic,10,4619.35,2.54,1.77
plastic,9,4181.95,3.48,3.05
plastic,24,3840.28,4.37,3.26
paper,22,3402.22,3.66,1.87
textile,31,4700.73,0.92,0.06
battery,7,2863.64,6.35,4.25
plastic,15,4306.28,2.08,1.14
battery,7,2426.55,7.0,5.34
plastic,11,4394.58,2.28,1.38
plastic,7,3658.54,4.53,2.82
paper,7,3620.3,3.56,2.51
paper,32,4782.38,1.09,0.8
paper,3,4169.54,2.45,1.64
plastic,30,4191.72,2.33,1.1
textile,17,4885.21,1.94,1.94
textile,8,4327.23,2.43,2.07
textile,15,4241.11,1.1,0.46
textile,27,4444.89,2.06,1.28
metal,15,4637.61,1.28,0.72
textile,9,3987.26,2.01,2.02
paper,27,4596.53,2.05,2.02
battery,8,3180.74,6.49,4.95
textile,22,3847.21,3.41,2.5
textile,17,4610.43,1.92,1.39
plastic,8,3452.71,3.6,2.97
metal,12,4863.03,1.6,0.88
metal,13,4188.31,0.95,0.18
battery,10,2687.22,6.27,4.95
textile,29,3558.66,3.37,2.74
battery,17,2240.56,6.12,4.24
metal,35,4108.04,0.91,1.28
plastic,7,3591.91,3.6,2.47
paper,8,4052.97,2.22,1.51
paper,28,4316.01,1.34,0.43
metal,1,4098.91,2.27,1.99
plastic,13,3853.38,2.97,2.14
metal,26,4377.11,3.08,2.12
plastic,21,3118.14,4.03,2.38
plastic,23,3727.9,3.93,2.93
textile,25,4290.7,2.64,1.82
plastic,3,3603.85,3.69,2.89
paper,28,4795.25,1.53,1.37
metal,25,3879.22,3.31,1.92
textile,26,3639.04,2.85,2.18
battery,7,2148.56,7.1,4.79
metal,24,3799.52,3.76,3.52
plastic,30,4095.45,3.31,2.83
battery,17,3046.57,6.15,4.16
battery,22,1990.71,7.72,5.94
battery,27,1976.22,8.1,6.33
metal,16,5591.94,0.0,0.0
battery,10,2661.04,6.79,5.39
battery,19,2257.01,6.77,5.46
metal,11,4480.98,1.4,1.06
textile,4,3801.94,3.34,3.28
battery,2,2266.26,7.1,5.19
metal,5,4206.47,2.14,1.59
metal,29,4707.99,1.2,0.89
plastic,20,3995.66,3.94,2.59
metal,12,4649.15,0.85,0.53
battery,31,2862.73,6.48,4.6
textile,27,3985.63,2.65,1.19
plastic,2,3328.12,3.54,2.69
textile,31,3832.81,2.27,1.67
battery,29,2728.39,6.57,4.51
textile,2,4229.67,2.07,1.87
paper,20,4604.75,2.44,2.18
paper,5,4417.39,2.69,2.47
paper,7,4047.62,1.58,0.64
metal,34,4450.32,0.37,0.08
metal,14,4928.68,1.04,1.56
plastic,16,4648.1,2.1,1.42
metal,11,3937.63,1.42,0.63
paper,22,3588.99,3.26,3.03
paper,29,3646.41,2.46,1.68
paper,22,3778.66,4.0,2.55
textile,15,4284.07,0.88,0.8
paper,1,4004.82,3.27,2.82
metal,22,4062.11,1.73,1.14
textile,4,3722.44,3.52,2.85
plastic,12,4124.09,2.29,1.47
battery,22,2825.83,7.17,4.77
textile,18,3967.05,1.91,1.58
textile,22,3062.67,3.45,2.69
paper,31,4134.62,0.51,1.23
metal,32,4616.48,1.05,0.07
battery,20,2154.1,6.76,5.33
plastic,9,3143.52,3.56,2.19
battery,17,3035.54,6.48,4.35
paper,31,4989.52,0.31,0.5
metal,25,3887.88,2.19,1.71
plastic,17,4331.24,2.01,0.91
battery,21,2560.04,6.23,4.19
metal,18,3710.83,2.23,1.65
metal,7,4570.18,2.81,2.27
textile,35,5065.46,0.01,0.0
battery,17,2488.44,6.04,4.83
battery,31,2960.77,5.85,3.98
plastic,18,3960.12,3.34,2.19
battery,21,3139.69,7.48,5.47
plastic,4,3299.28,4.48,3.17
textile,24,4056.67,3.0,1.53
battery,23,2022.98,8.05,5.04
paper,25,3060.14,2.87,2.55
paper,14,4449.41,0.57,0.51
battery,9,2852.92,6.88,5.42
battery,14,2694.81,5.52,3.7
battery,3,2932.71,7.16,5.52
paper,16,4095.08,1.4,1.3
textile,6,4139.69,2.87,2.74
textile,27,4532.03,1.54,1.55
metal,28,4332.19,2.55,2.27
metal,1,4010.24,3.35,3.11
textile,25,3491.94,3.32,2.67
metal,19,4162.93,2.37,1.55
metal,18,4586.46,1.87,1.41
battery,15,3431.76,5.27,4.15
battery,13,2997.51,5.43,4.12
metal,5,3934.61,2.88,1.45
battery,1,2056.31,6.84,4.85
textile,12,4633.3,1.4,0.67
battery,9,2452.83,6.68,4.92
plastic,13,4278.27,1.5,0.64
metal,11,4661.68,0.82,0.65
paper,4,3817.47,3.18,2.06
metal,26,3720.8,3.08,2.43
metal,27,4110.27,2.59,1.84
paper,4,3960.05,3.61,2.41
metal,16,4115.44,2.08,1.67
battery,33,3345.88,4.99,4.76
textile,11,3962.13,3.26,2.68
paper,21,4256.04,2.17,1.81
textile,8,4161.92,3.2,2.79
textile,27,4473.2,2.13,1.55
metal,4,3748.08,3.45,3.06
paper,34,4870.57,1.0,0.63
paper,4,4295.75,2.64,2.02
paper,17,4391.52,1.72,0.94
textile,17,4048.9,1.16,1.09
paper,13,4684.34,0.69,0.44
plastic,27,4070.93,3.73,3.33
plastic,10,3574.79,3.15,3.01
battery,23,2797.85,6.76,4.59
plastic,2,3701.98,3.04,2.15
paper,8,4045.1,2.24,1.73
metal,19,4160.44,3.1,2.72
battery,16,2669.4,6.01,4.1
plastic,15,3979.49,2.55,2.24
plastic,11,4501.26,2.7,2.65
textile,26,3984.2,2.45,1.67
paper,8,3760.28,2.77,1.99
paper,18,4444.99,1.46,1.26
textile,1,3875.24,2.4,2.12
battery,5,2132.05,7.66,5.49
textile,25,4556.24,2.92,2.49
metal,14,5057.12,0.68,0.0
paper,34,5210.16,0.74,1.0
metal,1,3832.88,3.27,3.36
plastic,20,4044.91,3.61,3.01
textile,8,4723.85,2.42,1.81
paper,15,4833.27,1.04,1.11
textile,15,5010.4,0.95,0.0
battery,8,3108.74,6.34,4.59
plastic,4,3799.68,3.88,2.66
textile,8,3752.97,2.44,2.26
metal,10,4030.52,2.47,1.75
battery,34,3491.08,4.91,3.81
battery,11,2902.6,5.96,4.53
battery,18,2812.98,6.47,4.71
textile,33,5334.15,1.3,1.47
textile,2,4283.05,1.89,1.98
textile,33,5034.94,1.29,1.66
metal,8,4139.7,1.97,1.56
paper,28,4469.04,2.35,1.62
battery,13,2861.8,5.64,4.78
battery,34,2558.56,6.15,4.65
plastic,27,4070.28,3.44,2.96
battery,25,2601.76,7.42,6.01
battery,23,2580.07,7.09,5.04
metal,27,4353.29,1.53,1.77
metal,20,4405.93,2.54,2.11
paper,24,3844.2,3.52,2.65
textile,31,4595.58,1.3,0.39
battery,20,2450.48,6.39,4.39
metal,10,4789.08,1.1,0.2
textile,8,4040.6,2.53,2.11
paper,25,3308.47,3.92,3.05
metal,26,3804.69,4.06,3.11
metal,29,3710.02,1.95,1.42
textile,10,4491.08,1.72,0.98
battery,15,3306.8,4.65,4.0
plastic,27,3723.51,3.21,1.79
textile,20,4224.04,2.7,2.38
plastic,22,3742.35,3.89,3.64
paper,31,4441.89,1.22,1.02
metal,28,4500.89,2.5,1.93
metal,18,4260.55,1.29,0.91
plastic,31,3895.18,2.45,1.28
plastic,16,4017.39,2.6,1.62
paper,9,4122.99,1.65,0.76
battery,19,3201.8,6.21,4.44
textile,3,3825.65,3.4,2.35
plastic,30,4235.13,2.1,1.65
plastic,1,3706.45,3.84,2.59
textile,8,3924.35,2.75,2.16
textile,4,4234.52,2.51,1.67
metal,30,4244.67,1.35,0.9
metal,23,4334.51,3.69,3.35
paper,6,3654.9,3.37,1.82
paper,25,3655.34,3.18,2.16
paper,11,4232.08,1.83,1.35
paper,16,4791.31,0.93,1.13
textile,5,3819.66,3.23,2.17
metal,20,3918.0,3.21,2.73
metal,3,3409.68,3.44,2.91
battery,11,2959.15,5.53,3.77
textile,18,4060.15,2.35,2.21
battery,6,2557.24,8.52,5.92
metal,12,5155.49,0.59,0.93
paper,4,4199.26,2.0,1.63
paper,23,3819.48,2.68,2.39
paper,24,3978.49,2.38,1.9
paper,11,4374.33,1.64,1.37
battery,5,1981.26,7.72,4.96
plastic,2,3524.23,4.13,3.21
battery,26,2025.09,7.54,5.63
plastic,22,3604.99,3.77,2.79
plastic,11,3854.64,2.18,1.82
metal,8,4495.15,2.43,1.63
paper,14,4287.9,1.46,1.38
paper,2,3851.18,2.69,1.88
plastic,6,3479.28,3.87,2.22
paper,33,4431.7,0.99,1.42
metal,23,3900.34,2.69,1.79
plastic,9,4189.41,3.71,2.11
paper,19,4716.46,1.64,0.93
plastic,7,3778.2,3.63,2.72
textile,27,3518.32,2.78,2.78
paper,34,4416.07,0.93,1.57
textile,11,4672.71,1.15,0.13
plastic,17,4804.48,1.99,1.64
metal,29,4145.28,1.83,1.14
paper,20,4743.31,1.94,1.57
battery,19,2861.0,6.0,4.85
paper,32,4132.74,1.62,1.46
plastic,2,3700.96,3.69,3.59
paper,14,4425.1,0.66,0.39
battery,10,3562.96,5.56,4.12
metal,19,3899.45,3.05,2.24
paper,14,4865.79,0.0,0.34
metal,9,4609.06,1.62,1.03
textile,6,4370.26,2.59,1.94
metal,32,4720.79,0.58,0.0
metal,28,4792.7,0.81,0.97
paper,26,4096.39,2.51,2.11
battery,9,2202.18,7.12,5.45
plastic,12,3579.37,2.5,1.8
battery,31,3100.44,5.29,3.82
battery,29,2884.76,6.62,4.82
textile,9,4413.83,2.13,1.3
paper,16,4397.06,0.84,0.59
textile,4,3465.44,3.49,2.8
battery,32,2820.51,5.36,3.92
plastic,8,3798.99,2.97,1.24
metal,31,4012.65,1.3,0.18
plastic,4,3930.82,4.02,2.66
paper,4,3858.16,3.37,2.22
plastic,11,4459.06,2.26,1.62
textile,13,5123.99,0.93,1.07
textile,13,4821.92,1.11,0.0
textile,8,4316.35,2.21,2.17
metal,32,4567.2,0.85,1.03
battery,5,2745.34,7.09,5.32
textile,7,2986.08,2.9,2.41
paper,20,3388.89,2.6,1.54
textile,24,4409.5,2.4,1.94
plastic,31,4278.26,2.38,1.8
plastic,1,3753.08,3.13,1.92
plastic,9,3963.97,2.77,2.73
battery,2,2684.56,7.02,5.7
metal,3,4243.59,2.39,1.5
textile,8,4453.71,1.4,1.38
metal,35,4403.32,1.43,0.45
plastic,18,4034.48,3.2,3.19
battery,15,2472.3,5.7,4.14
battery,6,1592.47,8.5,6.02
metal,4,4233.05,2.02,0.93
metal,28,5010.88,2.01,1.6
paper,22,4287.87,2.92,2.01
textile,21,4446.54,1.99,2.08
metal,12,4837.24,1.06,0.86
plastic,4,4074.05,3.22,1.83
battery,13,2888.82,5.93,4.75
paper,20,4598.68,2.31,2.18
paper,29,4187.49,2.26,2.0
plastic,15,4184.31,1.7,0.91
paper,21,4607.37,2.28,2.13
paper,16,5092.88,0.63,0.39
plastic,32,4602.58,1.93,1.65
paper,7,3636.72,3.2,2.08
paper,26,3596.14,2.7,1.92
plastic,31,4401.0,2.34,1.92
metal,14,4889.56,1.31,0.6
battery,7,2568.98,7.14,6.01
plastic,13,4154.73,2.35,1.43
paper,29,4590.7,1.64,1.14
metal,7,4272.12,1.79,1.51
plastic,5,3600.22,4.07,3.9
plastic,16,4046.56,2.05,1.98
textile,3,3193.66,3.09,2.47
metal,18,4361.64,1.83,1.88
metal,26,4172.41,2.67,2.92
paper,2,4070.22,2.77,1.63
paper,21,4526.76,2.04,1.53
metal,7,3548.24,3.88,3.12
plastic,35,4328.85,2.22,1.58
paper,28,4690.56,2.33,1.49
plastic,28,3860.46,3.92,3.51
textile,14,5243.75,1.17,0.0
textile,23,3419.59,3.17,1.91
textile,15,4264.12,1.77,1.92
metal,5,4036.2,2.95,1.67
textile,8,3464.56,2.99,2.14
plastic,2,3422.76,3.82,3.06
paper,6,4264.02,1.95,1.34
battery,16,3416.9,5.29,3.51
paper,5,4042.56,3.31,2.99
plastic,5,3816.87,3.37,2.63
plastic,11,4217.54,2.68,2.57
plastic,22,3309.74,3.55,2.75
metal,8,4294.2,2.49,1.68
plastic,13,3893.34,2.51,2.53
textile,17,3864.94,1.9,1.27
textile,32,4957.17,0.76,0.08
plastic,13,4090.2,2.49,1.6
plastic,11,3921.86,2.99,2.68
textile,29,4741.04,1.24,0.87
battery,17,3164.77,5.21,3.63
paper,18,4511.87,1.53,1.84
metal,28,4678.03,1.25,0.59
paper,26,3930.19,3.12,2.24
battery,21,2940.8,6.59,4.37
plastic,7,3489.63,3.71,2.5
battery,20,2741.46,6.11,4.12
battery,1,2469.34,6.2,5.14
metal,4,4040.27,2.94,1.77
metal,30,5128.34,1.0,1.12
textile,7,4207.64,2.2,1.45
