CO2,NOx,SOx,PM2.5,timestamp,facility,sensor
316.14,17.22,11.13,34.6,2026-07-03T02:10:00,Tiruppur Textiles,SEN-101
198.53,36.45,15.22,41.16,2026-07-03T02:20:00,Coimbatore E-Hub,SEN-102
429.18,9.65,20.8,30.93,2026-07-03T02:30:00,Salem Scrap Yard,SEN-103
366.43,10.65,6.88,55.03,2026-07-03T02:40:00,EcoFibre Ltd,SEN-104
202.06,32.8,9.96,63.66,2026-07-03T02:50:00,Coimbatore E-Hub,SEN-100
322.55,24.17,9.22,43.35,2026-07-03T03:00:00,Tiruppur Textiles,SEN-101
379.44,11.99,13.56,31.93,2026-07-03T03:10:00,Salem Scrap Yard,SEN-102
186.53,24.13,13.64,22.79,2026-07-03T03:20:00,Tiruppur Textiles,SEN-103
439.75,22.3,9.17,37.84,2026-07-03T03:30:00,Salem Scrap Yard,SEN-104
405.43,5.01,2.41,43.14,2026-07-03T03:40:00,Salem Scrap Yard,SEN-100
168.4,36.23,12.58,13.2,2026-07-03T03:50:00,Coimbatore E-Hub,SEN-101
335.85,16.89,11.9,19.39,2026-07-03T04:00:00,Tiruppur Textiles,SEN-102
240.98,9.04,17.92,13.43,2026-07-03T04:10:00,Salem Scrap Yard,SEN-103
218.67,14.31,7.08,19.56,2026-07-03T04:20:00,Coimbatore E-Hub,SEN-104
277.83,10.23,22.39,34.74,2026-07-03T04:30:00,EcoFibre Ltd,SEN-100
307.65,24.27,6.07,31.29,2026-07-03T04:40:00,Coimbatore E-Hub,SEN-101
274.85,24.25,2.44,24.29,2026-07-03T04:50:00,Coimbatore E-Hub,SEN-102
206.91,29.76,9.44,55.89,2026-07-03T05:00:00,EcoFibre Ltd,SEN-103
390.46,43.38,13.22,16.04,2026-07-03T05:10:00,Tiruppur Textiles,SEN-104
299.8,15.64,5.43,17.0,2026-07-03T05:20:00,Coimbatore E-Hub,SEN-100
371.21,24.04,10.65,31.7,2026-07-03T05:30:00,Salem Scrap Yard,SEN-101
436.87,10.33,4.35,46.23,2026-07-03T05:40:00,Tiruppur Textiles,SEN-102
281.28,15.19,21.34,12.11,2026-07-03T05:50:00,EcoFibre Ltd,SEN-103
397.54,24.82,10.89,34.76,2026-07-03T06:00:00,Tiruppur Textiles,SEN-104
170.0,25.74,5.45,50.56,2026-07-03T06:10:00,Tiruppur Textiles,SEN-100
164.35,6.52,19.16,46.25,2026-07-03T06:20:00,Tiruppur Textiles,SEN-101
153.63,43.26,18.96,29.43,2026-07-03T06:30:00,Coimbatore E-Hub,SEN-102
441.22,42.69,20.03,29.52,2026-07-03T06:40:00,Coimbatore E-Hub,SEN-103
348.09,35.57,8.1,11.15,2026-07-03T06:50:00,Tiruppur Textiles,SEN-104
419.67,36.3,7.24,63.68,2026-07-03T07:00:00,Salem Scrap Yard,SEN-100
186.42,29.6,19.82,45.41,2026-07-03T07:10:00,Coimbatore E-Hub,SEN-101
418.74,17.89,4.88,36.09,2026-07-03T07:20:00,EcoFibre Ltd,SEN-102
324.73,34.92,20.67,46.11,2026-07-03T07:30:00,Tiruppur Textiles,SEN-103
183.24,28.94,4.19,30.68,2026-07-03T07:40:00,Coimbatore E-Hub,SEN-104
333.88,42.72,7.54,16.68,2026-07-03T07:50:00,EcoFibre Ltd,SEN-100
153.81,44.7,17.44,27.43,2026-07-03T08:00:00,EcoFibre Ltd,SEN-101
425.68,15.09,19.37,35.33,2026-07-03T08:10:00,Salem Scrap Yard,SEN-102
317.34,12.22,3.24,27.6,2026-07-03T08:20:00,Salem Scrap Yard,SEN-103
431.22,6.73,5.79,17.25,2026-07-03T08:30:00,Tiruppur Textiles,SEN-104
439.54,24.54,5.47,28.83,2026-07-03T08:40:00,Coimbatore E-Hub,SEN-100
327.1,25.33,8.84,41.08,2026-07-03T08:50:00,Tiruppur Textiles,SEN-101
323.15,40.09,11.98,18.85,2026-07-03T09:00:00,Coimbatore E-Hub,SEN-102
224.0,34.06,24.81,15.45,2026-07-03T09:10:00,Salem Scrap Yard,SEN-103
347.27,17.44,19.07,54.83,2026-07-03T09:20:00,EcoFibre Ltd,SEN-104
256.62,36.35,14.75,10.29,2026-07-03T09:30:00,EcoFibre Ltd,SEN-100
399.8,5.44,19.24,51.73,2026-07-03T09:40:00,EcoFibre Ltd,SEN-101
194.67,17.22,22.16,64.8,2026-07-03T09:50:00,Salem Scrap Yard,SEN-102
343.01,36.22,7.0,17.58,2026-07-03T10:00:00,Tiruppur Textiles,SEN-103
358.69,5.13,16.25,29.55,2026-07-03T10:10:00,EcoFibre Ltd,SEN-104
270.7,39.97,13.73,49.79,2026-07-03T10:20:00,Salem Scrap Yard,SEN-100
318.45,27.43,15.88,47.21,2026-07-03T10:30:00,EcoFibre Ltd,SEN-101
156.88,17.88,16.64,18.19,2026-07-03T10:40:00,Coimbatore E-Hub,SEN-102
385.47,33.31,20.14,38.45,2026-07-03T10:50:00,Salem Scrap Yard,SEN-103
186.71,34.42,7.42,30.43,2026-07-03T11:00:00,Salem Scrap Yard,SEN-104
370.7,44.93,23.46,45.34,2026-07-03T11:10:00,Salem Scrap Yard,SEN-100
298.85,12.13,17.78,64.51,2026-07-03T11:20:00,Salem Scrap Yard,SEN-101
321.56,28.51,6.24,29.92,2026-07-03T11:30:00,Coimbatore E-Hub,SEN-102
360.08,28.43,15.49,48.37,2026-07-03T11:40:00,Tiruppur Textiles,SEN-103
432.2,15.37,11.88,58.0,2026-07-03T11:50:00,Coimbatore E-Hub,SEN-104
294.27,22.41,23.56,48.83,2026-07-03T12:00:00,Tiruppur Textiles,SEN-100
368.38,24.86,12.05,50.12,2026-07-03T12:10:00,EcoFibre Ltd,SEN-101
217.57,10.25,11.17,60.74,2026-07-03T12:20:00,EcoFibre Ltd,SEN-102
170.69,7.28,8.49,24.39,2026-07-03T12:30:00,Tiruppur Textiles,SEN-103
386.14,43.99,10.54,33.59,2026-07-03T12:40:00,Salem Scrap Yard,SEN-104
169.61,24.5,2.77,13.45,2026-07-03T12:50:00,EcoFibre Ltd,SEN-100
253.78,17.61,19.75,14.75,2026-07-03T13:00:00,Tiruppur Textiles,SEN-101
349.14,43.54,14.88,61.53,2026-07-03T13:10:00,Salem Scrap Yard,SEN-102
386.31,29.98,13.37,63.88,2026-07-03T13:20:00,Salem Scrap Yard,SEN-103
209.43,27.61,12.67,63.46,2026-07-03T13:30:00,Coimbatore E-Hub,SEN-104
204.9,5.88,18.56,32.99,2026-07-03T13:40:00,Tiruppur Textiles,SEN-100
318.37,25.94,4.64,57.31,2026-07-03T13:50:00,EcoFibre Ltd,SEN-101
387.51,26.95,16.1,22.44,2026-07-03T14:00:00,Tiruppur Textiles,SEN-102
199.73,42.83,21.55,46.8,2026-07-03T14:10:00,EcoFibre Ltd,SEN-103
288.05,34.97,8.68,53.28,2026-07-03T14:20:00,Salem Scrap Yard,SEN-104
287.77,7.08,20.08,21.08,2026-07-03T14:30:00,Coimbatore E-Hub,SEN-100
313.45,35.34,19.34,10.99,2026-07-03T14:40:00,Salem Scrap Yard,SEN-101
413.87,39.82,7.49,34.82,2026-07-03T14:50:00,Coimbatore E-Hub,SEN-102
317.39,27.1,4.17,28.9,2026-07-03T15:00:00,EcoFibre Ltd,SEN-103
299.34,9.22,17.11,55.22,2026-07-03T15:10:00,EcoFibre Ltd,SEN-104
282.32,12.82,6.29,15.17,2026-07-03T15:20:00,Coimbatore E-Hub,SEN-100
323.28,30.38,20.35,31.78,2026-07-03T15:30:00,Tiruppur Textiles,SEN-101
306.06,22.9,14.83,19.13,2026-07-03T15:40:00,Salem Scrap Yard,SEN-102
421.84,16.08,24.62,17.74,2026-07-03T15:50:00,Tiruppur Textiles,SEN-103
259.11,34.31,20.87,27.22,2026-07-03T16:00:00,Salem Scrap Yard,SEN-104
175.04,40.3,20.48,37.79,2026-07-03T16:10:00,EcoFibre Ltd,SEN-100
295.61,9.9,18.68,27.77,2026-07-03T16:20:00,Coimbatore E-Hub,SEN-101
278.25,11.49,2.29,40.79,2026-07-03T16:30:00,EcoFibre Ltd,SEN-102
396.89,13.39,10.72,63.54,2026-07-03T16:40:00,Tiruppur Textiles,SEN-103
395.72,26.63,18.34,27.29,2026-07-03T16:50:00,Tiruppur Textiles,SEN-104
345.5,17.56,7.85,55.06,2026-07-03T17:00:00,Coimbatore E-Hub,SEN-100
202.13,33.48,21.0,15.54,2026-07-03T17:10:00,EcoFibre Ltd,SEN-101
421.61,34.59,6.4,43.76,2026-07-03T17:20:00,Salem Scrap Yard,SEN-102
255.71,38.66,12.84,63.85,2026-07-03T17:30:00,Salem Scrap Yard,SEN-103
371.79,9.25,9.24,10.21,2026-07-03T17:40:00,Salem Scrap Yard,SEN-104
406.72,14.09,21.25,25.36,2026-07-03T17:50:00,EcoFibre Ltd,SEN-100
409.92,13.62,10.29,13.77,2026-07-03T18:00:00,Salem Scrap Yard,SEN-101
345.95,42.53,22.04,52.13,2026-07-03T18:10:00,Tiruppur Textiles,SEN-102
419.65,31.03,22.11,10.01,2026-07-03T18:20:00,Tiruppur Textiles,SEN-103
284.12,23.41,21.88,40.07,2026-07-03T18:30:00,EcoFibre Ltd,SEN-104
859.55,60.41,7.24,79.63,2026-07-03T18:40:00,EcoFibre Ltd,SEN-100
234.01,39.33,8.72,60.09,2026-07-03T18:50:00,EcoFibre Ltd,SEN-101
401.84,44.27,16.29,40.76,2026-07-03T19:00:00,Tiruppur Textiles,SEN-102
234.46,39.91,4.59,48.7,2026-07-03T19:10:00,Tiruppur Textiles,SEN-103
228.99,6.84,15.04,25.61,2026-07-03T19:20:00,Salem Scrap Yard,SEN-104
239.17,17.0,19.09,12.65,2026-07-03T19:30:00,Tiruppur Textiles,SEN-100
413.18,18.22,9.83,64.4,2026-07-03T19:40:00,Salem Scrap Yard,SEN-101
221.85,36.78,2.8,42.05,2026-07-03T19:50:00,Salem Scrap Yard,SEN-102
322.0,31.35,7.8,22.11,2026-07-03T20:00:00,EcoFibre Ltd,SEN-103
178.16,41.39,17.39,55.61,2026-07-03T20:10:00,Tiruppur Textiles,SEN-104
157.54,32.78,3.89,60.09,2026-07-03T20:20:00,Tiruppur Textiles,SEN-100
330.58,40.7,12.2,43.39,2026-07-03T20:30:00,Coimbatore E-Hub,SEN-101
386.64,30.58,17.56,17.24,2026-07-03T20:40:00,Salem Scrap Yard,SEN-102
296.3,31.09,23.86,43.04,2026-07-03T20:50:00,Salem Scrap Yard,SEN-103
230.69,21.28,22.5,10.16,2026-07-03T21:00:00,Tiruppur Textiles,SEN-104
163.69,10.6,8.37,63.43,2026-07-03T21:10:00,EcoFibre Ltd,SEN-100
336.76,23.79,12.29,36.09,2026-07-03T21:20:00,Tiruppur Textiles,SEN-101
151.65,5.31,7.04,12.02,2026-07-03T21:30:00,Tiruppur Textiles,SEN-102
288.86,22.54,7.03,31.82,2026-07-03T21:40:00,EcoFibre Ltd,SEN-103
269.1,8.48,16.19,16.26,2026-07-03T21:50:00,Tiruppur Textiles,SEN-104
322.43,6.19,17.53,12.47,2026-07-03T22:00:00,Coimbatore E-Hub,SEN-100
232.42,20.78,11.7,32.61,2026-07-03T22:10:00,Coimbatore E-Hub,SEN-101
227.45,31.98,8.82,49.51,2026-07-03T22:20:00,Tiruppur Textiles,SEN-102
150.47,30.46,3.18,24.17,2026-07-03T22:30:00,Tiruppur Textiles,SEN-103
411.48,15.27,17.3,54.02,2026-07-03T22:40:00,Coimbatore E-Hub,SEN-104
186.31,21.76,19.28,13.91,2026-07-03T22:50:00,Tiruppur Textiles,SEN-100
374.96,21.51,16.86,45.55,2026-07-03T23:00:00,Coimbatore E-Hub,SEN-101
153.04,30.44,23.01,43.69,2026-07-03T23:10:00,Tiruppur Textiles,SEN-102
341.36,34.64,14.19,55.6,2026-07-03T23:20:00,Salem Scrap Yard,SEN-103
153.51,21.88,8.79,36.73,2026-07-03T23:30:00,EcoFibre Ltd,SEN-104
423.04,37.32,6.97,35.66,2026-07-03T23:40:00,EcoFibre Ltd,SEN-100
403.68,32.7,11.89,47.01,2026-07-03T23:50:00,EcoFibre Ltd,SEN-101
408.52,28.61,7.2,31.13,2026-07-04T00:00:00,Tiruppur Textiles,SEN-102
424.99,22.24,9.33,42.02,2026-07-04T00:10:00,Salem Scrap Yard,SEN-103
158.23,20.72,14.09,38.14,2026-07-04T00:20:00,Tiruppur Textiles,SEN-104
424.11,101.51,29.87,44.39,2026-07-04T00:30:00,Coimbatore E-Hub,SEN-100
263.67,5.27,10.88,53.54,2026-07-04T00:40:00,Salem Scrap Yard,SEN-101
353.14,29.23,10.39,21.98,2026-07-04T00:50:00,Tiruppur Textiles,SEN-102
181.58,11.69,24.36,22.57,2026-07-04T01:00:00,Tiruppur Textiles,SEN-103
439.21,20.37,2.9,11.7,2026-07-04T01:10:00,Coimbatore E-Hub,SEN-104
268.63,17.53,5.38,36.83,2026-07-04T01:20:00,EcoFibre Ltd,SEN-100
184.84,43.24,9.22,58.86,2026-07-04T01:30:00,EcoFibre Ltd,SEN-101
313.61,8.53,15.96,18.34,2026-07-04T01:40:00,Salem Scrap Yard,SEN-102
252.12,26.66,5.55,40.45,2026-07-04T01:50:00,Salem Scrap Yard,SEN-103
224.07,38.54,10.19,55.47,2026-07-04T02:00:00,EcoFibre Ltd,SEN-104
167.29,18.7,8.22,63.15,2026-07-04T02:10:00,EcoFibre Ltd,SEN-100
199.57,28.32,24.99,18.28,2026-07-04T02:20:00,Coimbatore E-Hub,SEN-101
270.53,44.75,22.25,44.29,2026-07-04T02:30:00,Salem Scrap Yard,SEN-102
288.43,34.23,5.4,56.89,2026-07-04T02:40:00,EcoFibre Ltd,SEN-103
218.32,43.56,22.92,49.72,2026-07-04T02:50:00,EcoFibre Ltd,SEN-104
161.39,34.83,14.63,13.18,2026-07-04T03:00:00,Salem Scrap Yard,SEN-100
413.13,42.76,5.42,35.45,2026-07-04T03:10:00,Tiruppur Textiles,SEN-101
376.39,24.68,8.96,37.03,2026-07-04T03:20:00,Salem Scrap Yard,SEN-102
378.54,20.46,13.76,37.08,2026-07-04T03:30:00,EcoFibre Ltd,SEN-103
418.34,23.24,12.2,43.12,2026-07-04T03:40:00,Coimbatore E-Hub,SEN-104
436.81,13.02,4.51,56.97,2026-07-04T03:50:00,Coimbatore E-Hub,SEN-100
239.53,14.62,9.17,24.08,2026-07-04T04:00:00,Tiruppur Textiles,SEN-101
337.98,42.06,2.44,36.23,2026-07-04T04:10:00,Coimbatore E-Hub,SEN-102
411.61,26.09,16.55,45.45,2026-07-04T04:20:00,Coimbatore E-Hub,SEN-103
233.63,13.43,24.02,10.49,2026-07-04T04:30:00,Tiruppur Textiles,SEN-104
448.39,8.59,2.05,12.43,2026-07-04T04:40:00,Salem Scrap Yard,SEN-100
372.14,10.71,19.33,52.29,2026-07-04T04:50:00,Tiruppur Textiles,SEN-101
415.33,33.0,4.4,31.95,2026-07-04T05:00:00,Coimbatore E-Hub,SEN-102
272.26,21.28,3.52,29.19,2026-07-04T05:10:00,EcoFibre Ltd,SEN-103
323.11,32.91,2.14,15.55,2026-07-04T05:20:00,Salem Scrap Yard,SEN-104
173.06,25.02,20.27,48.89,2026-07-04T05:30:00,EcoFibre Ltd,SEN-100
363.03,31.67,6.86,57.49,2026-07-04T05:40:00,EcoFibre Ltd,SEN-101
428.77,21.2,22.84,27.68,2026-07-04T05:50:00,Coimbatore E-Hub,SEN-102
314.69,13.77,2.77,21.8,2026-07-04T06:00:00,Tiruppur Textiles,SEN-103
186.88,40.55,13.57,34.71,2026-07-04T06:10:00,Tiruppur Textiles,SEN-104
316.4,30.48,14.1,35.47,2026-07-04T06:20:00,Salem Scrap Yard,SEN-100
391.19,27.1,13.96,17.86,2026-07-04T06:30:00,Tiruppur Textiles,SEN-101
270.43,11.34,22.29,55.31,2026-07-04T06:40:00,EcoFibre Ltd,SEN-102
374.59,17.7,2.0,38.11,2026-07-04T06:50:00,Tiruppur Textiles,SEN-103
328.05,40.83,15.42,35.68,2026-07-04T07:00:00,Salem Scrap Yard,SEN-104
372.27,17.65,4.34,29.81,2026-07-04T07:10:00,Salem Scrap Yard,SEN-100
409.96,27.87,22.87,61.86,2026-07-04T07:20:00,Coimbatore E-Hub,SEN-101
263.2,43.56,4.05,47.79,2026-07-04T07:30:00,EcoFibre Ltd,SEN-102
429.05,38.77,17.54,17.65,2026-07-04T07:40:00,Tiruppur Textiles,SEN-103
349.92,43.64,19.5,62.29,2026-07-04T07:50:00,Coimbatore E-Hub,SEN-104
230.69,24.02,16.59,64.97,2026-07-04T08:00:00,EcoFibre Ltd,SEN-100
437.04,25.02,11.95,35.17,2026-07-04T08:10:00,EcoFibre Ltd,SEN-101
381.23,5.12,21.76,20.23,2026-07-04T08:20:00,EcoFibre Ltd,SEN-102
405.1,13.48,17.12,35.98,2026-07-04T08:30:00,Salem Scrap Yard,SEN-103
388.87,35.16,2.83,31.71,2026-07-04T08:40:00,Tiruppur Textiles,SEN-104
371.58,17.63,16.83,31.73,2026-07-04T08:50:00,Salem Scrap Yard,SEN-100
323.75,8.41,2.99,46.68,2026-07-04T09:00:00,EcoFibre Ltd,SEN-101
304.76,15.7,21.22,10.81,2026-07-04T09:10:00,EcoFibre Ltd,SEN-102
401.48,33.38,23.82,11.73,2026-07-04T09:20:00,Salem Scrap Yard,SEN-103
309.28,28.81,2.23,35.53,2026-07-04T09:30:00,EcoFibre Ltd,SEN-104
269.29,35.49,12.46,24.7,2026-07-04T09:40:00,Salem Scrap Yard,SEN-100
442.8,10.02,2.39,52.36,2026-07-04T09:50:00,Salem Scrap Yard,SEN-101
204.52,22.42,9.64,28.8,2026-07-04T10:00:00,EcoFibre Ltd,SEN-102
254.43,19.87,2.03,26.49,2026-07-04T10:10:00,Coimbatore E-Hub,SEN-103
413.78,32.02,14.58,55.64,2026-07-04T10:20:00,Coimbatore E-Hub,SEN-104
287.4,20.92,8.97,13.61,2026-07-04T10:30:00,Salem Scrap Yard,SEN-100
330.99,23.94,3.37,46.94,2026-07-04T10:40:00,EcoFibre Ltd,SEN-101
432.82,36.41,24.8,39.95,2026-07-04T10:50:00,Salem Scrap Yard,SEN-102
383.08,13.2,18.69,44.09,2026-07-04T11:00:00,Salem Scrap Yard,SEN-103
384.4,28.13,5.38,54.61,2026-07-04T11:10:00,Tiruppur Textiles,SEN-104
199.16,30.71,20.63,62.11,2026-07-04T11:20:00,Coimbatore E-Hub,SEN-100
291.0,40.61,18.28,13.42,2026-07-04T11:30:00,EcoFibre Ltd,SEN-101
299.19,14.21,3.02,32.86,2026-07-04T11:40:00,Tiruppur Textiles,SEN-102
222.57,25.02,17.63,14.19,2026-07-04T11:50:00,EcoFibre Ltd,SEN-103
378.26,26.87,6.15,35.22,2026-07-04T12:00:00,EcoFibre Ltd,SEN-104
283.66,13.37,3.15,56.4,2026-07-04T12:10:00,EcoFibre Ltd,SEN-100
308.17,20.67,17.16,15.99,2026-07-04T12:20:00,Tiruppur Textiles,SEN-101
448.45,33.47,24.57,41.32,2026-07-04T12:30:00,Salem Scrap Yard,SEN-102
936.8,30.11,20.76,25.72,2026-07-04T12:40:00,Tiruppur Textiles,SEN-103
387.78,41.32,23.71,62.81,2026-07-04T12:50:00,Salem Scrap Yard,SEN-104
440.12,20.71,21.65,52.52,2026-07-04T13:00:00,EcoFibre Ltd,SEN-100
342.18,31.66,5.74,41.08,2026-07-04T13:10:00,EcoFibre Ltd,SEN-101
330.92,38.42,20.04,30.73,2026-07-04T13:20:00,EcoFibre Ltd,SEN-102
340.31,13.88,9.4,56.64,2026-07-04T13:30:00,Coimbatore E-Hub,SEN-103
497.52,37.08,33.79,142.09,2026-07-04T13:40:00,Coimbatore E-Hub,SEN-104
236.67,20.91,23.15,64.63,2026-07-04T13:50:00,Salem Scrap Yard,SEN-100
294.46,30.42,4.09,11.79,2026-07-04T14:00:00,Tiruppur Textiles,SEN-101
323.14,19.28,20.11,23.81,2026-07-04T14:10:00,Coimbatore E-Hub,SEN-102
274.68,38.89,22.75,58.25,2026-07-04T14:20:00,Coimbatore E-Hub,SEN-103
301.79,13.83,2.9,11.98,2026-07-04T14:30:00,Coimbatore E-Hub,SEN-104
353.86,14.0,11.92,49.55,2026-07-04T14:40:00,EcoFibre Ltd,SEN-100
305.01,35.35,8.5,29.42,2026-07-04T14:50:00,Tiruppur Textiles,SEN-101
403.75,21.04,19.55,55.27,2026-07-04T15:00:00,Coimbatore E-Hub,SEN-102
211.4,28.65,6.28,28.24,2026-07-04T15:10:00,EcoFibre Ltd,SEN-103
340.81,19.57,8.79,58.37,2026-07-04T15:20:00,Salem Scrap Yard,SEN-104
393.26,38.43,9.64,48.15,2026-07-04T15:30:00,Coimbatore E-Hub,SEN-100
397.44,25.63,12.66,12.5,2026-07-04T15:40:00,EcoFibre Ltd,SEN-101
161.27,10.11,19.61,10.0,2026-07-04T15:50:00,Tiruppur Textiles,SEN-102
569.04,84.81,19.84,50.87,2026-07-04T16:00:00,EcoFibre Ltd,SEN-103
219.12,5.06,18.77,63.18,2026-07-04T16:10:00,Salem Scrap Yard,SEN-104
342.19,21.64,19.46,43.53,2026-07-04T16:20:00,Coimbatore E-Hub,SEN-100
363.79,37.67,6.18,30.4,2026-07-04T16:30:00,Tiruppur Textiles,SEN-101
271.73,13.82,19.54,39.84,2026-07-04T16:40:00,EcoFibre Ltd,SEN-102
173.54,26.78,18.31,19.2,2026-07-04T16:50:00,Salem Scrap Yard,SEN-103
230.65,30.14,13.08,29.89,2026-07-04T17:00:00,Tiruppur Textiles,SEN-104
364.33,35.36,4.36,38.26,2026-07-04T17:10:00,Coimbatore E-Hub,SEN-100
441.73,22.95,5.66,19.91,2026-07-04T17:20:00,Salem Scrap Yard,SEN-101
426.3,32.78,18.77,57.39,2026-07-04T17:30:00,EcoFibre Ltd,SEN-102
165.57,10.69,6.91,46.58,2026-07-04T17:40:00,Coimbatore E-Hub,SEN-103
360.35,34.08,14.93,62.09,2026-07-04T17:50:00,Tiruppur Textiles,SEN-104
648.45,63.17,32.72,143.67,2026-07-04T18:00:00,Coimbatore E-Hub,SEN-100
401.7,5.46,18.19,63.36,2026-07-04T18:10:00,Coimbatore E-Hub,SEN-101
317.69,25.04,18.24,39.39,2026-07-04T18:20:00,Salem Scrap Yard,SEN-102
301.44,33.74,21.84,19.86,2026-07-04T18:30:00,Tiruppur Textiles,SEN-103
435.74,14.07,22.22,54.48,2026-07-04T18:40:00,Coimbatore E-Hub,SEN-104
237.01,39.86,17.47,53.82,2026-07-04T18:50:00,Salem Scrap Yard,SEN-100
430.59,39.03,24.58,44.54,2026-07-04T19:00:00,Salem Scrap Yard,SEN-101
165.55,26.95,8.62,26.87,2026-07-04T19:10:00,Salem Scrap Yard,SEN-102
430.5,22.22,22.19,43.3,2026-07-04T19:20:00,Tiruppur Textiles,SEN-103
235.73,22.31,17.77,28.29,2026-07-04T19:30:00,Tiruppur Textiles,SEN-104
264.43,44.28,20.05,50.34,2026-07-04T19:40:00,Coimbatore E-Hub,SEN-100
275.5,35.04,4.33,25.28,2026-07-04T19:50:00,Coimbatore E-Hub,SEN-101
424.42,5.46,12.35,63.74,2026-07-04T20:00:00,EcoFibre Ltd,SEN-102
183.99,21.14,18.97,48.75,2026-07-04T20:10:00,EcoFibre Ltd,SEN-103
305.91,7.96,15.93,38.42,2026-07-04T20:20:00,Coimbatore E-Hub,SEN-104
236.24,31.27,24.28,43.2,2026-07-04T20:30:00,EcoFibre Ltd,SEN-100
427.66,7.73,11.9,48.27,2026-07-04T20:40:00,Tiruppur Textiles,SEN-101
344.55,15.7,2.35,63.08,2026-07-04T20:50:00,Coimbatore E-Hub,SEN-102
285.21,31.88,15.42,38.92,2026-07-04T21:00:00,EcoFibre Ltd,SEN-103
409.83,42.87,4.44,18.52,2026-07-04T21:10:00,EcoFibre Ltd,SEN-104
431.72,5.27,19.76,44.39,2026-07-04T21:20:00,EcoFibre Ltd,SEN-100
272.45,5.62,15.41,23.92,2026-07-04T21:30:00,Tiruppur Textiles,SEN-101
216.15,34.03,16.2,50.67,2026-07-04T21:40:00,Tiruppur Textiles,SEN-102
180.57,5.33,11.97,15.09,2026-07-04T21:50:00,EcoFibre Ltd,SEN-103
392.16,39.45,20.8,38.2,2026-07-04T22:00:00,Coimbatore E-Hub,SEN-104
326.84,29.53,16.67,23.31,2026-07-04T22:10:00,Coimbatore E-Hub,SEN-100
761.64,94.34,9.45,144.32,2026-07-04T22:20:00,Salem Scrap Yard,SEN-101
214.32,15.83,7.69,13.44,2026-07-04T22:30:00,Tiruppur Textiles,SEN-102
214.6,28.88,15.68,30.47,2026-07-04T22:40:00,Coimbatore E-Hub,SEN-103
391.53,37.92,23.45,39.93,2026-07-04T22:50:00,EcoFibre Ltd,SEN-104
304.08,15.13,24.72,26.03,2026-07-04T23:00:00,EcoFibre Ltd,SEN-100
426.23,28.38,14.38,24.79,2026-07-04T23:10:00,Tiruppur Textiles,SEN-101
407.95,6.4,20.11,32.62,2026-07-04T23:20:00,EcoFibre Ltd,SEN-102
361.64,22.1,12.18,45.71,2026-07-04T23:30:00,Coimbatore E-Hub,SEN-103
275.82,25.0,20.06,42.94,2026-07-04T23:40:00,Salem Scrap Yard,SEN-104
300.79,7.25,13.3,60.99,2026-07-04T23:50:00,EcoFibre Ltd,SEN-100
363.89,5.46,11.4,60.82,2026-07-05T00:00:00,Coimbatore E-Hub,SEN-101
171.15,12.43,17.28,58.49,2026-07-05T00:10:00,Tiruppur Textiles,SEN-102
283.86,37.23,2.18,60.85,2026-07-05T00:20:00,Salem Scrap Yard,SEN-103
310.67,19.28,10.14,55.57,2026-07-05T00:30:00,EcoFibre Ltd,SEN-104
214.82,37.37,20.09,44.77,2026-07-05T00:40:00,Coimbatore E-Hub,SEN-100
432.34,40.05,4.36,31.6,2026-07-05T00:50:00,EcoFibre Ltd,SEN-101
254.67,25.86,20.27,58.64,2026-07-05T01:00:00,Coimbatore E-Hub,SEN-102
374.51,22.57,16.04,18.82,2026-07-05T01:10:00,Salem Scrap Yard,SEN-103
366.58,20.39,13.26,33.63,2026-07-05T01:20:00,Tiruppur Textiles,SEN-104
365.62,34.3,13.84,18.87,2026-07-05T01:30:00,Tiruppur Textiles,SEN-100
274.26,34.3,22.28,16.68,2026-07-05T01:40:00,Tiruppur Textiles,SEN-101
216.71,25.77,15.98,23.49,2026-07-05T01:50:00,Coimbatore E-Hub,SEN-102
230.28,18.43,19.24,41.46,2026-07-05T02:00:00,EcoFibre Ltd,SEN-103
274.73,22.16,14.44,48.3,2026-07-05T02:10:00,Tiruppur Textiles,SEN-104
464.42,45.26,43.72,99.95,2026-07-05T02:20:00,Tiruppur Textiles,SEN-100
184.62,29.23,4.7,28.55,2026-07-05T02:30:00,Coimbatore E-Hub,SEN-101
303.69,9.57,19.59,47.34,2026-07-05T02:40:00,EcoFibre Ltd,SEN-102
275.78,5.72,20.23,13.8,2026-07-05T02:50:00,Coimbatore E-Hub,SEN-103
415.69,13.88,18.44,58.49,2026-07-05T03:00:00,Coimbatore E-Hub,SEN-104
310.7,38.44,20.89,56.38,2026-07-05T03:10:00,Tiruppur Textiles,SEN-100
235.65,26.26,13.74,55.13,2026-07-05T03:20:00,Coimbatore E-Hub,SEN-101
289.89,8.03,10.92,54.19,2026-07-05T03:30:00,Coimbatore E-Hub,SEN-102
212.39,6.68,13.02,19.99,2026-07-05T03:40:00,Salem Scrap Yard,SEN-103
169.97,30.93,3.7,30.65,2026-07-05T03:50:00,Coimbatore E-Hub,SEN-104
219.46,42.7,2.99,34.55,2026-07-05T04:00:00,Coimbatore E-Hub,SEN-100
261.76,7.75,10.5,35.53,2026-07-05T04:10:00,EcoFibre Ltd,SEN-101
254.98,42.17,10.72,55.73,2026-07-05T04:20:00,EcoFibre Ltd,SEN-102
