buyer,seller,material,quantity,seller_initial_price,buyer_target_price,final_price,rounds,success
Electro-Recycle,Salem Scrap Yard,paper,4308.0,17.71,12.72,14.98,2,1
EcoFibre Ltd,Coimbatore E-Hub,battery,9601.0,18.41,14.05,16.91,2,1
Electro-Recycle,Salem Scrap Yard,battery,2128.0,16.7,13.2,14.19,2,1
Electro-Recycle,Salem Steel,textile,9928.0,18.92,12.49,15.41,2,1
Tiruppur Textiles,Salem Steel,paper,1630.0,17.79,13.51,15.23,3,1
Kovai Paper Mills,Salem Steel,battery,2742.0,19.07,14.06,16.07,4,1
Electro-Recycle,Salem Scrap Yard,metal,1641.0,124.11,90.33,103.95,2,1
Tiruppur Textiles,Salem Scrap Yard,plastic,3106.0,22.62,16.08,19.1,5,1
Electro-Recycle,Coimbatore E-Hub,battery,2329.0,19.04,13.19,16.24,3,1
Kovai Paper Mills,Chennai Polymers,textile,7480.0,17.19,14.2,0.0,4,0
Kovai Paper Mills,Salem Steel,battery,8097.0,16.59,12.87,14.61,3,1
EcoFibre Ltd,Chennai Polymers,textile,6813.0,17.62,13.07,16.06,3,1
Kovai Paper Mills,Chennai Polymers,plastic,9488.0,23.15,18.88,20.09,5,1
Tiruppur Textiles,Chennai Polymers,plastic,2852.0,24.13,16.51,19.43,2,1
Electro-Recycle,Coimbatore E-Hub,metal,1939.0,124.18,82.66,0.0,2,0
Electro-Recycle,Salem Scrap Yard,battery,3956.0,18.24,12.31,15.31,4,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7152.0,19.48,13.98,17.23,3,1
Electro-Recycle,Chennai Polymers,paper,9348.0,18.63,14.04,0.0,4,0
Tiruppur Textiles,Salem Steel,battery,2208.0,17.88,12.09,15.13,2,1
Kovai Paper Mills,Chennai Polymers,metal,1382.0,119.25,94.71,111.87,5,1
EcoFibre Ltd,Coimbatore E-Hub,metal,5847.0,115.72,83.05,0.0,4,0
Electro-Recycle,Salem Steel,plastic,6568.0,25.92,17.22,22.39,4,1
Electro-Recycle,Salem Scrap Yard,textile,4758.0,17.1,12.25,14.59,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,2990.0,16.59,14.19,0.0,2,0
Kovai Paper Mills,Salem Steel,textile,6345.0,18.67,13.56,15.93,5,1
Tiruppur Textiles,Salem Scrap Yard,battery,1195.0,18.09,13.79,0.0,4,0
Kovai Paper Mills,Salem Steel,plastic,9233.0,22.06,18.21,20.44,2,1
Kovai Paper Mills,Chennai Polymers,paper,7795.0,18.93,13.99,16.78,4,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,5397.0,22.31,17.22,19.36,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,5909.0,16.52,12.23,14.31,3,1
Kovai Paper Mills,Chennai Polymers,metal,8413.0,114.84,87.17,102.35,5,1
Kovai Paper Mills,Salem Steel,battery,3451.0,17.38,12.34,0.0,4,0
Tiruppur Textiles,Coimbatore E-Hub,textile,2868.0,18.15,12.49,0.0,4,0
Electro-Recycle,Salem Scrap Yard,metal,8151.0,122.5,81.08,100.35,5,1
EcoFibre Ltd,Salem Scrap Yard,paper,8744.0,18.91,13.24,15.55,4,1
Kovai Paper Mills,Coimbatore E-Hub,metal,5445.0,126.48,90.83,108.85,2,1
Electro-Recycle,Chennai Polymers,plastic,7661.0,25.13,18.15,22.17,5,1
Tiruppur Textiles,Salem Steel,textile,9580.0,16.75,14.09,15.51,2,1
Electro-Recycle,Chennai Polymers,battery,6293.0,17.44,13.78,15.54,2,1
Kovai Paper Mills,Salem Scrap Yard,battery,9162.0,17.98,12.87,15.85,4,1
Electro-Recycle,Salem Steel,textile,734.0,18.5,14.17,15.86,2,1
Electro-Recycle,Salem Scrap Yard,textile,1624.0,18.0,12.87,15.91,5,1
Electro-Recycle,Salem Scrap Yard,metal,8435.0,117.37,85.55,105.17,4,1
Tiruppur Textiles,Chennai Polymers,battery,4393.0,19.14,12.49,15.67,2,1
Tiruppur Textiles,Salem Steel,plastic,2251.0,25.72,16.38,21.13,3,1
Kovai Paper Mills,Chennai Polymers,paper,734.0,17.6,12.13,14.71,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,4248.0,19.23,13.89,16.64,4,1
Electro-Recycle,Salem Steel,plastic,3753.0,23.07,18.17,0.0,2,0
Kovai Paper Mills,Salem Steel,plastic,4423.0,23.82,16.8,20.04,5,1
Tiruppur Textiles,Salem Steel,battery,2722.0,18.92,12.27,15.44,3,1
Kovai Paper Mills,Chennai Polymers,plastic,8724.0,24.96,16.67,21.39,5,1
Kovai Paper Mills,Chennai Polymers,paper,4902.0,16.57,14.02,16.16,2,1
Kovai Paper Mills,Salem Scrap Yard,textile,9335.0,19.2,13.6,16.47,2,1
Electro-Recycle,Salem Scrap Yard,metal,9207.0,129.16,94.14,113.56,2,1
Kovai Paper Mills,Salem Steel,battery,7183.0,18.83,12.46,15.99,2,1
EcoFibre Ltd,Coimbatore E-Hub,textile,6910.0,19.44,13.19,16.97,5,1
Kovai Paper Mills,Coimbatore E-Hub,battery,1572.0,19.34,12.76,16.19,4,1
EcoFibre Ltd,Salem Steel,plastic,8263.0,24.52,17.34,21.98,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,3283.0,120.01,90.19,104.53,3,1
EcoFibre Ltd,Salem Steel,textile,2257.0,18.18,13.94,15.9,5,1
Electro-Recycle,Salem Scrap Yard,plastic,8388.0,25.92,18.38,21.89,3,1
Kovai Paper Mills,Coimbatore E-Hub,paper,3243.0,18.64,14.21,16.69,2,1
Tiruppur Textiles,Chennai Polymers,metal,7686.0,113.52,83.21,0.0,2,0
Electro-Recycle,Coimbatore E-Hub,textile,3395.0,19.43,13.7,0.0,2,0
EcoFibre Ltd,Salem Scrap Yard,paper,7476.0,17.87,13.76,15.95,2,1
Tiruppur Textiles,Salem Scrap Yard,paper,4509.0,18.91,12.1,15.98,3,1
EcoFibre Ltd,Coimbatore E-Hub,battery,4944.0,17.94,13.49,0.0,5,0
EcoFibre Ltd,Coimbatore E-Hub,plastic,4243.0,24.05,17.44,20.36,4,1
Tiruppur Textiles,Salem Steel,battery,8278.0,19.35,13.3,16.86,5,1
Tiruppur Textiles,Coimbatore E-Hub,metal,3508.0,114.81,82.87,0.0,2,0
Electro-Recycle,Salem Steel,battery,4286.0,18.76,12.51,15.15,5,1
Electro-Recycle,Salem Scrap Yard,battery,1160.0,18.05,13.71,16.2,4,1
Electro-Recycle,Coimbatore E-Hub,metal,8312.0,118.39,91.71,103.97,5,1
Kovai Paper Mills,Chennai Polymers,battery,1114.0,16.6,13.43,13.45,4,1
Electro-Recycle,Coimbatore E-Hub,textile,4107.0,17.56,13.86,14.39,2,1
Electro-Recycle,Chennai Polymers,textile,5458.0,16.88,13.72,15.86,2,1
Kovai Paper Mills,Salem Steel,textile,7034.0,17.11,12.02,15.01,3,1
Kovai Paper Mills,Salem Scrap Yard,battery,3740.0,19.05,12.95,0.0,3,0
Tiruppur Textiles,Chennai Polymers,battery,705.0,16.88,12.76,15.14,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,3773.0,16.56,12.61,14.25,3,1
Electro-Recycle,Salem Scrap Yard,metal,3332.0,122.03,84.45,106.15,3,1
Electro-Recycle,Chennai Polymers,battery,1604.0,19.3,13.86,16.94,5,1
Electro-Recycle,Coimbatore E-Hub,plastic,9698.0,24.78,18.19,21.23,4,1
Tiruppur Textiles,Chennai Polymers,paper,2792.0,19.07,13.58,16.63,5,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,7606.0,23.93,17.52,21.2,2,1
Kovai Paper Mills,Coimbatore E-Hub,metal,1793.0,126.87,81.46,103.5,5,1
Electro-Recycle,Salem Steel,plastic,1492.0,25.87,16.16,22.11,3,1
Kovai Paper Mills,Salem Scrap Yard,battery,9350.0,17.69,12.3,15.01,3,1
Electro-Recycle,Salem Scrap Yard,paper,3593.0,18.52,13.79,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,battery,5095.0,18.52,12.12,14.71,2,1
Tiruppur Textiles,Coimbatore E-Hub,textile,639.0,18.36,12.75,15.27,3,1
Tiruppur Textiles,Salem Steel,metal,4451.0,116.67,90.16,108.02,4,1
Electro-Recycle,Coimbatore E-Hub,paper,6932.0,18.43,13.51,15.44,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,7696.0,17.48,14.12,0.0,2,0
EcoFibre Ltd,Salem Steel,textile,701.0,17.04,14.18,15.51,2,1
Kovai Paper Mills,Chennai Polymers,plastic,4302.0,24.08,16.22,19.6,4,1
Tiruppur Textiles,Coimbatore E-Hub,metal,6255.0,120.99,90.35,106.53,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,3100.0,16.78,13.35,14.58,5,1
EcoFibre Ltd,Salem Steel,textile,3349.0,18.61,12.84,14.98,5,1
Tiruppur Textiles,Coimbatore E-Hub,paper,5678.0,18.29,13.95,17.08,2,1
Tiruppur Textiles,Salem Steel,textile,5257.0,19.32,12.02,15.94,3,1
Kovai Paper Mills,Chennai Polymers,plastic,4896.0,24.33,16.76,0.0,5,0
EcoFibre Ltd,Salem Scrap Yard,plastic,2593.0,22.75,18.02,0.0,4,0
Tiruppur Textiles,Coimbatore E-Hub,plastic,4176.0,24.05,17.32,20.58,4,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,9756.0,22.97,18.14,20.77,4,1
Tiruppur Textiles,Chennai Polymers,textile,2846.0,17.24,12.14,14.95,2,1
EcoFibre Ltd,Salem Steel,plastic,4926.0,24.38,17.12,21.21,4,1
Electro-Recycle,Coimbatore E-Hub,textile,2493.0,18.04,12.57,15.16,4,1
Electro-Recycle,Salem Steel,metal,7364.0,128.42,88.77,0.0,5,0
Tiruppur Textiles,Chennai Polymers,metal,3758.0,119.09,89.45,105.12,4,1
EcoFibre Ltd,Salem Steel,paper,6238.0,19.31,12.14,15.48,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,5470.0,17.97,14.09,16.42,4,1
Electro-Recycle,Salem Steel,metal,8812.0,115.2,82.39,100.42,4,1
Electro-Recycle,Salem Scrap Yard,battery,1302.0,18.92,12.02,15.0,5,1
Kovai Paper Mills,Salem Steel,plastic,8968.0,24.97,16.23,0.0,3,0
Kovai Paper Mills,Chennai Polymers,paper,6621.0,17.62,12.61,0.0,5,0
Tiruppur Textiles,Chennai Polymers,plastic,1529.0,24.21,17.51,0.0,3,0
Kovai Paper Mills,Coimbatore E-Hub,battery,7468.0,16.54,12.67,14.46,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,2147.0,16.85,12.37,14.66,3,1
EcoFibre Ltd,Chennai Polymers,battery,7581.0,19.14,12.27,16.49,4,1
Kovai Paper Mills,Salem Steel,plastic,7678.0,22.98,16.17,18.75,4,1
Kovai Paper Mills,Salem Scrap Yard,battery,6128.0,17.74,13.7,15.47,2,1
EcoFibre Ltd,Salem Scrap Yard,metal,9140.0,114.07,84.91,106.2,2,1
Tiruppur Textiles,Salem Scrap Yard,plastic,5427.0,25.73,17.32,22.36,5,1
Electro-Recycle,Chennai Polymers,textile,5626.0,18.82,14.14,16.72,4,1
Tiruppur Textiles,Coimbatore E-Hub,textile,4200.0,17.17,13.61,15.99,5,1
Kovai Paper Mills,Chennai Polymers,plastic,7760.0,25.29,18.53,20.66,2,1
Tiruppur Textiles,Coimbatore E-Hub,battery,5557.0,17.71,13.09,15.32,4,1
EcoFibre Ltd,Chennai Polymers,metal,9075.0,114.07,81.0,96.71,2,1
Electro-Recycle,Salem Scrap Yard,paper,5280.0,17.85,13.16,15.93,3,1
Kovai Paper Mills,Chennai Polymers,battery,502.0,17.55,12.84,15.11,4,1
Electro-Recycle,Salem Steel,battery,6739.0,16.53,12.49,14.23,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,2005.0,18.82,13.23,16.65,2,1
Kovai Paper Mills,Salem Steel,paper,4292.0,16.54,12.47,14.69,5,1
Electro-Recycle,Salem Scrap Yard,plastic,3442.0,25.56,18.25,22.02,4,1
EcoFibre Ltd,Salem Scrap Yard,metal,6376.0,122.65,82.35,103.43,3,1
Electro-Recycle,Salem Steel,battery,6444.0,17.22,12.48,15.23,5,1
Kovai Paper Mills,Chennai Polymers,metal,3061.0,112.67,86.66,99.19,4,1
Kovai Paper Mills,Chennai Polymers,plastic,4834.0,24.55,18.24,21.49,5,1
EcoFibre Ltd,Salem Steel,textile,1422.0,18.29,12.6,14.76,4,1
Electro-Recycle,Salem Scrap Yard,paper,4440.0,18.74,12.34,15.45,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,6210.0,18.17,12.09,14.46,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,8592.0,17.81,13.5,15.76,2,1
Kovai Paper Mills,Salem Steel,battery,8990.0,19.3,13.8,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,battery,6896.0,17.45,14.16,15.72,5,1
Electro-Recycle,Salem Steel,metal,4004.0,125.25,80.58,102.8,4,1
EcoFibre Ltd,Coimbatore E-Hub,battery,5304.0,19.09,13.32,16.27,4,1
EcoFibre Ltd,Salem Steel,textile,7582.0,18.24,13.28,0.0,4,0
EcoFibre Ltd,Salem Steel,paper,8376.0,18.4,13.06,15.59,3,1
Kovai Paper Mills,Salem Steel,plastic,9729.0,22.21,17.36,18.03,3,1
EcoFibre Ltd,Salem Steel,battery,9631.0,18.0,13.55,16.23,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,6836.0,17.04,13.59,15.92,3,1
Tiruppur Textiles,Chennai Polymers,metal,5029.0,125.58,89.15,109.9,3,1
EcoFibre Ltd,Coimbatore E-Hub,paper,3755.0,19.36,13.98,16.89,3,1
EcoFibre Ltd,Salem Steel,paper,8105.0,18.25,13.33,15.58,5,1
EcoFibre Ltd,Salem Steel,plastic,5235.0,24.47,16.74,20.51,3,1
Electro-Recycle,Salem Scrap Yard,textile,9646.0,19.16,12.44,15.4,4,1
Electro-Recycle,Salem Scrap Yard,textile,1757.0,18.57,13.36,16.41,2,1
Electro-Recycle,Chennai Polymers,paper,6250.0,17.69,13.51,15.45,3,1
EcoFibre Ltd,Coimbatore E-Hub,paper,3117.0,17.19,13.06,0.0,3,0
Kovai Paper Mills,Salem Scrap Yard,textile,3655.0,19.42,13.71,16.54,5,1
Electro-Recycle,Salem Steel,textile,1361.0,16.56,13.86,15.43,5,1
Tiruppur Textiles,Chennai Polymers,paper,2648.0,17.01,14.02,15.9,3,1
EcoFibre Ltd,Salem Steel,battery,6559.0,17.32,13.1,15.89,2,1
Electro-Recycle,Coimbatore E-Hub,metal,5420.0,124.3,84.23,100.83,2,1
Electro-Recycle,Salem Scrap Yard,plastic,6018.0,22.8,16.13,19.16,4,1
Tiruppur Textiles,Salem Scrap Yard,plastic,4635.0,23.49,16.59,21.06,4,1
EcoFibre Ltd,Coimbatore E-Hub,paper,726.0,18.9,12.28,15.56,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,9540.0,18.95,13.15,16.09,3,1
Kovai Paper Mills,Salem Scrap Yard,plastic,2195.0,23.12,16.39,20.79,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,2166.0,17.05,13.86,15.63,5,1
EcoFibre Ltd,Chennai Polymers,battery,4982.0,19.18,12.76,15.88,4,1
Electro-Recycle,Chennai Polymers,paper,3916.0,16.58,12.57,15.69,4,1
Tiruppur Textiles,Chennai Polymers,metal,8612.0,122.55,91.25,113.7,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,3629.0,17.21,14.13,15.73,4,1
Electro-Recycle,Chennai Polymers,textile,8847.0,18.78,12.35,15.82,3,1
Electro-Recycle,Chennai Polymers,textile,7251.0,17.63,13.59,16.52,3,1
Electro-Recycle,Chennai Polymers,battery,7271.0,18.51,13.05,15.65,5,1
Electro-Recycle,Salem Scrap Yard,paper,7569.0,18.15,12.99,15.44,4,1
Kovai Paper Mills,Chennai Polymers,paper,2004.0,18.82,14.06,16.57,5,1
EcoFibre Ltd,Salem Scrap Yard,plastic,3803.0,22.8,16.17,20.63,2,1
Tiruppur Textiles,Chennai Polymers,textile,9115.0,19.29,12.87,16.47,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,5417.0,16.76,12.64,0.0,2,0
Electro-Recycle,Salem Scrap Yard,battery,9562.0,17.3,13.38,15.04,4,1
Kovai Paper Mills,Salem Steel,textile,8038.0,18.02,12.79,15.29,2,1
Kovai Paper Mills,Chennai Polymers,plastic,1751.0,24.49,18.97,22.12,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,5391.0,17.28,12.77,14.81,5,1
Electro-Recycle,Chennai Polymers,paper,3858.0,16.95,14.18,0.0,2,0
Electro-Recycle,Salem Steel,metal,1596.0,125.02,91.31,110.76,2,1
Electro-Recycle,Salem Scrap Yard,plastic,770.0,23.85,18.59,21.32,5,1
EcoFibre Ltd,Coimbatore E-Hub,metal,7495.0,125.15,84.43,102.9,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,6052.0,126.45,82.6,103.56,2,1
EcoFibre Ltd,Chennai Polymers,metal,749.0,112.74,91.01,105.33,3,1
Tiruppur Textiles,Coimbatore E-Hub,paper,9162.0,18.48,14.1,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,battery,7909.0,18.18,14.12,16.07,5,1
Tiruppur Textiles,Chennai Polymers,textile,5038.0,19.44,12.48,0.0,2,0
EcoFibre Ltd,Chennai Polymers,paper,3366.0,18.48,13.2,15.06,2,1
Kovai Paper Mills,Salem Steel,plastic,9306.0,25.88,17.29,21.93,4,1
Electro-Recycle,Salem Scrap Yard,plastic,1396.0,23.83,16.68,19.41,4,1
EcoFibre Ltd,Chennai Polymers,plastic,4617.0,23.91,17.05,20.87,5,1
Tiruppur Textiles,Chennai Polymers,metal,9348.0,126.69,85.38,106.43,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,8462.0,18.84,12.62,0.0,5,0
EcoFibre Ltd,Chennai Polymers,metal,8484.0,118.42,89.03,103.2,3,1
Kovai Paper Mills,Salem Steel,metal,7428.0,128.56,92.67,111.84,4,1
Electro-Recycle,Coimbatore E-Hub,battery,5170.0,19.32,13.49,16.31,5,1
EcoFibre Ltd,Salem Scrap Yard,paper,2395.0,17.46,12.99,14.94,4,1
Tiruppur Textiles,Coimbatore E-Hub,paper,9843.0,18.47,12.16,14.77,4,1
Kovai Paper Mills,Salem Steel,paper,5024.0,17.16,13.17,14.99,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,4058.0,17.16,13.99,16.19,4,1
EcoFibre Ltd,Salem Steel,metal,5816.0,125.62,85.97,110.08,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,8569.0,19.33,12.53,16.04,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,1107.0,115.49,93.52,103.39,3,1
Electro-Recycle,Coimbatore E-Hub,battery,3677.0,16.52,14.2,15.32,2,1
Kovai Paper Mills,Salem Steel,battery,8201.0,16.9,12.86,15.07,4,1
Electro-Recycle,Salem Steel,battery,7983.0,17.07,13.03,14.25,2,1
Electro-Recycle,Chennai Polymers,textile,3431.0,18.14,12.94,15.26,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,2109.0,25.59,16.25,20.42,2,1
Electro-Recycle,Salem Scrap Yard,metal,6078.0,110.47,92.52,100.82,2,1
Tiruppur Textiles,Salem Scrap Yard,metal,9669.0,111.01,80.59,90.07,2,1
Kovai Paper Mills,Salem Steel,plastic,5086.0,23.23,16.12,20.47,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,5422.0,120.71,88.49,102.92,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,640.0,19.0,13.81,16.58,2,1
Kovai Paper Mills,Chennai Polymers,textile,589.0,16.79,13.01,15.28,3,1
EcoFibre Ltd,Salem Steel,textile,7847.0,17.98,12.99,15.32,4,1
Electro-Recycle,Salem Steel,paper,8454.0,17.15,12.47,15.05,2,1
EcoFibre Ltd,Coimbatore E-Hub,paper,4469.0,17.73,13.53,15.51,2,1
EcoFibre Ltd,Chennai Polymers,battery,5066.0,18.91,12.55,15.16,2,1
Electro-Recycle,Salem Steel,paper,6882.0,18.87,12.32,15.1,5,1
EcoFibre Ltd,Chennai Polymers,paper,7281.0,18.11,12.18,0.0,4,0
Electro-Recycle,Salem Steel,battery,5808.0,18.41,14.22,16.11,5,1
Kovai Paper Mills,Salem Steel,metal,6837.0,116.61,88.46,101.42,2,1
Kovai Paper Mills,Chennai Polymers,battery,1386.0,16.8,13.36,15.28,4,1
Electro-Recycle,Chennai Polymers,plastic,1871.0,22.78,17.96,0.0,3,0
Kovai Paper Mills,Coimbatore E-Hub,metal,4542.0,129.58,90.11,111.76,2,1
Electro-Recycle,Salem Steel,battery,2729.0,18.31,13.54,15.15,3,1
Kovai Paper Mills,Chennai Polymers,metal,9135.0,128.86,84.86,112.34,5,1
EcoFibre Ltd,Coimbatore E-Hub,textile,1769.0,16.89,13.36,14.74,3,1
Kovai Paper Mills,Salem Scrap Yard,plastic,5183.0,22.11,17.87,20.74,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,5173.0,17.78,13.23,15.26,4,1
EcoFibre Ltd,Chennai Polymers,paper,2672.0,16.57,12.82,14.3,3,1
EcoFibre Ltd,Salem Scrap Yard,metal,5747.0,127.26,82.26,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,plastic,8197.0,24.32,16.76,20.96,2,1
Electro-Recycle,Chennai Polymers,paper,6374.0,18.28,12.04,14.75,2,1
Tiruppur Textiles,Coimbatore E-Hub,paper,9372.0,17.88,13.12,16.03,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,2753.0,16.85,12.0,14.01,4,1
EcoFibre Ltd,Coimbatore E-Hub,textile,6894.0,18.97,14.02,17.1,2,1
Tiruppur Textiles,Coimbatore E-Hub,metal,5432.0,117.77,83.6,99.84,4,1
Electro-Recycle,Coimbatore E-Hub,battery,3075.0,19.49,13.31,16.12,2,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,6468.0,23.96,18.58,22.26,2,1
Electro-Recycle,Chennai Polymers,battery,8031.0,18.58,13.58,16.43,2,1
Electro-Recycle,Salem Steel,battery,7769.0,16.78,13.76,15.78,5,1
Tiruppur Textiles,Chennai Polymers,battery,4539.0,16.88,14.17,15.85,5,1
Electro-Recycle,Coimbatore E-Hub,textile,1423.0,18.81,13.47,15.8,4,1
Electro-Recycle,Coimbatore E-Hub,metal,3846.0,123.79,83.78,103.65,3,1
Kovai Paper Mills,Chennai Polymers,battery,1966.0,16.91,14.01,0.0,4,0
EcoFibre Ltd,Chennai Polymers,plastic,9984.0,25.07,18.11,0.0,2,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,9057.0,23.23,17.11,21.03,3,1
Electro-Recycle,Chennai Polymers,metal,1420.0,111.24,85.09,98.91,5,1
Electro-Recycle,Salem Steel,paper,772.0,16.82,12.26,14.68,3,1
Electro-Recycle,Chennai Polymers,paper,9197.0,16.68,13.83,15.24,3,1
Tiruppur Textiles,Salem Steel,plastic,1692.0,22.72,16.79,19.16,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,1711.0,16.99,13.65,15.35,4,1
Kovai Paper Mills,Chennai Polymers,metal,4886.0,112.33,83.81,98.89,4,1
EcoFibre Ltd,Chennai Polymers,metal,5775.0,115.93,82.15,0.0,4,0
Electro-Recycle,Salem Scrap Yard,textile,4122.0,19.32,13.7,17.05,3,1
EcoFibre Ltd,Salem Scrap Yard,paper,6865.0,17.58,12.69,0.0,4,0
Tiruppur Textiles,Coimbatore E-Hub,metal,3146.0,116.51,85.91,105.02,4,1
Electro-Recycle,Salem Steel,textile,8428.0,19.19,12.34,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,plastic,1769.0,22.34,18.44,19.99,4,1
Electro-Recycle,Chennai Polymers,paper,8965.0,18.3,14.03,15.98,5,1
EcoFibre Ltd,Chennai Polymers,paper,5175.0,17.1,12.6,14.51,3,1
EcoFibre Ltd,Salem Steel,plastic,7146.0,24.39,17.24,0.0,5,0
Electro-Recycle,Salem Scrap Yard,paper,8956.0,16.56,13.84,15.42,2,1
EcoFibre Ltd,Coimbatore E-Hub,metal,4354.0,122.51,80.19,103.04,4,1
Kovai Paper Mills,Chennai Polymers,battery,6015.0,17.69,13.15,14.35,4,1
Electro-Recycle,Salem Scrap Yard,battery,1056.0,18.16,13.17,0.0,4,0
Kovai Paper Mills,Salem Steel,textile,1516.0,19.25,13.75,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,plastic,4556.0,25.75,18.95,23.16,5,1
Kovai Paper Mills,Salem Steel,plastic,9111.0,23.43,18.97,0.0,3,0
Electro-Recycle,Salem Steel,paper,1842.0,18.51,13.44,16.03,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,7735.0,17.03,12.22,0.0,5,0
Electro-Recycle,Salem Steel,textile,3840.0,17.01,12.11,14.79,3,1
EcoFibre Ltd,Salem Steel,textile,4770.0,19.27,12.16,15.31,4,1
Electro-Recycle,Chennai Polymers,metal,7393.0,129.23,90.95,106.15,5,1
Electro-Recycle,Coimbatore E-Hub,battery,6719.0,18.69,12.95,16.36,4,1
EcoFibre Ltd,Chennai Polymers,textile,6230.0,16.92,12.94,15.06,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,6953.0,16.68,13.42,0.0,2,0
Tiruppur Textiles,Salem Steel,battery,5514.0,18.27,14.11,17.04,3,1
Tiruppur Textiles,Chennai Polymers,plastic,5514.0,23.26,16.67,19.85,5,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,4840.0,24.27,18.39,20.33,3,1
Tiruppur Textiles,Chennai Polymers,plastic,7272.0,22.24,18.08,19.83,2,1
Tiruppur Textiles,Chennai Polymers,textile,9790.0,18.25,14.12,15.75,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,6579.0,18.15,12.92,15.97,5,1
Tiruppur Textiles,Salem Scrap Yard,battery,4053.0,19.17,13.34,16.28,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,7709.0,17.04,12.6,14.54,3,1
Tiruppur Textiles,Salem Steel,textile,6253.0,16.7,13.87,14.95,4,1
EcoFibre Ltd,Salem Steel,plastic,7399.0,24.32,16.04,20.92,5,1
Tiruppur Textiles,Chennai Polymers,plastic,6797.0,25.73,16.06,19.91,4,1
Tiruppur Textiles,Coimbatore E-Hub,textile,1287.0,18.92,13.99,0.0,2,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,1640.0,22.0,18.71,0.0,3,0
Kovai Paper Mills,Chennai Polymers,paper,1048.0,17.22,13.71,0.0,5,0
Electro-Recycle,Salem Scrap Yard,textile,1674.0,17.66,12.84,15.74,2,1
Tiruppur Textiles,Coimbatore E-Hub,metal,9479.0,117.87,81.96,103.5,4,1
Electro-Recycle,Salem Steel,battery,3433.0,17.44,13.43,15.84,3,1
Electro-Recycle,Salem Steel,plastic,2871.0,25.18,16.97,0.0,4,0
Electro-Recycle,Salem Steel,battery,1667.0,17.96,12.25,15.29,5,1
Kovai Paper Mills,Salem Scrap Yard,battery,2077.0,18.14,14.08,16.25,5,1
Kovai Paper Mills,Salem Steel,textile,3697.0,17.49,13.13,15.49,5,1
Electro-Recycle,Coimbatore E-Hub,metal,9999.0,126.05,92.92,0.0,3,0
Electro-Recycle,Salem Scrap Yard,battery,4468.0,18.29,12.18,14.67,3,1
Electro-Recycle,Coimbatore E-Hub,textile,1115.0,19.08,14.16,16.59,4,1
Electro-Recycle,Salem Steel,textile,9381.0,17.71,13.3,15.49,4,1
Electro-Recycle,Salem Scrap Yard,textile,6646.0,18.63,12.24,0.0,2,0
Electro-Recycle,Chennai Polymers,paper,6469.0,17.72,13.99,16.28,4,1
Electro-Recycle,Coimbatore E-Hub,metal,7447.0,114.66,90.43,105.42,3,1
