plant,equipment,power_usage,operating_hours,production,season,temperature
Tiruppur Weaving Plant,Hydraulic Baler,346.87,4.0,9668.7,monsoon,28.7
Salem Compressed Scrap,Compactor Press,888.51,18.1,5651.3,summer,35.1
Chennai Extrusion Center,Shredder Mill,456.61,4.1,5983.1,summer,35.6
Chennai Extrusion Center,Compactor Press,559.12,12.2,588.7,summer,35.0
Chennai Extrusion Center,Compactor Press,1092.52,21.4,6746.8,summer,30.0
Salem Compressed Scrap,Pelletizer Extruder,1959.72,15.6,2286.2,summer,25.1
Coimbatore Sorting Hub,Pelletizer Extruder,2670.6,20.5,8410.5,winter,20.5
Coimbatore Sorting Hub,Shredder Mill,934.18,10.1,3605.9,monsoon,37.7
Coimbatore Sorting Hub,Compactor Press,485.72,10.5,6612.0,winter,38.9
Chennai Extrusion Center,Pelletizer Extruder,1335.37,10.6,4419.9,spring,19.8
Tiruppur Weaving Plant,Hydraulic Baler,1006.99,21.2,5346.0,monsoon,16.8
Salem Compressed Scrap,Pelletizer Extruder,1869.15,14.4,5826.3,winter,28.1
Salem Compressed Scrap,Compactor Press,560.59,9.1,6546.7,monsoon,16.6
Tiruppur Weaving Plant,Compactor Press,921.18,19.3,7223.0,monsoon,37.3
Coimbatore Sorting Hub,Hydraulic Baler,878.73,18.2,2740.6,monsoon,21.0
Chennai Extrusion Center,Compactor Press,990.98,18.2,9984.3,spring,23.1
Salem Compressed Scrap,Compactor Press,354.33,5.9,7016.2,monsoon,37.7
Chennai Extrusion Center,Hydraulic Baler,781.06,14.6,6083.8,summer,30.3
Coimbatore Sorting Hub,Shredder Mill,1681.04,17.3,9331.4,monsoon,40.4
Coimbatore Sorting Hub,Hydraulic Baler,576.79,11.5,8790.9,summer,27.5
Salem Compressed Scrap,Shredder Mill,1577.57,17.5,6496.1,winter,34.7
Coimbatore Sorting Hub,Hydraulic Baler,626.63,11.6,7430.3,winter,16.5
Tiruppur Weaving Plant,Hydraulic Baler,1074.53,22.3,4984.6,summer,16.9
Salem Compressed Scrap,Pelletizer Extruder,1006.67,8.2,2986.2,monsoon,22.4
Tiruppur Weaving Plant,Shredder Mill,649.47,7.9,1985.6,spring,15.9
Salem Compressed Scrap,Pelletizer Extruder,2664.68,21.9,1822.8,spring,23.5
Chennai Extrusion Center,Pelletizer Extruder,2274.68,18.1,5709.0,spring,30.1
Chennai Extrusion Center,Shredder Mill,359.89,3.1,4478.5,spring,31.9
Tiruppur Weaving Plant,Hydraulic Baler,853.52,18.0,2316.3,summer,27.5
Tiruppur Weaving Plant,Shredder Mill,1353.27,15.4,3820.3,summer,15.6
Tiruppur Weaving Plant,Hydraulic Baler,908.21,17.0,5678.5,spring,18.1
Coimbatore Sorting Hub,Compactor Press,794.52,17.9,1142.8,winter,29.8
Coimbatore Sorting Hub,Shredder Mill,1030.85,11.4,1839.1,winter,37.9
Coimbatore Sorting Hub,Pelletizer Extruder,1569.06,12.2,4411.8,summer,35.2
Coimbatore Sorting Hub,Compactor Press,583.1,9.8,9791.6,monsoon,36.2
Salem Compressed Scrap,Compactor Press,401.92,7.7,2064.7,monsoon,35.5
Salem Compressed Scrap,Compactor Press,476.85,7.6,9493.1,spring,41.6
Coimbatore Sorting Hub,Shredder Mill,224.46,2.6,1119.4,winter,24.3
Chennai Extrusion Center,Pelletizer Extruder,1258.39,10.2,4791.1,monsoon,25.3
Chennai Extrusion Center,Shredder Mill,2055.24,23.2,2435.8,winter,17.5
Tiruppur Weaving Plant,Shredder Mill,847.84,8.9,6605.4,monsoon,39.7
Salem Compressed Scrap,Pelletizer Extruder,724.49,5.5,7111.0,spring,19.5
Chennai Extrusion Center,Pelletizer Extruder,812.64,5.7,5317.0,spring,20.5
Salem Compressed Scrap,Compactor Press,1059.39,21.7,6715.8,monsoon,23.5
Tiruppur Weaving Plant,Hydraulic Baler,642.58,12.7,1663.1,winter,32.1
Salem Compressed Scrap,Compactor Press,1020.83,21.4,4561.2,monsoon,18.5
Salem Compressed Scrap,Shredder Mill,1768.53,20.1,2492.7,winter,34.8
Tiruppur Weaving Plant,Compactor Press,1079.31,20.9,8281.1,winter,18.0
Tiruppur Weaving Plant,Shredder Mill,801.41,7.6,8282.9,spring,24.1
Coimbatore Sorting Hub,Compactor Press,959.57,17.7,8346.8,winter,34.4
Chennai Extrusion Center,Hydraulic Baler,381.95,6.2,6330.9,monsoon,31.8
Coimbatore Sorting Hub,Shredder Mill,1817.38,20.5,4977.2,monsoon,21.9
Salem Compressed Scrap,Compactor Press,784.36,17.0,2087.8,spring,21.1
Salem Compressed Scrap,Hydraulic Baler,463.1,8.1,6607.4,spring,38.4
Tiruppur Weaving Plant,Hydraulic Baler,890.97,18.8,4378.9,spring,40.3
Salem Compressed Scrap,Shredder Mill,1763.88,18.9,7990.2,summer,39.3
Chennai Extrusion Center,Hydraulic Baler,341.79,5.7,4202.7,winter,27.4
Salem Compressed Scrap,Shredder Mill,1257.28,14.0,4113.8,winter,36.7
Salem Compressed Scrap,Compactor Press,276.87,2.6,9679.3,winter,38.2
Chennai Extrusion Center,Pelletizer Extruder,2775.6,22.0,7662.6,summer,37.7
Tiruppur Weaving Plant,Hydraulic Baler,815.42,15.8,5560.4,monsoon,38.6
Coimbatore Sorting Hub,Compactor Press,882.62,17.5,5636.6,spring,22.1
Salem Compressed Scrap,Shredder Mill,1721.8,20.1,1205.3,summer,23.1
Coimbatore Sorting Hub,Shredder Mill,375.72,3.1,9077.5,spring,38.7
Salem Compressed Scrap,Hydraulic Baler,769.51,15.8,5547.5,winter,36.5
Coimbatore Sorting Hub,Compactor Press,791.74,14.8,9956.7,winter,30.5
Tiruppur Weaving Plant,Hydraulic Baler,725.5,12.7,7506.9,summer,39.6
Salem Compressed Scrap,Hydraulic Baler,1034.48,20.2,8850.3,summer,15.7
Coimbatore Sorting Hub,Compactor Press,599.76,12.2,1806.5,monsoon,39.1
Tiruppur Weaving Plant,Pelletizer Extruder,1996.74,15.4,6497.4,spring,36.3
Salem Compressed Scrap,Compactor Press,487.77,7.2,7974.1,monsoon,32.6
Coimbatore Sorting Hub,Compactor Press,834.22,15.2,7564.1,summer,22.3
Coimbatore Sorting Hub,Shredder Mill,338.99,2.9,6238.7,monsoon,18.8
Salem Compressed Scrap,Pelletizer Extruder,2796.76,23.4,3647.8,summer,31.8
Salem Compressed Scrap,Compactor Press,721.57,15.0,5601.6,summer,15.2
Coimbatore Sorting Hub,Compactor Press,116.73,2.8,1526.2,winter,27.5
Coimbatore Sorting Hub,Hydraulic Baler,178.47,3.0,3139.3,spring,17.4
Tiruppur Weaving Plant,Shredder Mill,449.86,4.5,3779.6,monsoon,30.5
Chennai Extrusion Center,Pelletizer Extruder,731.93,5.6,4203.8,monsoon,26.1
Salem Compressed Scrap,Shredder Mill,1629.21,17.7,6275.1,spring,23.0
Coimbatore Sorting Hub,Hydraulic Baler,951.22,17.8,8381.1,summer,31.3
Coimbatore Sorting Hub,Pelletizer Extruder,623.4,4.5,4146.5,monsoon,32.9
Salem Compressed Scrap,Compactor Press,1031.7,21.8,4340.3,monsoon,24.6
Chennai Extrusion Center,Pelletizer Extruder,2126.5,16.7,6947.4,winter,39.0
Chennai Extrusion Center,Pelletizer Extruder,665.26,4.5,1966.1,monsoon,34.5
Chennai Extrusion Center,Shredder Mill,1908.02,21.9,1131.2,spring,41.8
Salem Compressed Scrap,Hydraulic Baler,587.89,11.9,1301.7,monsoon,16.2
Tiruppur Weaving Plant,Pelletizer Extruder,1780.98,14.3,3760.1,monsoon,37.1
Chennai Extrusion Center,Pelletizer Extruder,1314.73,10.9,1237.3,summer,23.3
Coimbatore Sorting Hub,Pelletizer Extruder,1595.56,11.8,8084.6,monsoon,27.2
Chennai Extrusion Center,Compactor Press,1006.22,21.6,616.9,monsoon,31.2
Salem Compressed Scrap,Compactor Press,828.06,17.1,4058.3,spring,19.5
Tiruppur Weaving Plant,Shredder Mill,2013.0,22.8,3727.8,winter,32.4
Salem Compressed Scrap,Hydraulic Baler,494.02,9.5,1181.3,winter,31.1
Salem Compressed Scrap,Compactor Press,677.44,14.3,1500.0,summer,18.8
Tiruppur Weaving Plant,Pelletizer Extruder,396.26,2.6,5301.8,monsoon,18.7
Chennai Extrusion Center,Compactor Press,573.31,11.1,4256.6,winter,35.4
Chennai Extrusion Center,Shredder Mill,842.41,8.4,9050.8,summer,25.0
Coimbatore Sorting Hub,Compactor Press,1100.64,23.9,5681.1,summer,22.8
Chennai Extrusion Center,Pelletizer Extruder,1344.47,10.6,4162.4,spring,35.9
Tiruppur Weaving Plant,Pelletizer Extruder,749.77,5.7,2845.6,monsoon,26.9
Coimbatore Sorting Hub,Pelletizer Extruder,937.92,7.7,2348.9,summer,28.7
Chennai Extrusion Center,Hydraulic Baler,690.32,14.0,2069.8,monsoon,18.8
Chennai Extrusion Center,Shredder Mill,1405.61,15.8,5144.5,monsoon,36.1
Coimbatore Sorting Hub,Shredder Mill,1767.36,19.4,4883.7,monsoon,25.7
Salem Compressed Scrap,Shredder Mill,1201.51,12.5,5658.7,monsoon,18.6
Coimbatore Sorting Hub,Shredder Mill,1101.64,12.1,860.8,winter,36.3
Salem Compressed Scrap,Shredder Mill,1681.06,19.5,3119.8,winter,15.9
Salem Compressed Scrap,Compactor Press,637.56,12.8,3373.3,spring,22.7
Tiruppur Weaving Plant,Pelletizer Extruder,2370.53,18.8,4172.1,monsoon,39.8
Tiruppur Weaving Plant,Pelletizer Extruder,1503.79,12.0,4712.8,monsoon,35.6
Salem Compressed Scrap,Hydraulic Baler,1048.5,23.0,2404.5,summer,16.6
Chennai Extrusion Center,Pelletizer Extruder,916.79,7.6,792.5,monsoon,31.9
Chennai Extrusion Center,Hydraulic Baler,193.08,2.4,5030.0,summer,15.8
Salem Compressed Scrap,Pelletizer Extruder,2107.12,16.2,8288.1,summer,22.5
Salem Compressed Scrap,Pelletizer Extruder,2820.87,23.1,584.2,monsoon,20.4
Chennai Extrusion Center,Shredder Mill,291.56,2.1,9402.4,spring,32.8
Chennai Extrusion Center,Shredder Mill,1828.33,20.6,6329.2,spring,25.8
Salem Compressed Scrap,Pelletizer Extruder,392.25,2.5,3408.3,spring,18.0
Salem Compressed Scrap,Shredder Mill,1978.79,22.8,1187.0,summer,17.7
Tiruppur Weaving Plant,Hydraulic Baler,996.0,20.5,2801.2,winter,16.4
Coimbatore Sorting Hub,Pelletizer Extruder,1320.71,10.9,3305.3,spring,38.3
Salem Compressed Scrap,Pelletizer Extruder,941.74,7.9,709.3,monsoon,27.9
Tiruppur Weaving Plant,Shredder Mill,1567.45,16.1,9800.3,summer,20.8
Chennai Extrusion Center,Shredder Mill,1645.02,17.8,8735.9,winter,30.8
Salem Compressed Scrap,Pelletizer Extruder,522.25,3.6,6984.9,winter,27.5
Chennai Extrusion Center,Pelletizer Extruder,1735.03,14.4,1639.6,monsoon,35.9
Coimbatore Sorting Hub,Compactor Press,615.71,12.9,3200.6,winter,37.2
Tiruppur Weaving Plant,Hydraulic Baler,260.74,4.3,2295.9,summer,16.3
Salem Compressed Scrap,Pelletizer Extruder,2148.29,17.6,1095.6,winter,27.6
Salem Compressed Scrap,Shredder Mill,2039.77,22.5,8353.8,monsoon,22.3
Chennai Extrusion Center,Pelletizer Extruder,1146.96,8.9,7994.9,monsoon,40.5
Salem Compressed Scrap,Compactor Press,758.08,16.9,1602.2,monsoon,28.3
Tiruppur Weaving Plant,Compactor Press,848.19,15.9,7186.6,winter,18.8
Tiruppur Weaving Plant,Shredder Mill,719.44,8.1,1731.2,spring,34.0
Coimbatore Sorting Hub,Shredder Mill,502.63,4.3,7927.3,spring,42.0
Chennai Extrusion Center,Compactor Press,1001.64,21.0,5021.7,spring,20.6
Coimbatore Sorting Hub,Hydraulic Baler,414.14,10.1,997.4,summer,20.0
Coimbatore Sorting Hub,Compactor Press,644.56,10.2,8762.8,winter,38.8
Tiruppur Weaving Plant,Compactor Press,869.55,16.9,6273.6,winter,25.7
Coimbatore Sorting Hub,Pelletizer Extruder,1788.46,14.7,1310.7,monsoon,24.9
Tiruppur Weaving Plant,Shredder Mill,434.15,4.5,5400.7,spring,17.7
Coimbatore Sorting Hub,Compactor Press,1062.59,20.4,7239.1,winter,26.2
Tiruppur Weaving Plant,Hydraulic Baler,600.8,10.9,5543.9,winter,22.2
Coimbatore Sorting Hub,Compactor Press,625.18,10.7,7741.9,monsoon,35.9
Chennai Extrusion Center,Shredder Mill,1297.87,13.5,9772.1,monsoon,30.5
Tiruppur Weaving Plant,Pelletizer Extruder,777.77,6.0,4637.3,spring,22.9
Tiruppur Weaving Plant,Hydraulic Baler,728.52,13.4,3806.9,winter,30.4
Tiruppur Weaving Plant,Hydraulic Baler,1103.53,21.3,6918.0,spring,39.3
Tiruppur Weaving Plant,Hydraulic Baler,951.92,19.2,4851.0,winter,19.1
Tiruppur Weaving Plant,Pelletizer Extruder,1935.76,15.3,4997.3,spring,27.8
Coimbatore Sorting Hub,Compactor Press,1230.54,23.1,9455.9,summer,29.3
Salem Compressed Scrap,Compactor Press,944.45,19.1,2447.3,winter,20.3
Coimbatore Sorting Hub,Shredder Mill,1462.38,15.7,7922.6,summer,22.5
Salem Compressed Scrap,Hydraulic Baler,372.4,5.6,6606.8,summer,24.3
Salem Compressed Scrap,Pelletizer Extruder,1121.5,8.4,4964.9,monsoon,16.6
Coimbatore Sorting Hub,Shredder Mill,1181.15,12.9,2687.4,spring,18.6
Coimbatore Sorting Hub,Pelletizer Extruder,1699.75,13.7,2798.0,summer,40.6
Coimbatore Sorting Hub,Pelletizer Extruder,2357.11,18.7,5695.2,winter,26.7
Coimbatore Sorting Hub,Hydraulic Baler,315.62,5.6,4732.6,spring,39.2
Chennai Extrusion Center,Shredder Mill,1247.72,13.6,4222.7,spring,40.9
Salem Compressed Scrap,Compactor Press,1152.18,22.9,9950.8,spring,40.7
Tiruppur Weaving Plant,Shredder Mill,1938.2,22.2,2172.9,winter,31.8
Coimbatore Sorting Hub,Pelletizer Extruder,847.06,6.2,8029.7,monsoon,24.6
Salem Compressed Scrap,Pelletizer Extruder,2915.14,23.3,4231.5,winter,27.9
Salem Compressed Scrap,Compactor Press,457.27,7.4,6585.8,monsoon,36.1
Tiruppur Weaving Plant,Pelletizer Extruder,2412.2,19.3,4081.4,spring,21.2
Chennai Extrusion Center,Shredder Mill,631.95,6.9,3555.9,winter,28.9
Chennai Extrusion Center,Shredder Mill,1088.26,10.9,8999.1,summer,18.2
Tiruppur Weaving Plant,Pelletizer Extruder,1353.12,10.8,9235.5,monsoon,28.4
Chennai Extrusion Center,Compactor Press,268.24,4.0,809.9,monsoon,40.7
Chennai Extrusion Center,Pelletizer Extruder,1257.49,9.9,7981.7,spring,25.4
Tiruppur Weaving Plant,Pelletizer Extruder,2809.83,21.8,8834.9,spring,17.7
Coimbatore Sorting Hub,Hydraulic Baler,351.26,6.9,869.8,winter,40.8
Tiruppur Weaving Plant,Shredder Mill,1072.98,11.5,7332.0,spring,30.7
Chennai Extrusion Center,Compactor Press,942.2,18.7,3183.7,spring,26.6
Chennai Extrusion Center,Pelletizer Extruder,2668.1,21.6,5672.8,summer,31.0
Tiruppur Weaving Plant,Compactor Press,518.29,9.3,8622.8,spring,32.2
Chennai Extrusion Center,Shredder Mill,1038.34,12.1,1403.0,monsoon,37.6
Tiruppur Weaving Plant,Compactor Press,821.23,17.3,7825.7,winter,37.3
Tiruppur Weaving Plant,Compactor Press,562.11,8.4,9344.6,monsoon,18.5
Coimbatore Sorting Hub,Shredder Mill,220.8,2.0,4457.4,winter,24.8
Chennai Extrusion Center,Pelletizer Extruder,361.86,2.2,4656.1,spring,15.0
Chennai Extrusion Center,Compactor Press,1144.04,23.3,2630.8,monsoon,32.3
Coimbatore Sorting Hub,Pelletizer Extruder,2730.01,21.7,8271.3,spring,37.1
Coimbatore Sorting Hub,Shredder Mill,1031.23,10.2,9068.4,winter,26.0
Coimbatore Sorting Hub,Shredder Mill,500.85,5.3,4116.6,monsoon,29.7
Coimbatore Sorting Hub,Compactor Press,373.55,5.7,7916.0,summer,22.3
Tiruppur Weaving Plant,Compactor Press,1210.51,22.9,6505.5,monsoon,35.5
Coimbatore Sorting Hub,Shredder Mill,1191.25,13.3,5334.5,spring,41.3
Chennai Extrusion Center,Compactor Press,317.33,4.2,8133.4,monsoon,33.8
Chennai Extrusion Center,Shredder Mill,1823.43,21.0,3103.7,monsoon,16.4
Salem Compressed Scrap,Compactor Press,270.25,5.5,1629.3,summer,34.6
Chennai Extrusion Center,Shredder Mill,1957.44,22.8,5214.5,monsoon,28.0
Salem Compressed Scrap,Pelletizer Extruder,411.81,2.4,7930.6,monsoon,15.3
Coimbatore Sorting Hub,Shredder Mill,2122.75,23.3,4657.8,spring,30.1
Tiruppur Weaving Plant,Shredder Mill,1263.95,13.9,4581.2,summer,34.4
Coimbatore Sorting Hub,Compactor Press,417.87,5.9,8100.0,monsoon,40.7
Tiruppur Weaving Plant,Compactor Press,863.27,16.9,6437.8,winter,38.5
Chennai Extrusion Center,Shredder Mill,1678.72,19.5,2879.4,spring,40.3
Salem Compressed Scrap,Compactor Press,315.14,6.1,688.1,summer,23.3
Chennai Extrusion Center,Compactor Press,732.72,15.7,3673.5,summer,38.7
Tiruppur Weaving Plant,Pelletizer Extruder,544.07,3.8,3667.9,winter,24.0
Coimbatore Sorting Hub,Pelletizer Extruder,1366.94,10.2,9472.3,summer,36.2
Chennai Extrusion Center,Hydraulic Baler,979.78,19.3,6210.5,spring,22.5
Coimbatore Sorting Hub,Hydraulic Baler,687.41,11.5,9813.5,winter,27.2
Tiruppur Weaving Plant,Shredder Mill,626.32,6.2,6030.7,summer,24.4
Salem Compressed Scrap,Hydraulic Baler,426.42,7.8,2450.7,summer,35.0
Coimbatore Sorting Hub,Pelletizer Extruder,782.49,5.2,6155.9,monsoon,17.0
Coimbatore Sorting Hub,Compactor Press,419.32,8.5,1374.6,spring,27.4
Tiruppur Weaving Plant,Pelletizer Extruder,2145.73,17.5,4046.0,monsoon,33.3
Tiruppur Weaving Plant,Compactor Press,750.67,15.4,3472.6,spring,21.7
Tiruppur Weaving Plant,Hydraulic Baler,420.25,6.7,9421.0,summer,20.5
Coimbatore Sorting Hub,Compactor Press,919.96,17.4,6961.1,spring,31.9
Tiruppur Weaving Plant,Compactor Press,1069.36,22.7,2594.6,summer,37.7
Coimbatore Sorting Hub,Compactor Press,888.81,16.8,9781.6,summer,28.4
Salem Compressed Scrap,Hydraulic Baler,339.92,3.9,8168.3,monsoon,22.0
Tiruppur Weaving Plant,Hydraulic Baler,882.44,17.9,586.0,spring,21.2
Coimbatore Sorting Hub,Compactor Press,424.35,6.5,6712.9,summer,38.7
Salem Compressed Scrap,Compactor Press,123.48,2.3,2859.6,summer,15.4
Coimbatore Sorting Hub,Pelletizer Extruder,1868.55,15.1,6150.6,winter,40.7
Coimbatore Sorting Hub,Pelletizer Extruder,2485.05,19.7,8318.3,monsoon,22.6
Coimbatore Sorting Hub,Shredder Mill,838.54,7.6,9882.8,spring,16.8
Coimbatore Sorting Hub,Shredder Mill,1979.61,22.3,6052.3,summer,24.0
Coimbatore Sorting Hub,Hydraulic Baler,899.53,16.0,8419.6,spring,26.9
Salem Compressed Scrap,Hydraulic Baler,1058.91,22.6,1108.1,winter,28.5
Tiruppur Weaving Plant,Compactor Press,791.51,15.0,4372.5,monsoon,28.3
Salem Compressed Scrap,Compactor Press,339.01,4.3,7762.2,winter,15.3
Tiruppur Weaving Plant,Compactor Press,729.25,13.4,7972.0,spring,32.9
Chennai Extrusion Center,Hydraulic Baler,1071.91,19.9,7008.8,monsoon,36.8
Tiruppur Weaving Plant,Shredder Mill,1531.91,18.3,1228.0,spring,36.3
Chennai Extrusion Center,Pelletizer Extruder,2766.2,22.1,9551.7,spring,32.1
Salem Compressed Scrap,Shredder Mill,890.62,9.0,9083.8,winter,29.9
Chennai Extrusion Center,Hydraulic Baler,412.06,6.3,8658.8,winter,38.9
Coimbatore Sorting Hub,Shredder Mill,195.5,2.3,3311.5,monsoon,33.2
Tiruppur Weaving Plant,Compactor Press,846.45,17.3,2681.2,monsoon,26.6
Tiruppur Weaving Plant,Pelletizer Extruder,2393.12,19.4,3319.5,winter,17.3
Tiruppur Weaving Plant,Pelletizer Extruder,852.9,5.6,8963.1,winter,18.3
Coimbatore Sorting Hub,Shredder Mill,679.7,6.7,3454.5,monsoon,16.6
Coimbatore Sorting Hub,Hydraulic Baler,371.65,7.2,2585.8,spring,30.4
Tiruppur Weaving Plant,Pelletizer Extruder,2665.19,21.2,6950.3,spring,34.0
Tiruppur Weaving Plant,Shredder Mill,1182.36,13.0,4413.6,winter,30.5
Tiruppur Weaving Plant,Shredder Mill,1204.49,11.7,9814.1,summer,20.6
Tiruppur Weaving Plant,Pelletizer Extruder,2673.59,21.7,2441.0,summer,40.7
Chennai Extrusion Center,Shredder Mill,1547.45,16.8,4377.1,summer,32.0
Salem Compressed Scrap,Pelletizer Extruder,924.35,7.6,594.8,spring,33.8
Coimbatore Sorting Hub,Compactor Press,380.37,6.5,1710.2,winter,36.4
Coimbatore Sorting Hub,Shredder Mill,652.5,6.0,8622.3,summer,28.1
Tiruppur Weaving Plant,Compactor Press,153.65,2.3,3168.4,winter,16.8
Coimbatore Sorting Hub,Pelletizer Extruder,1378.71,10.6,5646.7,spring,37.9
Coimbatore Sorting Hub,Pelletizer Extruder,1761.55,13.3,9897.6,spring,41.9
Chennai Extrusion Center,Pelletizer Extruder,1186.99,9.1,2591.1,winter,34.7
Salem Compressed Scrap,Hydraulic Baler,507.73,10.1,930.5,monsoon,34.1
Chennai Extrusion Center,Pelletizer Extruder,903.57,6.8,6786.0,summer,25.1
Salem Compressed Scrap,Hydraulic Baler,248.24,3.1,6019.6,summer,30.8
Tiruppur Weaving Plant,Compactor Press,946.32,18.5,8128.5,winter,35.5
Salem Compressed Scrap,Shredder Mill,943.0,9.6,4212.2,winter,39.5
Chennai Extrusion Center,Hydraulic Baler,844.78,15.1,6714.3,spring,38.0
Salem Compressed Scrap,Pelletizer Extruder,1460.47,11.1,7271.4,spring,20.5
Chennai Extrusion Center,Shredder Mill,703.39,7.3,2541.7,winter,38.5
Salem Compressed Scrap,Shredder Mill,1330.56,14.9,1769.7,monsoon,37.2
Coimbatore Sorting Hub,Pelletizer Extruder,2439.68,19.5,3083.5,winter,29.4
Tiruppur Weaving Plant,Shredder Mill,1319.23,13.6,8346.2,summer,33.8
Tiruppur Weaving Plant,Hydraulic Baler,734.25,15.1,3014.0,monsoon,36.0
Chennai Extrusion Center,Pelletizer Extruder,2483.88,19.3,7849.8,spring,24.9
Salem Compressed Scrap,Compactor Press,205.21,2.7,2966.0,winter,26.2
Salem Compressed Scrap,Pelletizer Extruder,1428.86,11.4,2410.1,spring,23.8
Tiruppur Weaving Plant,Hydraulic Baler,1233.16,23.9,8341.4,winter,35.2
Coimbatore Sorting Hub,Compactor Press,1085.51,20.2,9079.4,summer,35.2
Salem Compressed Scrap,Shredder Mill,1904.04,20.9,9977.5,monsoon,30.4
Chennai Extrusion Center,Compactor Press,1078.62,21.6,8567.2,winter,30.3
Chennai Extrusion Center,Compactor Press,791.73,16.4,2704.2,winter,15.5
Salem Compressed Scrap,Compactor Press,328.34,4.9,5360.5,winter,30.2
Salem Compressed Scrap,Shredder Mill,1924.76,21.0,6075.9,summer,16.9
Coimbatore Sorting Hub,Pelletizer Extruder,731.87,5.0,5999.0,spring,31.1
Salem Compressed Scrap,Hydraulic Baler,1003.39,22.4,3748.1,summer,32.1
Coimbatore Sorting Hub,Compactor Press,987.32,20.9,4881.1,winter,31.0
Chennai Extrusion Center,Compactor Press,643.62,12.0,6910.5,monsoon,38.3
Chennai Extrusion Center,Hydraulic Baler,1084.24,23.4,1163.1,winter,19.2
Salem Compressed Scrap,Hydraulic Baler,683.2,15.2,2203.9,spring,16.1
Coimbatore Sorting Hub,Pelletizer Extruder,584.84,3.3,7011.3,summer,31.5
Chennai Extrusion Center,Hydraulic Baler,1070.66,20.4,8126.7,winter,39.6
Tiruppur Weaving Plant,Shredder Mill,1409.31,14.9,8421.0,winter,39.9
Coimbatore Sorting Hub,Hydraulic Baler,754.78,15.0,3871.8,winter,34.0
Chennai Extrusion Center,Compactor Press,903.79,17.2,6169.4,spring,38.3
Chennai Extrusion Center,Compactor Press,405.2,6.3,7505.5,spring,38.9
Tiruppur Weaving Plant,Pelletizer Extruder,2159.72,17.2,6228.9,summer,27.6
Chennai Extrusion Center,Shredder Mill,401.76,3.4,3685.2,monsoon,26.8
Coimbatore Sorting Hub,Pelletizer Extruder,1110.71,8.7,5742.8,winter,16.9
Salem Compressed Scrap,Pelletizer Extruder,932.7,7.0,4956.5,winter,40.4
Salem Compressed Scrap,Hydraulic Baler,1084.23,23.7,2077.2,spring,26.9
Salem Compressed Scrap,Hydraulic Baler,900.23,19.6,3599.4,spring,20.9
Tiruppur Weaving Plant,Compactor Press,1055.95,23.5,2116.1,spring,19.0
Salem Compressed Scrap,Pelletizer Extruder,2575.34,21.0,1971.8,monsoon,17.7
Coimbatore Sorting Hub,Compactor Press,357.06,5.4,5045.7,winter,28.6
Coimbatore Sorting Hub,Compactor Press,779.1,15.7,3099.6,winter,38.6
Coimbatore Sorting Hub,Shredder Mill,1564.89,17.7,3178.2,winter,27.4
Tiruppur Weaving Plant,Shredder Mill,1364.89,14.6,6838.5,spring,32.9
Salem Compressed Scrap,Shredder Mill,1918.45,22.7,650.3,summer,28.2
Salem Compressed Scrap,Shredder Mill,1186.72,12.8,5090.2,monsoon,32.8
Salem Compressed Scrap,Hydraulic Baler,847.84,17.4,4453.4,spring,18.4
Tiruppur Weaving Plant,Shredder Mill,2028.59,22.9,2167.2,monsoon,34.9
Coimbatore Sorting Hub,Compactor Press,1205.18,23.3,9357.1,summer,32.9
Coimbatore Sorting Hub,Hydraulic Baler,627.08,14.6,2260.1,winter,38.1
Salem Compressed Scrap,Pelletizer Extruder,1928.37,15.3,5977.8,monsoon,30.4
Tiruppur Weaving Plant,Pelletizer Extruder,1402.79,10.2,8078.5,monsoon,39.1
