plant,workers,shift,attendance_rate,overtime_hours,downtime_hours,productivity
Chennai Extrusion Center,57,Night,0.73,8.5,1.8,59.9
Coimbatore Sorting Hub,40,Night,0.71,4.8,2.8,33.4
Chennai Extrusion Center,76,Afternoon,0.86,6.3,2.6,59.9
Chennai Extrusion Center,39,Morning,0.94,9.9,0.8,84.8
Coimbatore Sorting Hub,122,Night,0.7,0.4,1.4,49.8
Tiruppur Weaving Plant,145,Morning,0.95,8.1,3.5,67.0
Chennai Extrusion Center,113,Night,0.85,0.8,1.6,60.7
Chennai Extrusion Center,81,Night,0.89,5.8,2.8,63.2
Tiruppur Weaving Plant,70,Night,0.86,3.0,0.3,79.8
Salem Compressed Scrap,111,Afternoon,0.72,4.0,1.2,57.1
Salem Compressed Scrap,43,Night,0.82,2.9,0.6,73.6
Tiruppur Weaving Plant,22,Morning,0.76,4.2,3.0,52.8
Chennai Extrusion Center,90,Night,0.85,4.5,2.3,59.2
Salem Compressed Scrap,123,Afternoon,0.84,2.3,1.2,67.1
Chennai Extrusion Center,31,Afternoon,0.86,1.4,3.1,57.7
Coimbatore Sorting Hub,43,Afternoon,0.95,7.2,1.1,69.1
Tiruppur Weaving Plant,88,Morning,0.7,5.1,0.2,65.4
Chennai Extrusion Center,97,Afternoon,0.84,3.4,3.8,48.8
Salem Compressed Scrap,148,Morning,0.81,2.7,3.4,58.1
Chennai Extrusion Center,60,Morning,0.83,3.8,3.7,49.7
Chennai Extrusion Center,69,Night,0.95,6.8,0.6,83.7
Tiruppur Weaving Plant,33,Night,0.99,7.0,1.2,78.8
Tiruppur Weaving Plant,93,Night,0.89,10.0,0.4,65.5
Salem Compressed Scrap,50,Night,0.84,2.1,1.5,64.5
Salem Compressed Scrap,114,Night,0.93,4.2,3.3,62.3
Tiruppur Weaving Plant,63,Afternoon,0.76,6.8,2.4,58.0
Coimbatore Sorting Hub,146,Night,0.74,7.4,3.9,46.9
Coimbatore Sorting Hub,74,Morning,0.79,3.7,0.2,65.4
Coimbatore Sorting Hub,63,Afternoon,0.86,1.0,2.8,61.5
Coimbatore Sorting Hub,90,Afternoon,0.82,4.9,1.6,63.0
Tiruppur Weaving Plant,21,Afternoon,0.78,7.2,3.5,51.1
Tiruppur Weaving Plant,93,Night,0.93,7.7,2.1,69.5
Coimbatore Sorting Hub,36,Afternoon,0.71,7.7,3.2,45.1
Salem Compressed Scrap,42,Night,0.86,3.5,1.5,63.8
Salem Compressed Scrap,52,Morning,0.89,9.7,3.4,66.3
Salem Compressed Scrap,54,Afternoon,0.75,9.0,2.8,56.2
Tiruppur Weaving Plant,107,Afternoon,0.85,7.5,1.9,65.5
Chennai Extrusion Center,41,Afternoon,0.81,2.3,0.8,67.0
Coimbatore Sorting Hub,35,Morning,0.93,5.8,0.6,81.3
Chennai Extrusion Center,104,Night,0.78,3.5,3.7,54.9
Salem Compressed Scrap,66,Night,0.72,6.9,2.8,50.0
Tiruppur Weaving Plant,63,Morning,0.99,5.3,1.0,85.1
Tiruppur Weaving Plant,131,Morning,0.99,6.2,3.7,69.4
Coimbatore Sorting Hub,12,Afternoon,0.96,4.8,3.6,73.3
Salem Compressed Scrap,84,Morning,0.86,3.9,2.6,62.8
Salem Compressed Scrap,57,Night,0.99,5.7,1.0,77.5
Tiruppur Weaving Plant,27,Night,0.75,2.1,0.1,60.5
Tiruppur Weaving Plant,116,Night,0.86,9.8,3.0,68.1
Tiruppur Weaving Plant,115,Afternoon,0.92,2.5,2.6,61.2
Salem Compressed Scrap,95,Morning,0.85,0.1,0.0,74.5
Tiruppur Weaving Plant,113,Afternoon,0.85,8.1,1.0,68.0
Salem Compressed Scrap,19,Morning,0.75,9.9,3.8,41.0
Tiruppur Weaving Plant,98,Morning,0.84,6.4,0.4,64.0
Tiruppur Weaving Plant,27,Morning,0.78,5.6,1.4,58.9
Salem Compressed Scrap,123,Morning,0.76,9.2,0.4,58.4
Tiruppur Weaving Plant,142,Afternoon,0.99,1.5,2.7,71.1
Tiruppur Weaving Plant,77,Morning,0.92,5.6,1.7,76.2
Tiruppur Weaving Plant,56,Night,0.98,8.9,1.7,76.4
Salem Compressed Scrap,32,Afternoon,0.97,5.4,0.8,76.0
Salem Compressed Scrap,112,Afternoon,0.76,0.7,0.3,58.5
Chennai Extrusion Center,138,Night,0.73,8.3,0.2,68.8
Salem Compressed Scrap,13,Night,0.85,4.6,0.2,77.3
Salem Compressed Scrap,32,Morning,0.71,1.3,3.1,42.3
Coimbatore Sorting Hub,144,Night,0.79,3.0,0.9,64.0
Chennai Extrusion Center,95,Night,0.76,3.1,2.9,45.6
Tiruppur Weaving Plant,96,Afternoon,0.79,3.3,2.9,63.3
Chennai Extrusion Center,135,Night,1.0,4.1,0.9,83.5
Salem Compressed Scrap,25,Night,0.82,7.5,0.1,80.5
Coimbatore Sorting Hub,18,Morning,0.99,0.4,1.1,70.7
Tiruppur Weaving Plant,132,Morning,0.87,7.8,2.8,66.7
Chennai Extrusion Center,45,Morning,0.98,8.3,2.8,71.1
Tiruppur Weaving Plant,131,Night,0.96,3.4,0.1,90.9
Tiruppur Weaving Plant,82,Morning,0.76,6.7,0.6,66.0
Salem Compressed Scrap,118,Night,0.86,3.1,1.9,62.9
Salem Compressed Scrap,41,Afternoon,0.7,7.8,0.5,63.0
Coimbatore Sorting Hub,141,Night,0.85,7.1,2.1,70.7
Salem Compressed Scrap,92,Morning,0.85,7.2,3.5,60.5
Chennai Extrusion Center,89,Night,0.96,8.1,2.7,69.0
Salem Compressed Scrap,11,Afternoon,0.9,8.0,1.0,80.4
Salem Compressed Scrap,92,Night,0.7,6.7,0.2,71.1
Tiruppur Weaving Plant,21,Afternoon,0.82,1.9,1.6,61.4
Salem Compressed Scrap,87,Morning,0.72,7.8,1.1,62.2
Salem Compressed Scrap,28,Afternoon,0.8,0.6,1.5,61.5
Coimbatore Sorting Hub,144,Night,0.73,7.8,3.1,52.4
Tiruppur Weaving Plant,38,Afternoon,0.98,9.1,0.0,89.0
Coimbatore Sorting Hub,15,Afternoon,0.73,4.0,3.0,49.0
Coimbatore Sorting Hub,80,Night,0.88,5.2,3.0,66.2
Coimbatore Sorting Hub,31,Afternoon,0.88,0.8,0.3,84.2
Coimbatore Sorting Hub,29,Night,0.83,7.0,1.8,64.7
Tiruppur Weaving Plant,43,Afternoon,0.99,2.5,2.7,67.2
Tiruppur Weaving Plant,105,Afternoon,0.79,2.7,2.4,55.5
Coimbatore Sorting Hub,109,Afternoon,0.81,0.5,2.5,58.1
Tiruppur Weaving Plant,77,Night,0.78,4.5,3.8,54.2
Coimbatore Sorting Hub,41,Afternoon,0.99,1.0,0.0,83.0
Coimbatore Sorting Hub,94,Night,0.94,8.6,3.3,53.1
Chennai Extrusion Center,101,Morning,0.86,6.7,2.8,65.0
Tiruppur Weaving Plant,48,Morning,0.95,0.5,3.6,62.0
Coimbatore Sorting Hub,78,Night,0.77,0.6,1.8,55.7
Chennai Extrusion Center,71,Afternoon,0.88,5.9,1.5,73.5
Chennai Extrusion Center,28,Night,0.78,7.9,1.6,60.3
Coimbatore Sorting Hub,74,Night,0.92,5.2,0.3,82.5
Coimbatore Sorting Hub,116,Morning,0.8,8.7,3.7,52.1
Tiruppur Weaving Plant,146,Afternoon,0.94,4.5,2.5,72.9
Coimbatore Sorting Hub,123,Night,0.98,0.6,3.3,62.0
Coimbatore Sorting Hub,148,Afternoon,0.71,3.0,2.0,51.1
Salem Compressed Scrap,138,Night,0.91,0.1,1.6,66.1
Coimbatore Sorting Hub,47,Morning,0.75,0.7,0.7,64.1
Tiruppur Weaving Plant,56,Night,0.73,2.9,1.2,59.0
Salem Compressed Scrap,36,Afternoon,0.86,3.6,1.4,69.9
Chennai Extrusion Center,55,Night,0.99,3.3,1.4,80.8
Coimbatore Sorting Hub,67,Night,0.77,3.2,3.6,50.2
Tiruppur Weaving Plant,96,Morning,0.8,4.6,1.7,51.1
Chennai Extrusion Center,38,Night,0.9,1.8,2.8,61.4
Tiruppur Weaving Plant,113,Morning,0.92,7.3,2.1,69.0
Coimbatore Sorting Hub,42,Afternoon,0.71,1.7,3.6,39.3
Salem Compressed Scrap,124,Afternoon,0.86,6.1,1.0,64.0
Chennai Extrusion Center,56,Afternoon,0.78,3.4,3.0,54.0
Tiruppur Weaving Plant,42,Afternoon,0.96,6.8,1.6,76.4
Coimbatore Sorting Hub,107,Night,0.86,5.8,0.1,76.0
Tiruppur Weaving Plant,73,Morning,0.8,1.4,2.8,56.3
Chennai Extrusion Center,22,Morning,0.93,6.8,3.1,71.4
Chennai Extrusion Center,140,Night,0.97,2.2,2.9,70.3
Salem Compressed Scrap,34,Afternoon,0.92,5.4,3.3,65.2
Chennai Extrusion Center,117,Night,0.79,5.3,2.0,60.4
Chennai Extrusion Center,24,Night,0.7,4.1,2.6,41.8
Salem Compressed Scrap,45,Night,0.72,6.5,0.3,61.9
Coimbatore Sorting Hub,86,Morning,1.0,2.3,3.8,66.5
Chennai Extrusion Center,73,Night,0.91,3.7,1.5,68.8
Chennai Extrusion Center,131,Night,0.91,0.1,0.9,72.2
Salem Compressed Scrap,133,Afternoon,0.93,5.5,0.3,90.6
Salem Compressed Scrap,67,Morning,0.86,3.5,2.7,64.0
Chennai Extrusion Center,80,Morning,0.8,3.9,0.6,62.1
Salem Compressed Scrap,140,Morning,0.9,8.9,2.3,63.0
Coimbatore Sorting Hub,22,Night,0.78,2.0,1.3,62.9
Salem Compressed Scrap,139,Afternoon,0.96,7.2,3.0,80.0
Coimbatore Sorting Hub,149,Night,0.95,6.6,3.2,74.3
Salem Compressed Scrap,71,Afternoon,0.86,6.4,3.0,61.5
Salem Compressed Scrap,131,Afternoon,0.77,6.0,1.1,54.5
Chennai Extrusion Center,141,Night,0.99,7.9,3.1,69.0
Salem Compressed Scrap,10,Morning,0.78,0.3,3.5,50.9
Chennai Extrusion Center,88,Morning,0.89,8.6,3.1,56.5
Salem Compressed Scrap,113,Morning,0.95,8.4,1.0,77.3
Coimbatore Sorting Hub,134,Afternoon,0.73,10.0,1.3,63.2
Coimbatore Sorting Hub,118,Night,0.77,0.4,1.6,60.7
Tiruppur Weaving Plant,44,Night,0.81,7.8,2.3,65.9
Chennai Extrusion Center,95,Afternoon,0.71,9.2,2.8,42.9
Salem Compressed Scrap,108,Night,0.89,8.6,2.3,67.9
Chennai Extrusion Center,28,Night,0.9,1.4,2.3,65.8
Salem Compressed Scrap,96,Night,0.98,3.4,2.1,77.1
Tiruppur Weaving Plant,23,Night,0.98,8.3,1.4,84.2
Coimbatore Sorting Hub,129,Night,0.98,6.3,0.2,85.4
Coimbatore Sorting Hub,92,Morning,0.89,6.0,0.7,74.8
Salem Compressed Scrap,102,Afternoon,0.75,0.2,3.1,56.1
Salem Compressed Scrap,49,Afternoon,0.91,9.1,2.6,72.1
Coimbatore Sorting Hub,103,Morning,0.75,5.7,1.1,60.9
Salem Compressed Scrap,117,Night,0.72,0.3,1.7,56.3
Coimbatore Sorting Hub,137,Night,0.96,6.6,0.8,83.6
Salem Compressed Scrap,82,Night,0.76,2.2,2.8,47.6
Chennai Extrusion Center,128,Morning,0.84,8.5,0.2,70.9
Chennai Extrusion Center,21,Morning,0.9,8.9,1.2,73.0
Coimbatore Sorting Hub,20,Afternoon,0.72,2.1,0.9,48.9
Coimbatore Sorting Hub,61,Night,0.74,9.7,3.0,50.8
Salem Compressed Scrap,81,Night,0.94,3.3,1.2,72.7
Chennai Extrusion Center,37,Morning,0.81,3.0,3.9,48.5
Coimbatore Sorting Hub,95,Night,0.93,0.8,3.9,57.4
Chennai Extrusion Center,128,Night,0.87,8.0,0.5,72.9
Coimbatore Sorting Hub,19,Afternoon,0.79,0.0,0.7,63.2
Chennai Extrusion Center,66,Night,0.72,4.2,1.8,58.6
Tiruppur Weaving Plant,98,Afternoon,0.9,7.8,3.4,64.3
Chennai Extrusion Center,22,Morning,0.93,9.4,0.1,72.8
Tiruppur Weaving Plant,91,Morning,0.92,4.9,1.9,68.6
Chennai Extrusion Center,57,Afternoon,0.74,7.0,1.7,62.3
Salem Compressed Scrap,71,Morning,0.97,8.2,2.0,75.7
Coimbatore Sorting Hub,104,Afternoon,0.77,5.5,1.5,68.8
Salem Compressed Scrap,129,Morning,0.78,2.2,0.7,61.1
Tiruppur Weaving Plant,81,Afternoon,0.74,3.7,3.2,52.9
Chennai Extrusion Center,85,Morning,0.92,5.7,1.4,74.3
Salem Compressed Scrap,136,Afternoon,0.93,6.2,2.4,60.8
Tiruppur Weaving Plant,29,Morning,0.77,2.7,2.2,52.2
Salem Compressed Scrap,118,Night,0.79,2.1,1.0,58.4
Chennai Extrusion Center,22,Night,0.7,7.7,2.8,55.6
Chennai Extrusion Center,39,Night,0.98,3.8,2.8,73.7
Coimbatore Sorting Hub,22,Night,0.71,2.0,1.4,66.3
Tiruppur Weaving Plant,117,Night,0.74,6.3,1.1,60.7
Tiruppur Weaving Plant,61,Morning,0.95,1.6,0.1,73.3
Chennai Extrusion Center,149,Morning,0.93,9.1,0.8,77.6
Chennai Extrusion Center,21,Morning,0.88,2.0,0.2,84.3
Tiruppur Weaving Plant,94,Night,0.98,3.7,1.3,82.6
Tiruppur Weaving Plant,63,Morning,0.78,4.2,1.2,56.4
Salem Compressed Scrap,92,Night,0.78,6.1,2.7,50.1
Coimbatore Sorting Hub,37,Afternoon,0.89,6.0,2.0,71.0
Salem Compressed Scrap,67,Morning,0.7,7.2,2.8,47.3
Chennai Extrusion Center,92,Afternoon,0.78,1.4,1.3,61.0
Salem Compressed Scrap,123,Afternoon,0.72,0.9,0.7,59.3
Salem Compressed Scrap,40,Night,0.99,4.5,2.0,75.0
Coimbatore Sorting Hub,82,Afternoon,0.89,2.7,0.7,65.4
Salem Compressed Scrap,14,Night,0.93,0.6,0.0,82.1
Coimbatore Sorting Hub,104,Afternoon,0.97,9.1,1.3,74.1
Chennai Extrusion Center,121,Morning,0.83,7.3,3.8,59.9
Salem Compressed Scrap,125,Afternoon,0.9,9.5,0.5,79.4
Chennai Extrusion Center,55,Morning,0.75,1.2,2.2,51.8
Chennai Extrusion Center,100,Afternoon,0.73,8.7,2.1,58.8
Salem Compressed Scrap,49,Afternoon,0.87,9.4,0.3,80.0
Coimbatore Sorting Hub,64,Morning,0.74,9.8,0.9,58.6
Tiruppur Weaving Plant,68,Afternoon,0.92,0.3,2.6,60.5
Coimbatore Sorting Hub,132,Night,0.87,2.5,1.7,66.7
Coimbatore Sorting Hub,112,Night,0.93,2.4,0.6,70.0
Tiruppur Weaving Plant,120,Morning,0.78,5.8,1.4,61.7
Tiruppur Weaving Plant,88,Morning,0.72,9.0,3.2,43.2
Coimbatore Sorting Hub,90,Afternoon,0.97,5.7,0.7,82.4
Salem Compressed Scrap,63,Morning,0.82,4.6,1.2,66.0
Tiruppur Weaving Plant,35,Night,0.84,4.1,0.6,72.3
Salem Compressed Scrap,141,Morning,0.98,8.4,0.9,82.4
Chennai Extrusion Center,90,Night,0.81,5.5,1.6,54.6
Salem Compressed Scrap,53,Morning,0.83,9.0,3.8,63.0
Coimbatore Sorting Hub,67,Afternoon,0.78,2.2,1.2,59.9
Salem Compressed Scrap,141,Morning,0.77,5.2,2.8,51.6
Chennai Extrusion Center,54,Afternoon,0.97,9.3,3.7,64.3
Coimbatore Sorting Hub,134,Morning,0.79,0.9,1.3,55.0
Coimbatore Sorting Hub,103,Afternoon,0.98,2.4,0.4,71.8
Tiruppur Weaving Plant,15,Afternoon,0.95,4.8,2.1,76.0
Salem Compressed Scrap,129,Night,0.87,8.3,2.9,54.0
Salem Compressed Scrap,141,Night,0.82,7.3,1.4,70.8
Coimbatore Sorting Hub,121,Night,0.78,9.9,0.1,72.6
Salem Compressed Scrap,85,Night,0.84,4.3,1.2,65.9
Salem Compressed Scrap,39,Morning,0.75,1.7,1.7,60.7
Tiruppur Weaving Plant,83,Afternoon,0.92,6.9,1.4,71.6
Coimbatore Sorting Hub,108,Night,0.71,8.3,3.9,39.2
Chennai Extrusion Center,135,Afternoon,0.98,4.2,0.2,84.2
Coimbatore Sorting Hub,99,Afternoon,0.93,3.1,1.0,73.1
Coimbatore Sorting Hub,85,Morning,0.87,0.1,0.2,84.9
Salem Compressed Scrap,16,Night,0.81,5.5,0.2,76.7
Salem Compressed Scrap,52,Morning,0.77,3.2,1.0,54.0
Chennai Extrusion Center,23,Afternoon,0.9,8.7,3.0,69.0
Tiruppur Weaving Plant,28,Morning,0.87,8.1,3.0,61.2
Coimbatore Sorting Hub,72,Afternoon,0.82,6.8,0.2,70.7
Salem Compressed Scrap,39,Morning,0.8,8.0,1.0,60.1
Tiruppur Weaving Plant,47,Afternoon,0.96,7.9,0.6,76.7
Salem Compressed Scrap,141,Afternoon,0.82,1.6,3.0,62.5
Tiruppur Weaving Plant,53,Afternoon,0.71,4.4,2.0,46.2
Salem Compressed Scrap,137,Night,0.87,8.7,1.2,83.3
Salem Compressed Scrap,147,Afternoon,0.89,6.7,2.0,64.8
Salem Compressed Scrap,55,Night,0.98,6.9,3.3,77.0
Coimbatore Sorting Hub,120,Afternoon,0.78,4.7,2.0,59.5
Salem Compressed Scrap,74,Night,0.76,7.7,1.0,67.4
Salem Compressed Scrap,36,Morning,0.98,7.7,0.0,88.8
Coimbatore Sorting Hub,39,Afternoon,0.74,0.2,1.9,53.1
Salem Compressed Scrap,114,Afternoon,0.77,0.6,0.5,64.7
Coimbatore Sorting Hub,116,Night,0.92,3.4,1.9,69.0
Salem Compressed Scrap,99,Morning,0.89,8.1,3.4,64.4
Chennai Extrusion Center,69,Afternoon,0.83,5.5,0.7,74.1
Coimbatore Sorting Hub,38,Night,0.97,5.8,2.3,67.0
Salem Compressed Scrap,147,Afternoon,0.73,6.0,1.4,56.5
Salem Compressed Scrap,45,Morning,0.79,5.3,2.8,59.0
Salem Compressed Scrap,105,Morning,0.95,6.1,2.3,75.9
Salem Compressed Scrap,113,Night,0.88,0.2,2.9,56.1
Salem Compressed Scrap,90,Morning,0.95,1.3,0.5,78.4
Tiruppur Weaving Plant,118,Night,0.82,7.3,3.1,41.1
Chennai Extrusion Center,52,Morning,0.7,3.2,2.2,56.7
Chennai Extrusion Center,31,Afternoon,0.88,3.9,1.0,72.9
Chennai Extrusion Center,138,Night,0.72,8.3,3.9,41.4
Salem Compressed Scrap,108,Afternoon,0.84,3.2,1.9,62.2
Tiruppur Weaving Plant,90,Afternoon,0.9,6.8,1.3,74.8
Chennai Extrusion Center,117,Morning,0.78,8.0,1.7,56.1
Chennai Extrusion Center,111,Night,0.89,1.9,0.1,73.2
Tiruppur Weaving Plant,118,Afternoon,0.77,2.3,2.2,46.6
Coimbatore Sorting Hub,124,Afternoon,0.79,2.8,3.1,57.9
Chennai Extrusion Center,21,Night,0.86,2.3,2.6,63.9
Chennai Extrusion Center,20,Afternoon,0.86,2.7,1.6,74.4
Salem Compressed Scrap,74,Night,0.94,5.8,2.9,73.3
Salem Compressed Scrap,16,Night,0.97,10.0,2.8,69.1
Chennai Extrusion Center,126,Morning,0.71,3.2,0.2,66.0
Tiruppur Weaving Plant,134,Afternoon,0.79,9.7,2.5,59.5
Coimbatore Sorting Hub,20,Afternoon,0.87,7.9,1.3,72.8
Chennai Extrusion Center,120,Morning,0.81,0.6,1.4,56.3
Coimbatore Sorting Hub,101,Morning,0.73,1.1,3.8,44.0
Tiruppur Weaving Plant,88,Afternoon,0.96,4.1,1.5,72.4
Salem Compressed Scrap,73,Night,0.82,7.3,0.5,80.1
Tiruppur Weaving Plant,83,Afternoon,0.78,5.3,0.4,64.1
Salem Compressed Scrap,13,Morning,0.89,7.0,0.9,77.5
Chennai Extrusion Center,44,Morning,0.78,3.0,2.1,61.0
Tiruppur Weaving Plant,25,Night,0.75,4.3,2.4,61.6
Tiruppur Weaving Plant,48,Afternoon,0.93,5.9,3.3,64.3
Salem Compressed Scrap,21,Afternoon,0.81,3.1,0.8,61.8
Tiruppur Weaving Plant,10,Night,0.96,9.7,0.7,84.3
Chennai Extrusion Center,110,Afternoon,0.9,4.8,3.2,49.7
Coimbatore Sorting Hub,103,Night,0.8,8.7,0.1,73.3
Tiruppur Weaving Plant,24,Afternoon,0.89,3.8,0.2,69.0
Chennai Extrusion Center,144,Night,0.84,7.5,3.6,54.0
Chennai Extrusion Center,77,Night,0.88,3.5,3.2,62.3
Coimbatore Sorting Hub,136,Afternoon,0.84,4.5,0.1,75.7
Chennai Extrusion Center,128,Morning,0.87,1.8,0.2,71.7
Chennai Extrusion Center,51,Morning,0.86,2.3,2.7,59.9
Chennai Extrusion Center,140,Night,0.92,2.4,2.4,63.4
Salem Compressed Scrap,120,Afternoon,0.85,4.8,1.5,65.8
Salem Compressed Scrap,94,Night,0.72,5.7,2.3,53.2
Salem Compressed Scrap,18,Afternoon,0.99,0.5,0.4,92.7
Tiruppur Weaving Plant,19,Night,0.88,4.5,1.8,70.3
Coimbatore Sorting Hub,21,Morning,0.74,1.2,2.1,49.3
Chennai Extrusion Center,143,Night,0.92,0.5,3.7,53.3
Chennai Extrusion Center,87,Afternoon,0.9,1.7,0.2,82.0
Tiruppur Weaving Plant,77,Afternoon,1.0,0.4,3.9,61.9
Coimbatore Sorting Hub,33,Night,0.82,2.4,0.4,71.0
Coimbatore Sorting Hub,54,Afternoon,0.8,7.8,1.7,59.7
Chennai Extrusion Center,44,Night,0.77,8.7,3.3,50.0
Chennai Extrusion Center,128,Afternoon,0.75,8.0,1.3,53.8
Chennai Extrusion Center,101,Night,0.81,5.2,0.3,71.2
Salem Compressed Scrap,89,Afternoon,0.82,5.2,4.0,55.8
Salem Compressed Scrap,37,Night,0.82,1.3,0.6,64.0
Salem Compressed Scrap,96,Night,0.91,5.9,3.8,55.1
Coimbatore Sorting Hub,96,Night,0.75,4.7,2.2,47.5
Chennai Extrusion Center,56,Night,0.81,7.8,2.3,62.1
Coimbatore Sorting Hub,100,Morning,0.92,4.1,0.8,70.7
Tiruppur Weaving Plant,96,Morning,0.97,0.6,2.8,69.3
Coimbatore Sorting Hub,34,Afternoon,0.7,5.0,1.1,59.1
Chennai Extrusion Center,126,Night,0.72,0.3,2.9,47.5
Salem Compressed Scrap,134,Morning,0.78,6.4,1.1,57.7
Coimbatore Sorting Hub,98,Afternoon,0.89,8.1,2.4,66.4
Coimbatore Sorting Hub,82,Morning,0.8,1.6,0.7,62.4
Tiruppur Weaving Plant,134,Morning,0.88,4.3,2.5,70.3
Salem Compressed Scrap,48,Night,0.75,5.2,0.9,58.1
Tiruppur Weaving Plant,24,Night,0.96,3.1,1.2,69.1
Tiruppur Weaving Plant,25,Night,0.75,8.9,1.8,67.3
Coimbatore Sorting Hub,102,Morning,0.71,7.4,0.8,62.5
Tiruppur Weaving Plant,17,Night,0.71,2.3,3.6,39.6
Tiruppur Weaving Plant,51,Morning,0.76,4.2,1.4,55.8
Salem Compressed Scrap,82,Night,0.79,4.1,0.8,65.1
Chennai Extrusion Center,98,Night,0.99,3.9,0.5,83.6
Coimbatore Sorting Hub,22,Afternoon,0.87,2.1,2.0,61.5
Coimbatore Sorting Hub,93,Morning,0.77,4.1,1.1,52.8
Chennai Extrusion Center,71,Morning,0.81,7.5,3.6,52.3
Coimbatore Sorting Hub,109,Night,0.71,7.9,3.6,47.1
Coimbatore Sorting Hub,81,Afternoon,0.8,8.1,3.5,57.2
Chennai Extrusion Center,19,Afternoon,0.78,9.1,0.4,66.0
Coimbatore Sorting Hub,38,Afternoon,0.8,5.0,2.6,51.8
Coimbatore Sorting Hub,37,Night,0.75,0.1,1.8,55.3
Salem Compressed Scrap,30,Afternoon,0.9,7.5,3.2,62.4
Chennai Extrusion Center,80,Morning,1.0,6.0,0.3,87.1
Coimbatore Sorting Hub,44,Night,0.89,3.1,3.4,62.5
Tiruppur Weaving Plant,72,Morning,0.85,6.0,1.8,70.6
Tiruppur Weaving Plant,57,Night,0.91,1.1,3.4,67.3
Chennai Extrusion Center,104,Morning,0.79,1.4,2.4,60.9
Coimbatore Sorting Hub,88,Night,0.99,6.8,2.5,69.5
Chennai Extrusion Center,114,Afternoon,0.93,3.9,0.6,73.9
Coimbatore Sorting Hub,125,Morning,0.77,0.6,1.0,53.8
Coimbatore Sorting Hub,47,Afternoon,0.99,2.5,0.3,84.6
Coimbatore Sorting Hub,98,Afternoon,0.82,4.2,3.1,58.6
Coimbatore Sorting Hub,137,Morning,0.74,2.8,0.2,60.8
Salem Compressed Scrap,94,Night,0.8,6.0,4.0,54.1
Salem Compressed Scrap,60,Morning,0.87,4.8,3.4,58.1
Coimbatore Sorting Hub,18,Night,0.97,8.4,3.0,72.1
Tiruppur Weaving Plant,136,Morning,0.91,3.1,1.0,72.4
Chennai Extrusion Center,68,Morning,0.92,1.1,0.1,77.0
Coimbatore Sorting Hub,122,Morning,0.91,8.2,3.5,60.4
Coimbatore Sorting Hub,39,Afternoon,0.86,0.4,3.2,60.4
Coimbatore Sorting Hub,77,Afternoon,0.82,8.6,1.1,58.5
Coimbatore Sorting Hub,87,Morning,0.7,4.0,0.9,54.0
Salem Compressed Scrap,81,Morning,0.99,1.4,2.2,78.7
Chennai Extrusion Center,92,Afternoon,0.87,2.9,1.7,71.1
Salem Compressed Scrap,135,Morning,0.92,5.4,3.4,62.1
Coimbatore Sorting Hub,121,Afternoon,0.79,3.0,1.3,64.2
Coimbatore Sorting Hub,65,Night,0.74,0.7,3.6,42.0
Tiruppur Weaving Plant,138,Morning,0.86,0.8,3.8,57.5
Salem Compressed Scrap,132,Morning,0.84,2.1,0.5,68.3
Salem Compressed Scrap,83,Night,0.7,8.0,3.9,43.9
Coimbatore Sorting Hub,55,Morning,0.82,5.4,0.6,81.0
Chennai Extrusion Center,11,Afternoon,0.76,4.5,3.3,44.6
Tiruppur Weaving Plant,67,Afternoon,0.94,2.2,0.7,85.7
Chennai Extrusion Center,144,Night,0.99,3.5,0.2,82.4
Tiruppur Weaving Plant,78,Morning,0.85,8.3,2.0,59.6
Coimbatore Sorting Hub,128,Afternoon,0.84,7.7,2.5,58.3
Tiruppur Weaving Plant,80,Night,0.95,7.0,3.7,75.4
Tiruppur Weaving Plant,10,Morning,0.79,6.4,1.4,64.4
Salem Compressed Scrap,135,Morning,0.83,9.7,2.6,55.7
Chennai Extrusion Center,65,Morning,0.86,7.6,2.9,61.1
Coimbatore Sorting Hub,139,Night,0.73,8.8,1.4,52.1
Chennai Extrusion Center,31,Night,0.87,8.5,2.9,59.6
Tiruppur Weaving Plant,97,Afternoon,0.79,0.9,3.6,48.1
Coimbatore Sorting Hub,105,Morning,0.77,8.1,1.4,63.0
Coimbatore Sorting Hub,94,Morning,0.83,2.8,0.3,65.5
Tiruppur Weaving Plant,27,Afternoon,0.75,9.2,1.3,67.5
Chennai Extrusion Center,141,Afternoon,0.85,5.8,2.3,59.8
Salem Compressed Scrap,18,Morning,0.78,4.7,0.9,64.9
Tiruppur Weaving Plant,101,Morning,0.83,4.9,1.4,66.6
Coimbatore Sorting Hub,28,Morning,0.79,4.3,1.2,66.9
Coimbatore Sorting Hub,108,Morning,0.88,3.4,2.2,68.6
Salem Compressed Scrap,63,Afternoon,0.83,0.2,0.3,76.4
Chennai Extrusion Center,101,Afternoon,0.89,1.9,3.0,52.4
Chennai Extrusion Center,99,Afternoon,0.79,7.5,1.9,55.9
Salem Compressed Scrap,53,Morning,0.91,2.5,1.8,56.7
Coimbatore Sorting Hub,57,Afternoon,0.71,3.6,1.3,49.8
Coimbatore Sorting Hub,93,Night,0.98,4.9,2.8,69.8
Salem Compressed Scrap,109,Afternoon,0.87,3.4,2.6,60.8
Chennai Extrusion Center,126,Night,0.76,5.6,2.3,51.1
Salem Compressed Scrap,62,Night,0.73,3.6,2.7,53.4
